year,quarter,quarter_label,city,suburb,sales_count,median_price_aud,median_change_yoy_pct,reported_in_file
2022,2,2022-Q2,WALKERVILLE,MEDINDIE,3,2650000,0.3177523620089508,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WALKERVILLE,VALE PARK,10,1212500,0.257128045619492,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WALKERVILLE,WALKERVILLE,12,1885000,0.5643153526970954,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,ADELAIDE AIRPORT,,,,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,ASHFORD,1,1660000,0.9761904761904762,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,BROOKLYN PARK,12,753750,0.15208253725640045,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,CAMDEN PARK,11,800000,0.19402985074626866,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,COWANDILLA,2,729000,0.0880597014925373,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,FULHAM,6,1200000,0.36131593874078277,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,GLANDORE,7,1100000,0.35802469135802467,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,GLENELG NORTH,17,1100000,0.23249299719887956,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,HILTON,4,950000,0.23376623376623376,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,KESWICK,,,,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,KESWICK TERMINAL,,,,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,KURRALTA PARK,4,704000,0.03529411764705882,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,LOCKLEYS,22,1150000,0.3609467455621302,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,MARLESTON,5,640000,0.13274336283185842,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,MILE END,12,958000,0.18271604938271604,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,MILE END SOUTH,,,,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,NETLEY,7,833000,0.3076923076923077,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,NORTH PLYMPTON,9,833000,0.20462762111352134,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,NOVAR GARDENS,11,970000,0.2431116237344611,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,PLYMPTON,14,888000,0.3875,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,RICHMOND,9,841050,0.26473684210526316,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,THEBARTON,5,755000,0.2562396006655574,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,TORRENSVILLE,9,998000,0.29526281635301754,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,UNDERDALE,7,815000,-0.07495161940218038,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,WEST BEACH,13,1065000,-0.09974640743871513,metro-median-house-sales-2022-q2.xlsx
2022,2,2022-Q2,WEST TORRENS,WEST RICHMOND,3,525000,0.08135942327497425,metro-median-house-sales-2022-q2.xlsx
2022,3,2022-Q3,ADELAIDE,ADELAIDE,5,853000,-0.1678048780487805,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE,NORTH ADELAIDE,6,1100500,-0.1196,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,ALDGATE,17,1230000,0.4057142857142857,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,ASHTON,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BALHANNAH,2,517500,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BASKET RANGE,2,783000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BELAIR,7,816000,-0.05391304347826087,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BIRDWOOD,2,542500,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BRADBURY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,BRIDGEWATER,16,711000,-0.1643650467179879,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CAREY GULLY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CASTAMBUL,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CHARLESTON,,,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CHERRYVILLE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CLELAND,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CRAFERS,10,1195000,0.4311377245508982,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,CRAFERS WEST,2,1243000,0.46709943936264386,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,DORSET VALE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,GREENHILL,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,GUMERACHA,1,400000,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,HEATHFIELD,2,925000,0.0755813953488372,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,HORSNELL GULLY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,HUMBUG SCRUB,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,IRONBANK,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,KERSBROOK,2,785000,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,LENSWOOD,,,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,LOBETHAL,8,520000,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,LONGWOOD,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,MARBLE HILL,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,MONTACUTE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,MOUNT GEORGE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,MYLOR,3,807500,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,NORTON SUMMIT,1,800000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,OAKBANK,3,920000,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,PICCADILLY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,ROSTREVOR,26,897000,0.1880794701986755,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,SCOTT CREEK,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,STIRLING,13,1262500,-0.05783582089552239,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,STONYFELL,5,1500000,0.17302052785923755,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,SUMMERTOWN,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,TERINGIE,3,1380000,0.11290322580645161,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,UPPER STURT,2,885000,0.3150074294205052,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,URAIDLA,1,991000,0.24350017065189022,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,WATERFALL GULLY,1,1630000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,WOODFORDE,1,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,ADELAIDE HILLS,WOODSIDE,7,465000,,metro-median-house-sales-2023-q3.xlsx
2022,3,2022-Q3,BURNSIDE,AULDANA,2,1530000,-0.05555555555555555,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,BEAUMONT,12,1635000,-0.023880597014925373,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,BEULAH PARK,6,1435000,0.19583333333333333,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,BURNSIDE,11,1380000,0.3018867924528302,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,DULWICH,3,1775000,0.134185303514377,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,EASTWOOD,1,1025000,0.025,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,ERINDALE,1,1785000,0.31929046563192903,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,FREWVILLE,2,1199000,0.23608247422680412,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,GLEN OSMOND,5,1600000,0.3114754098360656,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,GLENSIDE,1,1501973,0.13356452830188678,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,GLENUNGA,5,1869500,0.06221590909090909,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,HAZELWOOD PARK,4,1995000,0.596,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,HORSNELL GULLY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,KENSINGTON GARDENS,2,1830000,0.7039106145251397,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,KENSINGTON PARK,5,1705000,-0.0058309037900874635,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,LEABROOK,3,2305000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,LEAWOOD GARDENS,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,LINDEN PARK,3,1386000,0.15211970074812967,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,MAGILL,22,1000000,0.14481969089868346,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,MOUNT OSMOND,1,950000,-0.4015748031496063,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,ROSE PARK,3,3500000,1.6923076923076923,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,ROSSLYN PARK,7,1580000,0.16176470588235295,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,SKYE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,ST GEORGES,6,1718888,0.11819848373074576,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,STONYFELL,5,1500000,0.17302052785923755,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,TOORAK GARDENS,7,1732500,-0.13375,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,TUSMORE,4,1331250,-0.334375,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,WATERFALL GULLY,1,1630000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,BURNSIDE,WATTLE PARK,3,1350000,-0.01818181818181818,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,ATHELSTONE,27,748000,0.1490015360983103,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,CAMPBELLTOWN,28,800600,0.22603369065849924,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,HECTORVILLE,18,835000,0.16701607267645002,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,MAGILL,22,1000000,0.14481969089868346,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,NEWTON,14,746250,0.22839506172839505,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,PARADISE,23,722500,0.10003045066991474,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,ROSTREVOR,26,897000,0.1880794701986755,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CAMPBELLTOWN,TRANMERE,14,1188000,0.4835164835164835,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ALBERT PARK,6,680500,0.1612627986348123,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ALLENBY GARDENS,6,1003000,0.1528735632183908,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ATHOL PARK,5,725000,0.35514018691588783,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,BEVERLEY,4,692500,0,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,BOWDEN,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,BROMPTON,7,767500,0.05716253443526171,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,CHELTENHAM,11,752500,0.36818181818181817,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,CROYDON,3,1100000,0.03286384976525822,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,DEVON PARK,4,900000,0.36363636363636365,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,FINDON,17,855000,0.4016393442622951,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,FLINDERS PARK,15,858000,0.15555555555555556,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,FULHAM GARDENS,10,991000,0.23875,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,GRANGE,12,1211000,0.24524421593830334,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,HENDON,6,650000,0.2548262548262548,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,HENLEY BEACH,19,1520000,0.24081632653061225,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,HENLEY BEACH SOUTH,4,1495500,-0.003332222592469177,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,HINDMARSH,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,KIDMAN PARK,5,1070000,0.39777922926192033,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,KILKENNY,3,820000,0.1962071480671043,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,OVINGHAM,1,938000,0.042222222222222223,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,PENNINGTON,13,720000,0.2631578947368421,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,RENOWN PARK,4,693000,-0.021877205363443897,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,RIDLEYTON,2,671000,0.006751687921980495,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ROSEWATER,12,551500,0.06673114119922631,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ROYAL PARK,14,665000,0.26666666666666666,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,SEATON,28,789000,0.2523809523809524,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,SEMAPHORE PARK,13,800000,0.24804992199687986,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,ST CLAIR,4,625000,-0.1987179487179487,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,TENNYSON,2,1850000,0.7289719626168224,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WELLAND,1,950000,1.0212765957446808,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WEST BEACH,9,1086250,-0.09854771784232365,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WEST CROYDON,11,968750,0.21549560853199498,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WEST HINDMARSH,3,806000,0.07466666666666667,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WEST LAKES,16,872500,-0.015237020316027089,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WEST LAKES SHORE,13,1075000,0.33044554455445546,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WOODVILLE,4,888000,-0.10753768844221105,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WOODVILLE NORTH,3,700000,0.37254901960784315,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WOODVILLE PARK,10,752500,0.3389679715302491,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WOODVILLE SOUTH,7,760000,0.013333333333333334,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,CHARLES STURT,WOODVILLE WEST,7,787500,0.16969922020051986,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,BIBARINGA,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,EVANSTON,20,370000,0.23292235921359547,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,EVANSTON GARDENS,25,420000,0.22627737226277372,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,EVANSTON PARK,28,432500,0.15333333333333332,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,EVANSTON SOUTH,4,578300,0.01456140350877193,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,GAWLER,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,GAWLER EAST,31,540000,0.27058823529411763,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,GAWLER SOUTH,20,440250,0.07706422018348624,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,GAWLER WEST,3,330000,0.2765957446808511,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,HILLIER,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,KUDLA,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,REID,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,ULEYBURY,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,GAWLER,WILLASTON,18,457500,0.2681912681912682,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,BRIGHTON,10,1095000,0.06725146198830409,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,GLENELG,2,1124000,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,GLENELG EAST,8,1315000,0.42779587404994573,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,GLENELG NORTH,15,920000,0.093935790725327,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,GLENELG SOUTH,1,3220000,0.2116650987770461,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,HOVE,10,1310000,0.3645833333333333,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,KINGSTON PARK,3,1357500,-0.20614035087719298,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,NORTH BRIGHTON,11,950000,-0.09523809523809523,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,SEACLIFF,5,1178500,-0.00496042216358839,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,SEACLIFF PARK,14,820000,0.06217616580310881,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,SOMERTON PARK,21,1332000,0.26255924170616113,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,HOLDFAST BAY,SOUTH BRIGHTON,11,830000,-0.01775147928994083,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,ASCOT PARK,20,695500,0.24196428571428572,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,BEDFORD PARK,3,780000,0.25806451612903225,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,CLOVELLY PARK,11,760000,0.16030534351145037,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,DARLINGTON,4,630000,0.41493542953396967,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,DOVER GARDENS,24,631000,0.11484098939929328,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,EDWARDSTOWN,15,725000,0.06227106227106227,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,GLANDORE,6,988500,0.07445652173913044,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,GLENGOWRIE,16,968880,0.12009248554913295,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,HALLETT COVE,41,700000,0.19148936170212766,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,LONSDALE,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,MARINO,7,1009000,0.07569296375266525,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,MARION,12,762500,0.14146706586826346,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,MITCHELL PARK,14,665000,0.05555555555555555,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,MORPHETTVILLE,6,633500,-0.095,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,O'HALLORAN HILL,12,636000,0.2979591836734694,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,OAKLANDS PARK,6,727500,0.14449775820026745,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,PARK HOLME,9,764000,0.12476996687523004,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,PLYMPTON PARK,11,735000,0.035211267605633804,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SEACLIFF PARK,14,820000,0.06217616580310881,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SEACOMBE GARDENS,8,577500,-0.10046728971962617,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SEACOMBE HEIGHTS,6,750000,0.0033444816053511705,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SEAVIEW DOWNS,12,730000,-0.07460226912594282,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SHEIDOW PARK,26,725000,0.4735772357723577,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,SOUTH PLYMPTON,19,850000,0.3709677419354839,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,STURT,14,634000,0.13926325247079965,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,TONSLEY,3,650000,0.3157894736842105,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,TROTT PARK,14,587500,0.0960820895522388,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MARION,WARRADALE,16,890000,0.2150170648464164,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,BEDFORD PARK,3,780000,0.25806451612903225,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,BELAIR,7,816000,-0.05391304347826087,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,BELLEVUE HEIGHTS,14,837500,0.23982235381199113,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,BLACKWOOD,16,847000,0.2548148148148148,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,BROWN HILL CREEK,,,,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,CLAPHAM,6,955000,-0.005208333333333333,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,CLARENCE GARDENS,4,1110000,0.6122004357298475,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,COLONEL LIGHT GARDENS,7,1075000,-0.10416666666666667,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,COROMANDEL VALLEY,10,750000,0.10946745562130178,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,CRAFERS WEST,2,1243000,0.46709943936264386,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,CRAIGBURN FARM,9,1002500,0.051941238195173135,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,CUMBERLAND PARK,1,1050000,0.10236220472440945,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,DAW PARK,6,855000,0.08091024020227561,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,EDEN HILLS,7,940000,0.34285714285714286,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,GLENALTA,12,758600,-0.01875565903505368,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,HAWTHORN,6,1785000,0.47520661157024796,metro-median-house-sales-2022-q3.xlsx
2022,3,2022-Q3,MITCHAM,HAWTHORNDENE,10,805150,0.06501322751322751,metro-median-house-sales-2022-q3.xlsx
