location_id,location_name,location_type,location_type_label,state_name,disaster_name,disaster_agrn,payment_type_name,date_of_data,eligible_claims,ineligible_claims,finalised_claims,cancelled_claims,withdrawn_claims,onhand_claims,incoming_claims,total_received_claims,applications_received,dollars_granted,dollars_paid
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,150000.00,150000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-02-27,<20,<20,<20,20,<20,<20,41,41,41,48368.35,48368.35
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,25,300000.00,300000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,56,2550422.00,2550422.00
12150,Coonamble,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,<20,100000.00,100000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-09-12,<20,<20,21,41,<20,<20,74,74,74,35906.97,35906.97
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-07-10,784,317,1101,233,346,<20,1680,1680,1680,912800.00,911400.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand disaster recovery allowance,2023-01-20,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-04-08,<20,<20,<20,<20,<20,<20,21,21,21,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,28,195000.00,195000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,75000.00,75000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Apple Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Concessional Loans,2022-05-18,,,,,,,,,<20,500000.00,500000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Primary Producer Grants,2022-05-18,,,,,,,,,<20,575000.00,575000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Small Business Grants,2022-04-27,,,,,,,,,<20,<20000.00,<20000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,"Small Business Support grants ($10,000)",2022-04-27,,,,,,,,,<20,30000.00,30000.00
12160,Cootamundra-Gundagai,LGA,Local Government Area,New South Wales,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,880,Wine Grape Smoke Taint Grants,2022-03-24,,,,,,,,,<20,<20000.00,<20000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,43,370000.00,370000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Allowance,2023-04-06,42,22,64,123,<20,<20,200,200,200,158808.76,158761.02
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Disaster Recovery Payment,2023-07-20,607,345,952,265,425,<20,1642,1642,1642,746600.00,745600.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,New Zealand Disaster recovery payment,2023-01-03,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,28,75000.00,75000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,<20,75000.00,75000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,150000.00,150000.00
12350,Cowra,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Allowance,2023-05-29,428,659,1087,1388,810,<20,3285,3285,3285,1620911.26,1620911.26
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Recovery Payment,2023-06-15,41439,21572,63011,16739,16103,<20,95853,95853,95853,47967250.00,47935306.20
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Disaster Relief Grants,2022-11-25,,,,,,,,,,29140.00,29140.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand disaster recovery allowance,2023-05-31,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,New Zealand Disaster recovery payment,2023-01-05,364,455,819,518,629,<20,1966,1966,1966,444000.00,444000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,"Small Business Grants ($50,000)",2022-12-20,,,,,,,,,874,1839475.00,1839475.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Concessional Loans,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Allowance,2023-09-13,244,346,590,669,283,<20,1542,1542,1542,987842.10,988484.25
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Recovery Payment,2025-01-16,41816,6548,48364,5358,8130,<20,61852,61852,61852,48657100.00,48623044.44
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Disaster Relief Grants,2022-11-25,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand disaster recovery allowance,2023-06-07,<20,<20,<20,<20,<20,<20,<20,<20,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,New Zealand Disaster recovery payment,2023-08-31,400,233,633,274,437,<20,1344,1344,1344,479400.00,479400.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,214,524950.00,524950.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Concessional Loans,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,Landholder Grants,2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Primary Producer Grants ($75,000)",2022-12-14,,,,,,,,,,,
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,"Small Business Grants ($50,000)",2023-01-19,,,,,,,,,21,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Concessional Loans,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Landholder Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Primary Producer Grants,2022-12-14,,,,,,,,,<20,<20000.00,<20000.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 954 - North Coast Storms and Floods (19 February 2021 onwards),954,Small Business Grants,2022-12-20,,,,,,,,,562,2699071.00,2699071.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Allowance,2021-06-30,<20,<20,<20,,,,,,<20,60461.09,60461.09
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,Disaster Recovery Payment,2022-08-30,22330,2243,24573,,,,,,24573,26902200.00,26902200.00
12380,Cumberland,LGA,Local Government Area,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,New Zealand disaster recovery allowance,2021-04-29,<20,<20,<20,,,,,,<20,<20000.00,<20000.00
