scientific_name,common_name,current_scientific_name,threatened_status,act,nsw,nt,qld,sa,tas,vic,wa,aci_ashmore_cartier_islands,cki_cocos_keeling_islands,ci_christmas_island,csi_coral_sea_islands,jbt_jervis_bay_territory,nfi_norfolk_island,hmi_heard_mcdonald_islands,aat_australian_antarctic_territory,cma_commonwealth_marine_area,listed_sprat_taxon_id,current_sprat_taxon_id,kingdom,class,sprat_profile_url,date_extracted,nsl_name_url,family,genus,species,infraspecific_rank,infraspecies,species_author,infraspecies_author
Hirundapus caudacutus,White-throated Needletail,-,Vulnerable,Yes,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,-,682,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=682,2026-02-06,-,Apodidae,Hirundapus,caudacutus,-,-,"(Latham,1801)",-
Hylacola cauta halmaturina,Shy Heathwren (Kangaroo Island),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,82332,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82332,2026-02-06,-,Acanthizidae,Hylacola,cauta,-,halmaturina,-,"(Mathews, 1912)"
Isoodon auratus auratus,Golden Bandicoot (mainland),-,Vulnerable,-,Yes,Yes,Yes,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,66665,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66665,2026-02-06,-,Peramelidae,Isoodon,auratus,-,auratus,"(Ramsay, 1887)",-
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,66667,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66667,2026-02-06,-,Peramelidae,Isoodon,obesulus,-,nauticus,-,"Thomas, 1922"
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,Yes,-,-,-,-,68050,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=68050,2026-02-06,-,Peramelidae,Isoodon,obesulus,-,obesulus,"(Shaw, 1797)",-
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,21474,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21474,2026-02-06,https://id.biodiversity.org.au/name/apni/90247,Asteraceae,Ixodia,achillaeoides,subsp.,arenicola,-,Copley
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,78119,-,Plantae,Liliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=78119,2026-02-06,https://id.biodiversity.org.au/name/apni/177188,Poaceae,Lachnagrostis,limitanea,-,-,(J.M.Black) S.W.L.Jacobs,-
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",-,Endangered,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,88019,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=88019,2026-02-06,-,Macropodidae,Lagorchestes,hirsutus,-,Central Australian subspecies,-,-
Lagorchestes leporides,Eastern Hare-wallaby,-,Extinct,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,246,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=246,2026-02-06,-,Macropodidae,Lagorchestes,leporides,-,-,"(Gould, 1841)",-
Lathamus discolor,Swift Parrot,-,Critically Endangered,Yes,Yes,-,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,Yes,744,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=744,2026-02-06,-,Psittacidae,Lathamus,discolor,-,-,"(Shaw, 1790)",-
Leionema equestre,Kangaroo Island Phebalium,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,64923,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64923,2026-02-06,https://id.biodiversity.org.au/name/apni/154765,Rutaceae,Leionema,equestre,-,-,(D.A.Cooke) Paul G.Wilson,-
Leipoa ocellata,Malleefowl,-,Vulnerable,-,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,934,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=934,2026-02-06,-,Megapodiidae,Leipoa,ocellata,-,-,"Gould,1840",-
Lepidium monoplocoides,Winged Pepper-cress,-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,9190,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=9190,2026-02-06,https://id.biodiversity.org.au/name/apni/83940,Brassicaceae,Lepidium,monoplocoides,-,-,F.Muell.,-
Lepidium pseudopapillosum,Erect Pepper-cress,-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,11548,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=11548,2026-02-06,https://id.biodiversity.org.au/name/apni/84379,Brassicaceae,Lepidium,pseudopapillosum,-,-,Thell.,-
Leporillus apicalis,"Lesser Stick-nest Rat,Tjooyalpi, White-tailed Stick-nest Rat",-,Extinct,-,Yes,Yes,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,-,136,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=136,2026-02-06,-,Muridae,Leporillus,apicalis,-,-,"(Gould, 1853)",-
Leporillus conditor,"Wopilkara, Greater Stick-nest Rat",-,Vulnerable,-,Yes,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,137,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=137,2026-02-06,-,Muridae,Leporillus,conditor,-,-,"(Sturt,1848)",-
Limosa lapponica baueri,"Nunivak Bar-tailed Godwit, Western Alaskan Bar-tailed Godwit",-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,86380,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86380,2026-02-06,-,Scolopacidae,Limosa,lapponica,-,baueri,-,"Naumann, 1836"
Limosa limosa,Black-tailed Godwit,-,Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,845,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=845,2026-02-06,-,Scolopacidae,Limosa,limosa,-,-,"(Linnaeus,1758)",-
Limosella granitica,Granite Mudwort,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,6704,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=6704,2026-02-06,https://id.biodiversity.org.au/name/apni/110920,Scrophulariaceae,Limosella,granitica,-,-,W.R.Barker,-
Liopholis kintorei,"Great Desert Skink, Tjakura, Warrarna, Mulyamiji, Tjalapa, Nampu",-,Vulnerable,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,83160,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83160,2026-02-06,-,Scincidae,Liopholis,kintorei,-,-,"(Stirling  Zietz, 1893)",-
Lissolepis coventryi,"Swamp Skink, Eastern Mourning Skink",-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,84053,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=84053,2026-02-06,-,Scincidae,Lissolepis,coventryi,-,-,"(Storr, 197)",-
Litoria raniformis,"Southern Bell Frog, Growling Grass Frog, Green and Golden Frog, Warty Swamp Frog, Golden Bell Frog",Ranoidea raniformis,Vulnerable,Yes,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,1828,94668,Animalia,Amphibia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1828,2026-02-06,-,Pelodryadidae,Litoria,raniformis,-,-,"(Keferstein, 1867)",-
Logania insularis,Kangaroo Island Logania,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13105,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13105,2026-02-06,https://id.biodiversity.org.au/name/apni/92531,Loganiaceae,Logania,insularis,-,-,J.M.Black,-
Lophochroa leadbeateri leadbeateri,"Major Mitchell's Cockatoo (eastern), Eastern Major Mitchell's Cockatoo, Pink Cockatoo (eastern)",-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,82926,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82926,2026-02-06,-,Cacatuidae,Lophochroa,leadbeateri,-,leadbeateri,"(Vigors, 1831)",-
Lordhowea pilosicrista,Tall Yellow-top,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,93216,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=93216,2026-02-06,https://id.biodiversity.org.au/name/apni/51371534,Asteraceae,Lordhowea,pilosicrista,-,-,(I.Thomps.) Schmidt-Leb.,-
Maccullochella macquariensis,Trout Cod,-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,26171,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26171,2026-02-06,-,Percichthyidae,Maccullochella,macquariensis,-,-,"(Cuvier, 1829)",-
Maccullochella peelii,Murray Cod,-,Vulnerable,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,66633,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66633,2026-02-06,-,Percichthyidae,Maccullochella,peelii,-,-,"(Mitchell, 1838)",-
Macquaria australasica,Macquarie Perch,-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,66632,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66632,2026-02-06,-,Percichthyidae,Macquaria,australasica,-,-,"Cuvier, 1830",-
Macroderma gigas,Ghost Bat,-,Vulnerable,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,174,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=174,2026-02-06,-,Megadermatidae,Macroderma,gigas,-,-,"(Dobson, 1880)",-
Macronectes giganteus,"Southern Giant-Petrel, Southern Giant Petrel",-,Endangered,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,1060,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1060,2026-02-06,-,Procellariidae,Macronectes,giganteus,-,-,"(Gmelin, 1789)",-
Macronectes halli,Northern Giant Petrel,-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,Yes,Yes,Yes,Yes,Yes,Yes,1061,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1061,2026-02-06,-,Procellariidae,Macronectes,halli,-,-,"Mathews, 1912",-
Macrotis lagotis,Greater Bilby,-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,282,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=282,2026-02-06,-,Thylacomyidae,Macrotis,lagotis,-,-,"(Reid,1837)",-
Macrotis leucura,"Yallara, Lesser Bilby, Djoonpi",-,Extinct,-,-,Yes,Yes,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,283,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=283,2026-02-06,-,Thylacomyidae,Macrotis,leucura,-,-,"(Thomas, 1887)",-
Manorina melanotis,Black-eared Miner,-,Endangered,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,449,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=449,2026-02-06,-,Meliphagidae,Manorina,melanotis,-,-,"(Wilson,1911)",-
Mastacomys fuscus mordicus,"Broad-toothed Rat (mainland), Tooarrana",-,Endangered,Yes,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,87617,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87617,2026-02-06,-,Muridae,Mastacomys,fuscus,-,mordicus,-,"Thomas,1922"
Melanodryas cucullata cucullata,"South-eastern Hooded Robin, Hooded Robin (south-eastern)",-,Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,67093,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=67093,2026-02-06,-,Petroicidae,Melanodryas,cucullata,-,cucullata,"(Latham, 1802)",-
Melithreptus brevirostris magnirostris,Kangaroo Island Brown-headed Honeyeater,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,80453,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=80453,2026-02-06,-,Meliphagidae,Melithreptus,brevirostris,-,magnirostris,-,"North, 1905"
Microlepidium alatum,-,-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,13711,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=13711,2026-02-06,https://id.biodiversity.org.au/name/apni/72571,Brassicaceae,Microlepidium,alatum,-,-,(J.M.Black) E.Shaw,-
Miniopterus orianae bassanii,Southern Bent-wing Bat,-,Critically Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,87645,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87645,2026-02-06,-,Miniopteridae,Miniopterus,orianae,-,bassanii,-,"Cardinal  Christidis, 2000"
Mirounga leonina,Southern Elephant Seal,-,Vulnerable,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,Yes,Yes,Yes,26,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26,2026-02-06,-,Phocidae,Mirounga,leonina,-,-,"(Linnaeus,1758)",-
Moggridgea rainbowi,Kangaroo Island Micro-trapdoor Spider,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,90906,-,Animalia,Arachnida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=90906,2026-02-06,-,Migidae,Moggridgea,rainbowi,-,-,"(Pulleine, 1919)",-
Mogurnda adspersa (Murray-Darling Basin population),Southern Purple Spotted Gudgeon (Murray-Darling Basin population),-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,94623,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=94623,2026-02-06,-,Eleotridae,Mogurnda,adspersa (Murray-Darling Basin population),-,-,-,-
Mogurnda clivicola,"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",-,Vulnerable,-,-,-,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,66693,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=66693,2026-02-06,-,Eleotridae,Mogurnda,clivicola,-,-,"Allen  Jenkins, 1999",-
Mogurnda thermophila,"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81364,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81364,2026-02-06,-,Eleotridae,Mogurnda,thermophila,-,-,"Allen  Jenkins, 1999",-
Myrmecobius fasciatus,Numbat,-,Endangered,-,Yes,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,294,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=294,2026-02-06,-,Myrmecobiidae,Myrmecobius,fasciatus,-,-,"Waterhouse,1836",-
Nannoperca australis Murray-Darling Basin lineage,Southern Pygmy Perch (Murray-Darling Basin lineage),-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,91711,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=91711,2026-02-06,-,Percichthyidae,Nannoperca,australis Murray-Darling Basin lineage,-,-,-,-
Nannoperca obscura,Yarra Pygmy Perch,-,Endangered,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,26177,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26177,2026-02-06,-,Percichthyidae,Nannoperca,obscura,-,-,"(Klunzinger, 1872)",-
Nannoperca variegata,"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",-,Vulnerable,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,26178,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=26178,2026-02-06,-,Percichthyidae,Nannoperca,variegata,-,-,"Kuiter  Allen, 1986",-
Neophema chrysogaster,Orange-bellied Parrot,-,Critically Endangered,-,Yes,-,-,Yes,Yes,Yes,-,-,-,-,-,Yes,-,-,-,Yes,747,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=747,2026-02-06,-,Psittacidae,Neophema,chrysogaster,-,-,"(Latham,1790)",-
Neophema chrysostoma,Blue-winged Parrot,-,Vulnerable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,726,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=726,2026-02-06,-,Psittacidae,Neophema,chrysostoma,-,-,"(Kuhl,1820)",-
Neophoca cinerea,"Australian Sea-lion, Australian Sea Lion",-,Endangered,-,-,-,-,Yes,-,Yes,Yes,-,-,-,-,-,-,-,-,Yes,22,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=22,2026-02-06,-,Otariidae,Neophoca,cinerea,-,-,"(Peron,1816)",-
Neosilurus gloveri,Dalhousie Catfish,-,Critically Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,81532,-,Animalia,Actinopterygii,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=81532,2026-02-06,-,Plotosidae,Neosilurus,gloveri,-,-,"Allen and Feinberg, 1998",-
Nesoptilotis leucotis thomasi,Kangaroo Island White-eared Honeyeater,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86394,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86394,2026-02-06,-,Meliphagidae,Nesoptilotis,leucotis,-,thomasi,-,"(Mathews, 1912)"
Notamacropus greyi,Toolache Wallaby,-,Extinct,-,-,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,89288,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=89288,2026-02-06,-,Macropodidae,Notamacropus,greyi,-,-,"(Waterhouse, 1845)",-
Notechis scutatus ater,Krefft's Tiger Snake (Flinders Ranges),-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,82287,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=82287,2026-02-06,-,Elapidae,Notechis,scutatus,-,ater,-,"(Krefft, 1866)"
Notomys amplus,"Short-tailed Hopping-mouse, Yoontoo",-,Extinct,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,122,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=122,2026-02-06,-,Muridae,Notomys,amplus,-,-,"Brazenor, 1936",-
Notomys fuscus,"Dusky Hopping-mouse, Wilkiniti",-,Vulnerable,-,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,-,-,-,125,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=125,2026-02-06,-,Muridae,Notomys,fuscus,-,-,"(Jones,1925)",-
Notomys longicaudatus,"Long-tailed Hopping-mouse, Koolawa, Talamba",-,Extinct,-,Yes,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,126,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=126,2026-02-06,-,Muridae,Notomys,longicaudatus,-,-,"(Gould, 1844)",-
Notomys robustus,"Broad-cheeked Hopping-mouse, Great Hopping-mouse",-,Extinct,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,87621,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=87621,2026-02-06,-,Muridae,Notomys,robustus,-,-,"Mahoney, Smith  Medlin, 2007",-
Numenius madagascariensis,"Eastern Curlew, Far Eastern Curlew",-,Critically Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,-,Yes,Yes,Yes,-,-,Yes,847,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=847,2026-02-06,-,Scolopacidae,Numenius,madagascariensis,-,-,"(Linnaeus,1766)",-
Nyctophilus corbeni,"Corben's Long-eared Bat, South-eastern Long-eared Bat",-,Vulnerable,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,83395,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=83395,2026-02-06,-,Vespertilionidae,Nyctophilus,corbeni,-,-,"Parnaby, 2009",-
Olearia arckaringensis,Arckaringa Daisy,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,86648,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=86648,2026-02-06,https://id.biodiversity.org.au/name/apni/216055,Asteraceae,Olearia,arckaringensis,-,-,P.J.Lang,-
Olearia microdisca,Small-flowered Daisy-bush,-,Endangered,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,21465,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=21465,2026-02-06,https://id.biodiversity.org.au/name/apni/105016,Asteraceae,Olearia,microdisca,-,-,J.Black,-
Olearia pannosa subsp. pannosa,"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",-,Vulnerable,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,12348,-,Plantae,Magnoliopsida,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=12348,2026-02-06,https://id.biodiversity.org.au/name/apni/105308,Asteraceae,Olearia,pannosa,subsp.,pannosa,Hook.,-
Onychogalea fraenata,"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",-,Endangered,-,Yes,-,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,239,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=239,2026-02-06,-,Macropodidae,Onychogalea,fraenata,-,-,"(Gould, 1841)",-
Onychogalea lunata,"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",-,Extinct,-,Yes,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,240,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=240,2026-02-06,-,Macropodidae,Onychogalea,lunata,-,-,"(Gould, 1841)",-
Ophidiocephalus taeniatus,Bronzeback Snake-lizard,-,Vulnerable,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,1630,-,Animalia,Reptilia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=1630,2026-02-06,-,Pygopodidae,Ophidiocephalus,taeniatus,-,-,"Lucas and Frost, 1897",-
Pachycephala rufogularis,Red-lored Whistler,-,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,601,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=601,2026-02-06,-,Pachycephalidae,Pachycephala,rufogularis,-,-,"Gould,1841",-
Pachyptila turtur subantarctica,Fairy Prion (southern),-,Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,-,-,-,-,-,-,Yes,Yes,Yes,64445,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=64445,2026-02-06,-,Procellariidae,Pachyptila,turtur,-,subantarctica,-,"Oliver, 1955"
Pedionomus torquatus,Plains-wanderer,-,Critically Endangered,-,Yes,Yes,Yes,Yes,-,Yes,-,-,-,-,-,-,-,-,-,-,906,-,Animalia,Aves,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=906,2026-02-06,-,Pedionomidae,Pedionomus,torquatus,-,-,"Gould,1841",-
Perameles bougainville,Shark Bay Bandicoot,-,Endangered,-,Yes,-,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,278,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=278,2026-02-06,-,Peramelidae,Perameles,bougainville,-,-,"Quoy and Gaimard,1824",-
Perameles eremiana,"Desert Bandicoot, Walilya",-,Extinct,-,-,Yes,-,Yes,-,-,Yes,-,-,-,-,-,-,-,-,-,279,-,Animalia,Mammalia,http://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=279,2026-02-06,-,Peramelidae,Perameles,eremiana,-,-,"Spencer,1897",-
