source_table,breakdown,financial_year,category_1,category_2,column_category,count
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Vietnamese,Total,,5
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Vietnamese,Total,,4
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Vietnamese,Total,,3
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Vietnamese,Total,,73
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Vietnamese,Total,,53
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Vietnamese,Total,,95
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Vietnamese,Total,,102
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Vietnamese,Total,,62
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Vietnamese,Total,,64
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Not stated,Own drug use,,670
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Not stated,Own drug use,,38
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Not stated,Own drug use,,16
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Not stated,Own drug use,,50
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Not stated,Own drug use,,31
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Not stated,Own drug use,,8
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Not stated,Own drug use,,13
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Not stated,Own drug use,,10
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Not stated,Own drug use,,7617
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Not stated,Own drug use,,2
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Not stated,Other's drug use,,1
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Not stated,Other's drug use,,1
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Not stated,Other's drug use,,1
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Not stated,Other's drug use,,4
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Not stated,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Not stated,Total,,671
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Not stated,Total,,38
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Not stated,Total,,17
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Not stated,Total,,50
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Not stated,Total,,31
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Not stated,Total,,8
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Not stated,Total,,14
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Not stated,Total,,14
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Not stated,Total,,7617
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Not stated,Total,,2
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,All other languages,Own drug use,,56
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,All other languages,Own drug use,,48
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,All other languages,Own drug use,,35
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,All other languages,Own drug use,,35
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,All other languages,Own drug use,,58
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,All other languages,Own drug use,,30
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,All other languages,Own drug use,,40
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,All other languages,Own drug use,,27
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,All other languages,Own drug use,,10
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,All other languages,Own drug use,,24
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,All other languages,Other's drug use,,2
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,All other languages,Other's drug use,,3
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,All other languages,Other's drug use,,2
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,All other languages,Other's drug use,,0
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,All other languages,Other's drug use,,1
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,All other languages,Total,,56
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,All other languages,Total,,48
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,All other languages,Total,,37
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,All other languages,Total,,35
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,All other languages,Total,,61
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,All other languages,Total,,30
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,All other languages,Total,,42
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,All other languages,Total,,27
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,All other languages,Total,,10
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,All other languages,Total,,25
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Total,Own drug use,,12539
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Total,Own drug use,,11040
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Total,Own drug use,,9687
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Total,Own drug use,,9646
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Total,Own drug use,,10270
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Total,Own drug use,,9590
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Total,Own drug use,,11718
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Total,Own drug use,,10344
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Total,Own drug use,,11502
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Total,Own drug use,,11120
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Total,Other's drug use,,167
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Total,Other's drug use,,156
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Total,Other's drug use,,82
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Total,Other's drug use,,43
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Total,Other's drug use,,102
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Total,Other's drug use,,100
ST SA.4,"Closed treatment episodes, by preferred language and client type",2018–19,Total,Other's drug use,,216
ST SA.4,"Closed treatment episodes, by preferred language and client type",2017–18,Total,Other's drug use,,197
ST SA.4,"Closed treatment episodes, by preferred language and client type",2016–17,Total,Other's drug use,,163
ST SA.4,"Closed treatment episodes, by preferred language and client type",2015–16,Total,Other's drug use,,70
ST SA.4,"Closed treatment episodes, by preferred language and client type",2024–25,Total,Total,,12706
ST SA.4,"Closed treatment episodes, by preferred language and client type",2023–24,Total,Total,,11196
ST SA.4,"Closed treatment episodes, by preferred language and client type",2022–23,Total,Total,,9769
ST SA.4,"Closed treatment episodes, by preferred language and client type",2021–22,Total,Total,,9689
ST SA.4,"Closed treatment episodes, by preferred language and client type",2020–21,Total,Total,,10372
ST SA.4,"Closed treatment episodes, by preferred language and client type",2019–20,Total,Total,,9690
