table,table_title,reference_quarter,measure,breakdown_1,breakdown_2,unit,series_id,value
01,"National quarterly disputes, employees involved and working days lost",1990-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1193
01,"National quarterly disputes, employees involved and working days lost",1990-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,725.9
01,"National quarterly disputes, employees involved and working days lost",1990-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,729.9
01,"National quarterly disputes, employees involved and working days lost",1990-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1376.5
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,282
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,285
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,82.3
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,85
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,97.5
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1181
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1187
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,727.6
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,729.2
01,"National quarterly disputes, employees involved and working days lost",1991-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1312
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,295
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,304
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,333.6
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,334.6
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,563
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1186
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1201
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,853.5
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,856.1
01,"National quarterly disputes, employees involved and working days lost",1991-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1574
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,277
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,302
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,205.8
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,343.8
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,340.2
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1142
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1164
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,757.8
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,938.8
01,"National quarterly disputes, employees involved and working days lost",1991-Q3,Working days Lost,12 months ended,Dispute total,000,A2540831R,1573
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Number of Disputes,Quarter,Dispute new,Number,A2540832T,178
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Number of Disputes,Quarter,Dispute total,Number,A2540826W,187
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Employees Involved,Quarter,Dispute new,000,A2540833V,557.2
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Employees Involved,Quarter,Dispute total,000,A2540827X,589.1
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Working days Lost,Quarter,Dispute total,000,A2540828A,609.8
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,1032
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,1036
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Employees Involved,12 months ended,Dispute new,000,A2540836A,1178.9
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Employees Involved,12 months ended,Dispute total,000,A2540830L,1181.6
01,"National quarterly disputes, employees involved and working days lost",1991-Q4,Working days Lost,12 months ended,Dispute total,000,A2540831R,1610.6
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Number of Disputes,Quarter,Dispute new,Number,A2540832T,205
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Number of Disputes,Quarter,Dispute total,Number,A2540826W,207
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Employees Involved,Quarter,Dispute new,000,A2540833V,52.3
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Employees Involved,Quarter,Dispute total,000,A2540827X,52.5
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Working days Lost,Quarter,Dispute total,000,A2540828A,66.1
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,955
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,965
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Employees Involved,12 months ended,Dispute new,000,A2540836A,1148.8
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Employees Involved,12 months ended,Dispute total,000,A2540830L,1149.8
01,"National quarterly disputes, employees involved and working days lost",1992-Q1,Working days Lost,12 months ended,Dispute total,000,A2540831R,1579.1
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Number of Disputes,Quarter,Dispute new,Number,A2540832T,197
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Number of Disputes,Quarter,Dispute total,Number,A2540826W,213
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Employees Involved,Quarter,Dispute new,000,A2540833V,82.4
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Employees Involved,Quarter,Dispute total,000,A2540827X,85.2
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Working days Lost,Quarter,Dispute total,000,A2540828A,154.2
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,857
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,884
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Employees Involved,12 months ended,Dispute new,000,A2540836A,897.6
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Employees Involved,12 months ended,Dispute total,000,A2540830L,1036.2
01,"National quarterly disputes, employees involved and working days lost",1992-Q2,Working days Lost,12 months ended,Dispute total,000,A2540831R,1170.3
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Number of Disputes,Quarter,Dispute new,Number,A2540832T,171
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Number of Disputes,Quarter,Dispute total,Number,A2540826W,181
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Employees Involved,Quarter,Dispute new,000,A2540833V,42.2
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Employees Involved,Quarter,Dispute total,000,A2540827X,43.1
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Working days Lost,Quarter,Dispute total,000,A2540828A,51.6
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Number of Disputes,12 months ended,Dispute new,Number,A2540835X,751
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Number of Disputes,12 months ended,Dispute total,Number,A2540829C,761
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Employees Involved,12 months ended,Dispute new,000,A2540836A,734.3
01,"National quarterly disputes, employees involved and working days lost",1992-Q3,Employees Involved,12 months ended,Dispute total,000,A2540830L,766.2
