table,table_title,reference_month,geography_level,geography,dwelling_type,series_type,unit,series_id,value
39,Value of total building approved - states and territories,1974-10,state,Queensland,,Seasonally Adjusted,$'000,A422373T,48663
39,Value of total building approved - states and territories,1974-10,state,South Australia,,Seasonally Adjusted,$'000,A422473A,18073
39,Value of total building approved - states and territories,1974-10,state,Western Australia,,Seasonally Adjusted,$'000,A422573K,25493
39,Value of total building approved - states and territories,1974-10,state,New South Wales,,Trend,$'000,A422175C,94302
39,Value of total building approved - states and territories,1974-10,state,Victoria,,Trend,$'000,A422275L,89571
39,Value of total building approved - states and territories,1974-10,state,Queensland,,Trend,$'000,A422375W,47669
39,Value of total building approved - states and territories,1974-10,state,South Australia,,Trend,$'000,A422475F,25692
39,Value of total building approved - states and territories,1974-10,state,Western Australia,,Trend,$'000,A422575R,31141
39,Value of total building approved - states and territories,1974-11,state,New South Wales,,Original,$'000,A422168F,99351
39,Value of total building approved - states and territories,1974-11,state,Victoria,,Original,$'000,A422268R,98742
39,Value of total building approved - states and territories,1974-11,state,Queensland,,Original,$'000,A422368X,47644
39,Value of total building approved - states and territories,1974-11,state,South Australia,,Original,$'000,A422468J,20349
39,Value of total building approved - states and territories,1974-11,state,Western Australia,,Original,$'000,A422568T,32914
39,Value of total building approved - states and territories,1974-11,state,Tasmania,,Original,$'000,A422668A,6799
39,Value of total building approved - states and territories,1974-11,state,Northern Territory,,Original,$'000,A422768K,4333
39,Value of total building approved - states and territories,1974-11,state,Australian Capital Territory,,Original,$'000,A422865L,14967
39,Value of total building approved - states and territories,1974-11,state,New South Wales,,Seasonally Adjusted,$'000,A422173X,98316
