table,title,category,jurisdiction,financial_year,value
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NSW,2019-20,2.5259456766749113
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NSW,2020-21,2.819371375468917
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NSW,2021-22,2.7867598440943357
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NSW,2022-23,2.9531999705775513
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NSW,2023-24p,2.955720517665864
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2018-19,2.2809750246509615
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2019-20,2.455871859602043
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2020-21,2.682444318804779
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2021-22,2.748933123729692
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2022-23,2.853006989376631
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,VIC,2023-24p,2.6205097955112615
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2018-19,2.5026842985698674
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2019-20,2.6482452924656372
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2020-21,2.9097456487277484
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2021-22,2.80318879404473
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2022-23,2.865365974907179
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,QLD,2023-24p,3.072352956692819
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2018-19,2.364276925119461
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2019-20,2.5027535591878474
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2020-21,2.4532194064526194
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2021-22,2.207176855171958
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2022-23,1.9926257770252793
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,SA,2023-24p,1.7830047963879507
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2018-19,2.344322612685438
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2019-20,2.452736239630357
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2020-21,2.818855624969129
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2021-22,2.765605340005951
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2022-23,2.7322544063581957
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,WA,2023-24p,2.771923700594214
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2018-19,2.535695703199963
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2019-20,2.4493640789444595
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2020-21,2.5959052133116503
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2021-22,2.7249784441535505
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2022-23,2.699547494588657
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,TAS,2023-24p,3.284776848043257
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2018-19,2.153625252410721
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2019-20,1.9490539943745495
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2020-21,2.042609790070506
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2021-22,1.7757420525319119
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2022-23,1.3164705351838955
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,NT,2023-24p,0.6931939189990663
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2018-19,2.3881045315985587
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2019-20,2.2867517451865513
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2020-21,2.360595620381997
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2021-22,2.261161518296919
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2022-23,2.1817011744159673
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,ACT,2023-24p,2.2254338591254488
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2018-19,0.9899101266863982
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2019-20,1.0912359531789286
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2020-21,1.1387795413935315
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2021-22,0.9602965976124785
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2022-23,0.8924694109220876
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,Aus Gov,2023-24p,0.8274269129867275
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2018-19,2.287232195681051
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2019-20,2.4591687394636117
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2020-21,2.696528493215953
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2021-22,2.6421803343675814
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2022-23,2.703612242076588
Table 1.4,"Table 1.4. Frequency rates of long term (12 weeks or more compensation) claims by jurisdiction, 6-year to 2023-24p (Indicator 4)",,AUST Total,2023-24p,2.677135101861011
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2018-19,2420
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2019-20,2482
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2020-21,2815
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2021-22,4382
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2022-23,4023
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NSW,2023-24p,4486
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2018-19,1300
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2019-20,1265
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2020-21,1106
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2021-22,1119
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2022-23,1226
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,VIC,2023-24p,977
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2018-19,1741
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2019-20,1771
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2020-21,1885
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2021-22,1917
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2022-23,2151
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,QLD,2023-24p,2792
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2018-19,2405
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2019-20,2373
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2020-21,2641
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2021-22,2186
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2022-23,2089
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,SA,2023-24p,1903
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2018-19,833
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2019-20,799
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2020-21,961
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2021-22,932
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2022-23,989
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,WA,2023-24p,1025
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2018-19,732
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2019-20,734
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2020-21,734
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2021-22,811
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2022-23,800
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,TAS,2023-24p,852
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2018-19,267
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2019-20,271
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2020-21,230
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2021-22,233
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2022-23,245
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,NT,2023-24p,190
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2018-19,284
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2019-20,316
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2020-21,424
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2021-22,356
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2022-23,345
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,ACT,2023-24p,350
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2018-19,1398
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2019-20,1482
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2020-21,1664
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2021-22,1712
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2022-23,1686
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,Aus Gov,2023-24p,1819
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,AUST Total,2018-19,11380
Table 1.5,"Table 1.5. Self-insured serious claims by jurisdiction (count), 6-year to 2023-24p (Indicator 5a)",,AUST Total,2019-20,11493
