Postcode,Age,Sex,Total
5413,89,Female,2
5413,89,Male,1
5413,90,Female,1
5413,96,Female,1
5414,16,Female,1
5414,17,Female,1
5414,18,Male,2
5414,19,Female,1
5414,19,Male,2
5414,20,Female,2
5414,20,Male,1
5414,21,Female,1
5414,21,Male,1
5414,22,Female,1
5414,24,Female,1
5414,25,Female,1
5414,25,Male,1
5414,26,Female,1
5414,26,Male,1
5414,27,Male,3
5414,29,Female,2
5414,29,Male,1
5414,30,Female,1
5414,32,Male,1
5414,34,Male,4
5414,35,Male,1
5414,36,Female,1
5414,36,Male,1
5414,37,Female,1
5414,37,Male,1
5414,40,Female,1
5414,41,Female,1
5414,42,Female,2
5414,43,Female,1
5414,43,Male,2
5414,44,Female,1
5414,46,Male,1
5414,47,Female,1
5414,48,Male,1
5414,49,Female,1
5414,49,Male,1
5414,50,Female,1
5414,50,Male,1
5414,51,Male,1
5414,52,Female,4
5414,52,Male,1
5414,53,Male,3
5414,54,Male,3
5414,55,Female,2
5414,55,Male,1
5414,56,Female,1
5414,56,Male,3
5414,57,Male,2
5414,58,Female,1
5414,58,Male,4
5414,59,Female,2
5414,60,Female,1
5414,60,Male,1
5414,61,Female,1
5414,61,Male,2
5414,62,Male,4
5414,63,Female,1
5414,63,Male,3
5414,64,Male,1
5414,65,Male,1
5414,66,Female,1
5414,66,Male,1
5414,67,Female,1
5414,68,Female,2
5414,68,Male,1
5414,69,Female,1
5414,69,Male,1
5414,70,Male,3
5414,71,Female,1
5414,71,Male,3
5414,72,Female,4
5414,73,Female,2
5414,73,Male,2
5414,74,Female,1
5414,74,Male,1
5414,78,Male,2
5414,80,Male,1
5414,85,Female,1
5414,91,Male,1
5415,16,Male,1
5415,17,Female,1
5415,17,Male,2
5415,18,Female,2
5415,18,Male,1
5415,19,Female,2
5415,19,Male,1
5415,20,Male,1
5415,21,Female,1
5415,23,Female,2
5415,24,Female,1
5415,25,Female,1
5415,25,Male,1
5415,26,Male,1
5415,27,Male,1
5415,28,Female,1
5415,28,Male,2
5415,29,Female,1
5415,30,Male,1
5415,32,Female,1
5415,32,Male,1
5415,33,Female,1
5415,33,Male,3
5415,34,Female,2
5415,34,Male,1
5415,35,Female,3
5415,35,Male,1
5415,36,Male,1
5415,37,Female,2
5415,37,Male,1
5415,39,Female,1
5415,39,Male,1
5415,41,Male,2
5415,42,Female,1
5415,42,Male,1
5415,43,Female,1
5415,45,Female,1
5415,45,Male,2
5415,46,Female,1
5415,46,Male,2
5415,47,Female,2
5415,48,Female,1
5415,48,Male,2
5415,49,Female,2
5415,49,Male,4
5415,50,Female,2
5415,51,Female,2
5415,51,Male,1
5415,52,Female,5
5415,54,Male,1
5415,55,Male,1
5415,56,Female,2
5415,57,Female,4
5415,57,Male,3
5415,58,Female,3
5415,58,Male,3
5415,59,Female,2
5415,59,Male,2
5415,60,Female,4
5415,60,Male,2
5415,61,Female,1
5415,61,Male,1
5415,62,Male,1
5415,63,Female,2
5415,63,Male,3
5415,64,Female,4
5415,64,Male,1
5415,65,Female,1
5415,65,Male,3
5415,66,Female,2
5415,67,Female,2
5415,67,Male,5
5415,68,Female,2
5415,68,Male,4
5415,69,Female,1
5415,70,Female,1
5415,70,Male,3
5415,71,Female,2
5415,71,Male,2
5415,72,Female,2
5415,72,Male,2
5415,73,Female,2
5415,74,Male,1
5415,75,Female,2
5415,75,Male,1
5415,76,Female,1
5415,76,Male,2
5415,77,Male,3
5415,78,Female,1
5415,78,Male,1
5415,79,Male,2
5415,81,Male,2
5415,82,Female,1
5415,83,Female,2
5415,86,Male,1
5416,16,Female,2
5416,16,Male,1
5416,17,Male,2
5416,18,Male,1
5416,19,Female,1
5416,20,Male,1
5416,21,Female,1
5416,21,Male,1
5416,22,Female,2
5416,22,Male,1
5416,23,Female,1
5416,24,Male,1
5416,26,Male,4
5416,27,Female,1
5416,27,Male,1
5416,28,Female,1
5416,28,Male,1
5416,29,Female,1
5416,30,Female,1
5416,31,Female,2
5416,31,Male,2
5416,32,Male,1
5416,33,Male,1
5416,35,Female,1
5416,36,Male,1
5416,37,Male,1
5416,38,Male,2
5416,39,Female,2
5416,39,Male,1
5416,40,Female,2
5416,41,Female,2
5416,41,Male,1
5416,42,Male,1
5416,44,Female,3
5416,45,Female,2
5416,45,Male,1
5416,47,Male,1
5416,48,Female,3
5416,49,Female,1
5416,49,Male,3
5416,50,Female,1
5416,50,Male,1
5416,51,Female,3
5416,51,Male,2
5416,52,Female,3
5416,52,Male,2
5416,53,Female,1
5416,54,Female,2
5416,54,Male,2
5416,55,Female,1
5416,56,Female,3
5416,56,Male,1
5416,57,Female,1
5416,57,Male,1
5416,58,Male,4
5416,59,Female,3
5416,59,Male,4
5416,60,Female,2
5416,61,Female,1
5416,61,Male,3
5416,62,Female,1
5416,63,Female,2
5416,63,Male,4
5416,64,Female,1
5416,64,Male,1
5416,65,Female,1
5416,65,Male,4
5416,66,Female,2
5416,66,Male,3
5416,67,Male,2
5416,68,Male,1
5416,69,Female,1
5416,69,Male,1
5416,70,Female,1
5416,70,Male,1
5416,71,Female,2
5416,72,Female,2
5416,73,Female,1
5416,73,Male,2
5416,75,Female,1
5416,75,Male,1
5416,78,Male,1
5416,83,Male,2
5416,84,Female,2
5417,16,Female,6
5417,16,Male,6
5417,17,Female,11
5417,17,Male,9
5417,18,Female,7
5417,18,Male,6
5417,19,Female,6
5417,19,Male,6
5417,20,Female,5
5417,20,Male,4
5417,21,Female,7
5417,21,Male,5
5417,22,Female,6
5417,22,Male,4
5417,23,Female,3
5417,23,Male,8
5417,24,Female,2
5417,24,Male,5
5417,25,Female,5
5417,25,Male,3
5417,26,Female,4
5417,26,Male,4
5417,27,Female,7
5417,27,Male,3
5417,28,Female,7
5417,28,Male,4
5417,29,Female,4
5417,29,Male,7
5417,30,Female,10
5417,30,Male,2
5417,31,Female,6
5417,31,Male,12
5417,32,Female,7
5417,32,Male,8
5417,33,Female,9
5417,33,Male,8
5417,34,Female,6
5417,34,Male,6
5417,35,Female,11
5417,35,Male,6
5417,36,Female,3
5417,36,Male,6
5417,37,Female,5
5417,37,Male,8
5417,38,Female,5
5417,38,Male,7
5417,39,Female,6
5417,39,Male,9
5417,40,Female,9
5417,40,Male,7
5417,41,Female,8
5417,41,Male,6
5417,42,Female,5
5417,42,Male,10
5417,43,Female,11
5417,43,Male,11
5417,44,Female,14
5417,44,Male,10
5417,45,Female,1
5417,45,Male,12
5417,46,Female,10
5417,46,Male,11
5417,47,Female,7
5417,47,Male,14
5417,48,Female,9
5417,48,Male,6
5417,49,Female,6
5417,49,Male,10
5417,50,Female,6
5417,50,Male,8
5417,51,Female,10
5417,51,Male,7
5417,52,Female,10
5417,52,Male,9
5417,53,Female,9
5417,53,Male,5
5417,54,Female,9
5417,54,Male,18
5417,55,Female,8
5417,55,Male,16
5417,56,Female,17
5417,56,Male,7
5417,57,Female,14
5417,57,Male,15
5417,58,Female,15
5417,58,Male,14
5417,59,Female,18
5417,59,Male,19
5417,60,Female,15
5417,60,Male,16
5417,61,Female,12
5417,61,Male,11
5417,62,Female,15
5417,62,Male,18
5417,63,Female,9
5417,63,Male,13
5417,64,Female,14
5417,64,Male,10
5417,65,Female,11
5417,65,Male,15
5417,66,Female,13
5417,66,Male,14
5417,67,Female,14
5417,67,Male,13
5417,68,Female,15
5417,68,Male,8
5417,69,Female,12
5417,69,Male,14
5417,70,Female,13
5417,70,Male,12
5417,71,Female,10
5417,71,Male,14
5417,72,Female,9
5417,72,Male,12
5417,73,Female,7
5417,73,Male,10
5417,74,Female,9
5417,74,Male,11
5417,75,Female,10
5417,75,Male,11
5417,76,Female,13
5417,76,Male,5
5417,77,Female,10
5417,77,Male,9
5417,78,Female,4
5417,78,Male,10
5417,79,Male,6
5417,80,Female,3
5417,80,Male,11
5417,81,Female,2
5417,81,Male,2
5417,82,Female,7
5417,82,Male,4
5417,83,Female,3
5417,83,Male,6
5417,84,Female,4
5417,84,Male,3
5417,85,Female,2
5417,85,Male,3
5417,86,Female,2
5417,87,Female,3
5417,87,Male,2
5417,88,Male,2
5417,89,Female,1
5417,89,Male,1
5417,90,Female,2
5417,92,Female,1
5417,94,Male,1
5417,95,Male,1
5417,96,Male,2
5418,16,Female,1
5418,19,Male,1
5418,29,Male,1
5418,31,Female,2
5418,36,Female,1
5418,42,Female,1
5418,44,Female,1
5418,47,Male,1
5418,48,Female,2
5418,48,Male,1
5418,49,Male,2
5418,53,Female,1
5418,54,Male,1
5418,59,Male,1
5418,60,Female,1
5418,60,Male,1
5418,61,Male,1
5418,63,Female,2
5418,63,Male,1
5418,65,Female,1
5418,65,Male,1
5418,67,Female,1
5418,68,Female,1
5418,69,Male,1
5418,70,Male,1
5418,71,Male,1
5418,72,Female,1
5418,75,Female,1
5418,76,Male,1
5418,78,Female,2
5418,78,Male,1
5418,82,Male,1
5419,16,Female,1
5419,17,Female,3
5419,19,Female,1
5419,19,Male,1
5419,20,Female,2
5419,20,Male,1
5419,21,Female,1
5419,22,Male,1
5419,23,Female,1
5419,24,Female,2
5419,25,Male,2
5419,26,Male,2
5419,27,Female,1
5419,28,Female,2
5419,28,Male,1
5419,29,Male,3
5419,31,Female,1
5419,32,Female,1
5419,32,Male,1
5419,33,Male,2
5419,34,Female,1
5419,34,Male,1
5419,35,Female,1
5419,37,Female,1
5419,37,Male,2
5419,38,Male,1
5419,39,Female,1
5419,39,Male,1
5419,40,Female,2
5419,41,Female,3
5419,42,Female,1
5419,42,Male,4
5419,43,Female,1
5419,43,Male,1
5419,44,Male,2
5419,45,Female,1
5419,46,Male,1
5419,47,Female,1
5419,48,Female,3
5419,48,Male,1
5419,49,Female,1
5419,49,Male,1
5419,50,Female,1
5419,50,Male,1
5419,51,Female,3
5419,51,Male,1
5419,52,Male,3
5419,53,Female,2
5419,53,Male,2
5419,54,Female,1
5419,54,Male,1
5419,55,Male,1
5419,56,Male,2
5419,57,Female,2
5419,58,Male,4
5419,59,Female,4
5419,60,Female,1
5419,60,Male,2
5419,61,Female,2
5419,62,Female,4
5419,62,Male,2
5419,63,Male,1
5419,64,Female,2
5419,64,Male,1
5419,65,Male,2
5419,66,Female,2
5419,66,Male,1
5419,67,Female,3
5419,67,Male,1
5419,68,Female,3
5419,68,Male,2
5419,69,Male,2
5419,70,Female,2
5419,71,Male,1
5419,72,Male,2
5419,73,Female,1
5419,73,Male,1
5419,78,Female,1
5419,78,Male,2
5419,79,Female,1
5419,79,Male,2
5419,80,Male,1
5419,82,Male,1
5419,85,Female,1
5419,86,Female,1
5419,86,Male,3
5420,16,Female,1
5420,17,Female,1
5420,18,Male,1
5420,20,Male,3
5420,23,Male,1
5420,24,Female,1
5420,26,Female,1
5420,26,Male,1
5420,28,Male,1
5420,29,Female,1
5420,33,Male,1
5420,37,Male,1
5420,38,Male,1
5420,42,Female,1
5420,42,Male,1
5420,47,Female,1
5420,48,Female,1
5420,48,Male,1
5420,49,Female,1
5420,50,Male,1
5420,51,Male,1
5420,52,Male,1
5420,54,Male,1
5420,56,Female,2
5420,56,Male,1
5420,60,Male,2
5420,61,Male,1
5420,65,Female,1
5420,66,Male,1
5420,67,Male,1
5420,68,Female,1
5420,68,Male,1
5420,72,Female,1
5420,75,Female,1
5420,76,Female,1
5420,77,Male,1
5421,20,Male,1
5421,21,Male,1
5421,22,Male,1
5421,24,Female,1
5421,25,Female,1
5421,25,Male,1
5421,26,Female,1
5421,26,Male,2
5421,29,Female,2
5421,30,Female,1
5421,31,Female,2
5421,32,Male,1
5421,33,Female,1
5421,33,Male,2
5421,39,Male,1
5421,40,Male,1
5421,41,Female,1
5421,41,Male,1
5421,42,Male,3
5421,43,Female,1
5421,43,Male,1
5421,45,Male,1
5421,46,Male,2
5421,47,Female,2
5421,48,Female,1
5421,48,Male,3
5421,50,Female,1
5421,50,Male,1
5421,51,Female,1
5421,51,Male,2
5421,52,Female,2
5421,52,Male,1
5421,53,Female,2
5421,53,Male,3
5421,54,Female,1
5421,54,Male,1
5421,55,Female,1
5421,56,Female,4
5421,57,Female,2
5421,57,Male,1
5421,58,Male,4
5421,59,Female,1
5421,59,Male,3
5421,60,Male,2
5421,61,Female,3
5421,61,Male,2
5421,62,Female,2
5421,62,Male,3
5421,63,Female,2
5421,63,Male,2
5421,64,Female,2
5421,64,Male,2
5421,65,Female,3
5421,66,Male,1
5421,67,Male,3
5421,68,Female,1
5421,69,Female,1
5421,69,Male,1
5421,70,Female,1
5421,70,Male,1
5421,71,Female,2
5421,71,Male,1
5421,72,Male,3
5421,73,Female,1
5421,74,Female,1
5421,76,Male,1
5421,78,Male,1
5421,79,Male,1
5421,83,Male,1
5421,84,Female,1
5422,16,Female,3
5422,16,Male,6
5422,17,Female,3
5422,17,Male,8
5422,18,Female,9
5422,18,Male,2
5422,19,Female,8
5422,19,Male,7
5422,20,Female,3
5422,20,Male,11
5422,21,Female,6
5422,21,Male,9
5422,22,Female,3
5422,22,Male,6
5422,23,Female,5
5422,23,Male,10
5422,24,Female,4
5422,24,Male,8
5422,25,Female,7
5422,25,Male,4
5422,26,Female,4
5422,26,Male,6
5422,27,Female,5
5422,27,Male,4
5422,28,Female,1
5422,28,Male,5
5422,29,Female,9
5422,29,Male,11
5422,30,Female,4
5422,30,Male,4
5422,31,Female,3
5422,31,Male,5
5422,32,Female,6
5422,32,Male,9
5422,33,Female,7
5422,33,Male,5
5422,34,Female,6
5422,34,Male,10
5422,35,Female,10
5422,35,Male,9
5422,36,Female,5
5422,36,Male,6
5422,37,Female,8
5422,37,Male,6
5422,38,Female,9
5422,38,Male,8
5422,39,Female,9
5422,39,Male,5
5422,40,Female,8
5422,40,Male,4
5422,41,Female,7
5422,41,Male,3
5422,42,Female,6
5422,42,Male,2
5422,43,Female,3
5422,43,Male,5
5422,44,Female,3
5422,44,Male,8
5422,45,Female,7
5422,45,Male,7
5422,46,Female,6
5422,46,Male,8
5422,47,Female,8
5422,47,Male,5
5422,48,Female,9
5422,48,Male,6
5422,49,Female,14
5422,49,Male,7
5422,50,Female,10
5422,50,Male,9
5422,51,Female,10
5422,51,Male,10
5422,52,Female,7
5422,52,Male,10
5422,53,Female,2
5422,53,Male,14
5422,54,Female,10
5422,54,Male,10
5422,55,Female,13
5422,55,Male,11
5422,56,Female,11
5422,56,Male,14
5422,57,Female,8
5422,57,Male,14
5422,58,Female,15
5422,58,Male,13
5422,59,Female,15
5422,59,Male,15
5422,60,Female,17
5422,60,Male,16
5422,61,Female,21
5422,61,Male,16
5422,62,Female,17
5422,62,Male,17
5422,63,Female,15
5422,63,Male,15
5422,64,Female,17
5422,64,Male,14
5422,65,Female,11
5422,65,Male,14
5422,66,Female,14
5422,66,Male,14
5422,67,Female,14
5422,67,Male,18
5422,68,Female,8
5422,68,Male,22
5422,69,Female,8
5422,69,Male,12
5422,70,Female,10
5422,70,Male,9
5422,71,Female,11
5422,71,Male,20
5422,72,Female,7
5422,72,Male,12
5422,73,Female,11
5422,73,Male,8
5422,74,Female,8
5422,74,Male,11
5422,75,Female,11
5422,75,Male,15
5422,76,Female,7
5422,76,Male,8
5422,77,Female,7
5422,77,Male,7
5422,78,Female,4
5422,78,Male,10
5422,79,Female,5
5422,79,Male,5
5422,80,Female,8
5422,80,Male,5
5422,81,Female,5
5422,81,Male,2
5422,82,Female,5
5422,82,Male,6
5422,83,Female,1
5422,83,Male,3
5422,84,Female,2
5422,84,Male,7
5422,85,Male,3
5422,86,Female,1
5422,86,Male,1
5422,87,Female,1
5422,87,Male,3
5422,88,Female,1
5422,89,Female,1
5422,89,Male,1
5422,90,Female,1
5422,90,Male,1
5422,94,Female,1
5431,16,Female,9
5431,16,Male,8
5431,17,Female,5
5431,17,Male,2
5431,18,Female,4
5431,18,Male,5
5431,19,Female,2
5431,19,Male,6
5431,20,Female,2
5431,21,Female,2
5431,21,Male,4
5431,22,Female,4
5431,22,Male,8
5431,23,Female,4
5431,23,Male,4
5431,24,Female,6
5431,24,Male,3
5431,25,Female,1
5431,25,Male,5
5431,26,Female,6
5431,27,Female,7
5431,27,Male,4
5431,28,Female,3
5431,28,Male,4
5431,29,Female,1
5431,29,Male,2
5431,30,Female,5
5431,30,Male,3
5431,31,Female,6
5431,31,Male,8
5431,32,Female,5
5431,32,Male,4
5431,33,Female,5
5431,33,Male,3
5431,34,Female,4
5431,34,Male,1
5431,35,Female,1
5431,35,Male,4
5431,36,Female,7
5431,36,Male,2
5431,37,Female,7
5431,37,Male,7
5431,38,Female,5
5431,38,Male,5
5431,39,Female,5
5431,39,Male,5
5431,40,Female,1
5431,40,Male,5
5431,41,Female,2
5431,41,Male,3
5431,42,Female,3
5431,42,Male,2
5431,43,Female,6
5431,43,Male,4
5431,44,Female,5
5431,44,Male,2
5431,45,Female,3
5431,45,Male,5
5431,46,Female,3
5431,46,Male,5
5431,47,Female,5
5431,47,Male,3
5431,48,Female,4
5431,48,Male,3
5431,49,Female,3
5431,49,Male,3
5431,50,Female,6
5431,50,Male,3
5431,51,Female,6
5431,51,Male,3
5431,52,Female,3
5431,52,Male,7
5431,53,Female,7
5431,53,Male,7
5431,54,Female,6
5431,54,Male,3
5431,55,Female,6
5431,55,Male,6
5431,56,Female,7
5431,56,Male,7
5431,57,Female,3
5431,57,Male,7
5431,58,Female,6
5431,58,Male,8
5431,59,Female,11
5431,59,Male,11
5431,60,Female,6
5431,60,Male,9
5431,61,Female,11
5431,61,Male,5
5431,62,Female,3
5431,62,Male,8
5431,63,Female,5
5431,63,Male,13
5431,64,Female,7
5431,64,Male,11
5431,65,Female,12
5431,65,Male,12
5431,66,Female,4
5431,66,Male,6
5431,67,Female,8
5431,67,Male,7
5431,68,Female,6
5431,68,Male,6
5431,69,Female,5
5431,69,Male,7
5431,70,Female,4
5431,70,Male,4
5431,71,Female,4
5431,71,Male,3
5431,72,Female,3
5431,72,Male,4
5431,73,Female,5
5431,73,Male,8
5431,74,Female,6
5431,74,Male,3
5431,75,Female,5
5431,75,Male,4
5431,76,Female,3
5431,76,Male,3
5431,77,Female,1
5431,77,Male,7
5431,78,Female,2
5431,78,Male,1
5431,79,Female,2
5431,79,Male,4
5431,80,Female,1
5431,81,Female,4
5431,81,Male,1
5431,82,Female,2
5431,82,Male,1
5431,83,Female,2
5431,83,Male,2
5431,84,Female,2
5431,84,Male,2
5431,85,Male,3
5431,86,Female,2
5431,87,Female,4
5431,87,Male,2
5431,88,Male,1
5431,89,Female,1
5431,89,Male,1
5431,91,Female,2
5431,94,Female,1
5432,17,Male,2
5432,20,Female,1
5432,22,Male,1
5432,23,Female,1
5432,26,Male,1
5432,27,Male,1
5432,29,Female,1
5432,29,Male,1
5432,30,Female,1
5432,31,Male,1
5432,32,Female,1
5432,32,Male,1
5432,33,Female,2
5432,35,Female,2
5432,35,Male,1
5432,36,Female,1
5432,36,Male,1
5432,37,Female,1
5432,37,Male,1
5432,38,Female,1
5432,38,Male,1
5432,39,Female,1
5432,39,Male,4
5432,43,Male,1
5432,45,Male,1
5432,46,Female,1
5432,47,Female,1
5432,49,Female,1
5432,49,Male,2
5432,50,Male,1
5432,51,Male,2
5432,52,Female,1
5432,54,Female,3
5432,54,Male,2
5432,55,Female,1
5432,55,Male,1
5432,56,Male,1
5432,57,Female,1
5432,58,Female,1
5432,58,Male,2
5432,59,Female,2
5432,60,Female,1
5432,60,Male,1
5432,61,Female,1
5432,62,Female,1
5432,62,Male,1
5432,63,Female,2
5432,63,Male,1
5432,64,Female,2
5432,64,Male,2
5432,65,Female,1
5432,65,Male,1
5432,66,Female,2
5432,66,Male,3
5432,67,Female,2
5432,67,Male,2
5432,68,Female,4
5432,68,Male,1
5432,69,Female,1
5432,69,Male,1
5432,70,Male,2
5432,71,Male,1
5432,72,Female,1
5432,72,Male,1
5432,74,Female,1
5432,75,Female,1
5432,75,Male,2
5432,76,Male,2
5432,77,Male,1
5432,81,Female,1
5433,16,Female,4
5433,16,Male,7
5433,17,Female,5
5433,17,Male,5
5433,18,Female,5
5433,18,Male,6
5433,19,Female,13
5433,19,Male,7
5433,20,Female,3
5433,20,Male,4
5433,21,Female,4
5433,21,Male,6
5433,22,Female,9
5433,22,Male,3
5433,23,Female,5
5433,23,Male,4
5433,24,Female,7
5433,24,Male,7
5433,25,Female,6
5433,25,Male,8
5433,26,Female,5
5433,26,Male,6
5433,27,Female,9
5433,27,Male,2
5433,28,Female,5
5433,28,Male,7
5433,29,Female,7
5433,29,Male,6
5433,30,Female,3
5433,30,Male,7
5433,31,Female,9
5433,31,Male,7
5433,32,Female,3
5433,32,Male,4
5433,33,Female,6
5433,33,Male,6
5433,34,Female,2
5433,34,Male,4
5433,35,Female,3
5433,35,Male,3
5433,36,Female,3
5433,36,Male,7
5433,37,Female,4
5433,37,Male,5
5433,38,Female,7
5433,38,Male,1
5433,39,Female,5
5433,39,Male,5
5433,40,Female,4
5433,40,Male,5
5433,41,Female,3
5433,41,Male,8
5433,42,Female,6
5433,42,Male,3
5433,43,Female,4
5433,43,Male,5
5433,44,Female,6
5433,44,Male,6
5433,45,Female,7
5433,45,Male,10
5433,46,Female,9
5433,46,Male,5
5433,47,Female,10
5433,47,Male,5
5433,48,Female,10
5433,48,Male,9
5433,49,Female,8
5433,49,Male,7
5433,50,Female,10
5433,50,Male,6
5433,51,Female,11
5433,51,Male,9
5433,52,Female,11
5433,52,Male,6
5433,53,Female,6
5433,53,Male,7
5433,54,Female,12
5433,54,Male,8
5433,55,Female,14
5433,55,Male,4
5433,56,Female,11
5433,56,Male,16
5433,57,Female,8
5433,57,Male,11
5433,58,Female,13
5433,58,Male,14
5433,59,Female,9
5433,59,Male,9
5433,60,Female,13
5433,60,Male,9
5433,61,Female,10
5433,61,Male,11
5433,62,Female,3
5433,62,Male,12
5433,63,Female,8
5433,63,Male,20
5433,64,Female,12
5433,64,Male,9
5433,65,Female,10
5433,65,Male,11
5433,66,Female,10
5433,66,Male,7
5433,67,Female,12
5433,67,Male,6
5433,68,Female,8
5433,68,Male,12
5433,69,Female,6
5433,69,Male,9
5433,70,Female,7
5433,70,Male,11
5433,71,Female,9
5433,71,Male,9
5433,72,Female,12
5433,72,Male,11
5433,73,Female,7
5433,73,Male,9
5433,74,Female,5
5433,74,Male,7
5433,75,Female,9
5433,75,Male,7
5433,76,Female,6
5433,76,Male,12
5433,77,Female,6
5433,78,Female,4
5433,78,Male,3
5433,79,Female,7
5433,79,Male,3
5433,80,Female,4
5433,80,Male,5
5433,81,Female,3
5433,81,Male,1
5433,82,Female,3
5433,82,Male,4
5433,83,Female,1
5433,83,Male,2
5433,84,Female,3
5433,84,Male,2
5433,85,Female,2
5433,85,Male,4
5433,86,Female,2
5433,86,Male,4
5433,87,Female,1
5433,87,Male,1
5433,88,Male,1
5433,89,Male,1
5433,90,Female,1
5433,91,Female,1
5433,93,Male,1
5433,96,Female,1
5433,96,Male,1
5434,17,Female,2
5434,17,Male,2
5434,18,Female,2
5434,19,Female,4
5434,19,Male,1
5434,20,Female,1
5434,20,Male,1
5434,21,Female,1
5434,21,Male,3
5434,22,Female,2
5434,22,Male,2
5434,23,Male,2
5434,24,Male,1
5434,25,Female,4
5434,25,Male,3
5434,26,Female,2
5434,27,Female,2
5434,27,Male,1
5434,28,Female,3
5434,28,Male,3
5434,29,Female,3
5434,29,Male,1
5434,30,Female,4
5434,30,Male,6
5434,31,Female,2
5434,31,Male,1
5434,32,Female,2
5434,32,Male,1
5434,33,Female,2
5434,33,Male,3
5434,34,Female,2
5434,34,Male,5
5434,35,Female,2
5434,35,Male,2
5434,36,Female,2
5434,36,Male,1
5434,37,Female,2
5434,37,Male,3
5434,38,Female,2
5434,38,Male,3
5434,39,Female,3
5434,39,Male,4
5434,40,Female,3
5434,41,Female,2
5434,41,Male,1
5434,42,Female,3
5434,42,Male,2
5434,43,Female,3
5434,43,Male,1
5434,44,Female,2
5434,44,Male,1
5434,45,Female,4
5434,45,Male,1
5434,46,Female,2
5434,46,Male,2
5434,47,Female,5
5434,48,Female,1
5434,48,Male,2
5434,49,Female,2
5434,49,Male,4
5434,50,Female,3
5434,50,Male,4
5434,51,Female,1
5434,52,Female,1
5434,52,Male,7
5434,53,Male,1
5434,54,Female,1
5434,55,Female,3
5434,55,Male,2
5434,56,Female,4
5434,56,Male,3
5434,57,Female,4
5434,57,Male,2
5434,58,Female,1
5434,58,Male,4
5434,59,Female,2
5434,59,Male,2
5434,60,Female,2
5434,60,Male,2
5434,61,Female,2
5434,61,Male,1
5434,62,Female,1
5434,62,Male,3
5434,63,Female,4
5434,63,Male,1
5434,64,Female,1
5434,64,Male,2
5434,65,Female,6
5434,65,Male,4
5434,66,Female,4
5434,66,Male,3
5434,67,Female,6
5434,67,Male,4
5434,68,Female,3
5434,68,Male,4
5434,69,Female,2
5434,69,Male,3
5434,70,Female,1
5434,70,Male,4
5434,71,Female,2
5434,71,Male,2
5434,72,Female,4
5434,72,Male,2
5434,73,Female,4
5434,73,Male,1
5434,74,Female,3
5434,74,Male,2
5434,75,Male,3
5434,76,Male,1
5434,77,Female,2
5434,77,Male,2
5434,78,Male,1
5434,79,Male,3
5434,80,Male,1
5434,81,Female,1
5434,83,Female,1
5434,84,Male,1
5434,85,Male,1
5434,86,Male,2
5434,87,Male,1
5440,16,Female,1
5440,16,Male,1
5440,18,Male,2
5440,19,Female,2
5440,19,Male,3
5440,21,Female,1
5440,21,Male,2
5440,22,Male,1
5440,23,Female,1
5440,23,Male,2
5440,24,Female,1
5440,24,Male,1
5440,25,Female,4
5440,25,Male,3
5440,26,Female,2
5440,26,Male,2
5440,27,Female,3
5440,27,Male,1
5440,28,Female,1
5440,28,Male,1
5440,29,Female,2
5440,29,Male,1
5440,30,Female,1
5440,30,Male,1
5440,31,Female,1
5440,31,Male,1
5440,32,Female,1
5440,32,Male,1
5440,33,Male,2
5440,34,Female,1
5440,34,Male,3
5440,35,Female,1
5440,35,Male,1
5440,36,Female,1
5440,36,Male,1
5440,37,Female,2
5440,37,Male,2
5440,38,Female,3
5440,38,Male,1
5440,40,Female,2
5440,40,Male,2
5440,42,Male,1
5440,43,Female,1
5440,43,Male,1
5440,44,Female,1
5440,44,Male,2
5440,45,Female,1
5440,45,Male,2
5440,46,Male,1
5440,47,Female,2
5440,48,Female,2
5440,48,Male,1
5440,49,Female,4
5440,49,Male,5
5440,50,Male,3
5440,51,Female,2
5440,51,Male,2
5440,53,Female,2
5440,53,Male,2
5440,54,Male,1
5440,55,Female,2
5440,55,Male,1
5440,56,Female,3
5440,56,Male,4
5440,57,Female,2
5440,57,Male,1
5440,58,Male,4
5440,59,Male,4
5440,60,Female,1
5440,60,Male,1
5440,61,Female,3
5440,61,Male,2
5440,62,Male,4
5440,63,Female,1
5440,63,Male,3
5440,64,Female,1
5440,64,Male,4
5440,65,Male,1
5440,66,Male,1
5440,68,Female,3
5440,68,Male,1
5440,69,Female,1
5440,70,Female,2
5440,70,Male,1
5440,71,Female,2
5440,71,Male,1
5440,72,Male,2
5440,73,Female,1
5440,73,Male,1
5440,75,Female,2
5440,75,Male,1
5440,76,Female,1
5440,76,Male,2
5440,77,Male,1
5440,78,Male,1
5440,81,Male,2
5440,84,Female,1
5440,85,Female,2
5440,87,Male,3
5451,16,Female,3
5451,16,Male,5
5451,17,Female,2
5451,17,Male,1
5451,18,Female,5
5451,18,Male,3
5451,19,Female,4
5451,19,Male,5
5451,20,Female,3
5451,20,Male,3
5451,21,Female,6
5451,21,Male,3
5451,22,Male,1
5451,23,Female,2
5451,23,Male,3
5451,24,Male,7
5451,25,Female,3
5451,25,Male,2
5451,26,Female,2
5451,27,Female,3
5451,27,Male,3
5451,28,Female,2
5451,28,Male,5
5451,29,Female,2
5451,29,Male,3
5451,30,Female,6
5451,30,Male,1
5451,31,Female,3
5451,31,Male,2
