table,section,category,subcategory,unit,financial_year,state,measure,value
Table 9,,Gross state product,,$ million – basic prices,2019-20,SA,,3614.0871000000006
Table 9,,Gross state product,,$ million – basic prices,2019-20,WA,,5540.263500000001
Table 9,,Gross state product,,$ million – basic prices,2019-20,Tas,,1575.5906
Table 9,,Gross state product,,$ million – basic prices,2019-20,NT,,1035.6605999999997
Table 9,,Gross state product,,$ million – basic prices,2019-20,ACT,,967.6418
Table 9,,Gross state product,,$ million – basic prices,2019-20,Total,,52809.616700000006
Table 9,,Gross state product,,$ million – basic prices,2020-21,NSW,,11837.877099999998
Table 9,,Gross state product,,$ million – basic prices,2020-21,Vic,,6163.787900000001
Table 9,,Gross state product,,$ million – basic prices,2020-21,Qld,,9498.556499999999
Table 9,,Gross state product,,$ million – basic prices,2020-21,SA,,2993.6535000000003
Table 9,,Gross state product,,$ million – basic prices,2020-21,WA,,4193.147900000002
Table 9,,Gross state product,,$ million – basic prices,2020-21,Tas,,1281.4328999999998
Table 9,,Gross state product,,$ million – basic prices,2020-21,NT,,771.6976
Table 9,,Gross state product,,$ million – basic prices,2020-21,ACT,,687.4021999999999
Table 9,,Gross state product,,$ million – basic prices,2020-21,Total,,37427.5556
Table 9,,Gross state product,,$ million – basic prices,2021-22,NSW,,11169.493000000002
Table 9,,Gross state product,,$ million – basic prices,2021-22,Vic,,8893.132700000002
Table 9,,Gross state product,,$ million – basic prices,2021-22,Qld,,11242.5834
Table 9,,Gross state product,,$ million – basic prices,2021-22,SA,,2947.3763
Table 9,,Gross state product,,$ million – basic prices,2021-22,WA,,4834.715
Table 9,,Gross state product,,$ million – basic prices,2021-22,Tas,,1473.0910000000001
Table 9,,Gross state product,,$ million – basic prices,2021-22,NT,,970.8426999999999
Table 9,,Gross state product,,$ million – basic prices,2021-22,ACT,,763.5682
Table 9,,Gross state product,,$ million – basic prices,2021-22,Total,,42294.80230000001
Table 9,,Gross state product,,$ million – basic prices,2022-23,NSW,,21494.1369
Table 9,,Gross state product,,$ million – basic prices,2022-23,Vic,,15989.005999999998
Table 9,,Gross state product,,$ million – basic prices,2022-23,Qld,,17869.4312
Table 9,,Gross state product,,$ million – basic prices,2022-23,SA,,4921.0295
Table 9,,Gross state product,,$ million – basic prices,2022-23,WA,,7405.1283
Table 9,,Gross state product,,$ million – basic prices,2022-23,Tas,,1939.4998000000005
Table 9,,Gross state product,,$ million – basic prices,2022-23,NT,,1470.7012000000002
Table 9,,Gross state product,,$ million – basic prices,2022-23,ACT,,1524.7114000000001
Table 9,,Gross state product,,$ million – basic prices,2022-23,Total,,72613.6443
Table 9,,Gross state product,,$ million – basic prices,2023-24,NSW,,24339.5564
Table 9,,Gross state product,,$ million – basic prices,2023-24,Vic,,17975.6286
Table 9,,Gross state product,,$ million – basic prices,2023-24,Qld,,18914.5273
Table 9,,Gross state product,,$ million – basic prices,2023-24,SA,,5039.4034
Table 9,,Gross state product,,$ million – basic prices,2023-24,WA,,8115.4123
Table 9,,Gross state product,,$ million – basic prices,2023-24,Tas,,2277.172699999999
Table 9,,Gross state product,,$ million – basic prices,2023-24,NT,,1558.1146
Table 9,,Gross state product,,$ million – basic prices,2023-24,ACT,,1632.1722000000002
Table 9,,Gross state product,,$ million – basic prices,2023-24,Total,,79851.98749999999
Table 9,,Filled jobs,,'000,2016-17,NSW,,92.45750000000001
Table 9,,Filled jobs,,'000,2016-17,Vic,,74.7345
Table 9,,Filled jobs,,'000,2016-17,Qld,,81.23119999999999
Table 9,,Filled jobs,,'000,2016-17,SA,,21.687399999999997
Table 9,,Filled jobs,,'000,2016-17,WA,,36.2567
Table 9,,Filled jobs,,'000,2016-17,Tas,,20.6098
Table 9,,Filled jobs,,'000,2016-17,NT,,7.7335
Table 9,,Filled jobs,,'000,2016-17,ACT,,7.4649
Table 9,,Filled jobs,,'000,2016-17,Total,,342.1755
Table 9,,Filled jobs,,'000,2017-18,NSW,,103.87850000000003
Table 9,,Filled jobs,,'000,2017-18,Vic,,80.04150000000001
Table 9,,Filled jobs,,'000,2017-18,Qld,,89.46170000000001
Table 9,,Filled jobs,,'000,2017-18,SA,,23.077200000000005
Table 9,,Filled jobs,,'000,2017-18,WA,,32.31640000000001
Table 9,,Filled jobs,,'000,2017-18,Tas,,20.563299999999998
Table 9,,Filled jobs,,'000,2017-18,NT,,6.960399999999998
Table 9,,Filled jobs,,'000,2017-18,ACT,,8.2871
Table 9,,Filled jobs,,'000,2017-18,Total,,364.58610000000004
Table 9,,Filled jobs,,'000,2018-19,NSW,,111.67319999999998
Table 9,,Filled jobs,,'000,2018-19,Vic,,89.86050000000003
Table 9,,Filled jobs,,'000,2018-19,Qld,,96.32070000000002
Table 9,,Filled jobs,,'000,2018-19,SA,,25.5152
Table 9,,Filled jobs,,'000,2018-19,WA,,38.03559999999999
Table 9,,Filled jobs,,'000,2018-19,Tas,,23.794900000000002
Table 9,,Filled jobs,,'000,2018-19,NT,,7.984800000000001
Table 9,,Filled jobs,,'000,2018-19,ACT,,8.338000000000001
Table 9,,Filled jobs,,'000,2018-19,Total,,401.52290000000005
Table 9,,Filled jobs,,'000,2019-20,NSW,,88.80069999999998
Table 9,,Filled jobs,,'000,2019-20,Vic,,71.97819999999999
Table 9,,Filled jobs,,'000,2019-20,Qld,,78.5239
Table 9,,Filled jobs,,'000,2019-20,SA,,21.7667
Table 9,,Filled jobs,,'000,2019-20,WA,,33.0144
Table 9,,Filled jobs,,'000,2019-20,Tas,,19.1893
Table 9,,Filled jobs,,'000,2019-20,NT,,5.8347
Table 9,,Filled jobs,,'000,2019-20,ACT,,6.3542000000000005
Table 9,,Filled jobs,,'000,2019-20,Total,,325.46209999999996
Table 9,,Filled jobs,,'000,2020-21,NSW,,63.645600000000016
Table 9,,Filled jobs,,'000,2020-21,Vic,,34.611599999999996
Table 9,,Filled jobs,,'000,2020-21,Qld,,59.88669999999999
Table 9,,Filled jobs,,'000,2020-21,SA,,18.114800000000002
Table 9,,Filled jobs,,'000,2020-21,WA,,24.267400000000002
Table 9,,Filled jobs,,'000,2020-21,Tas,,16.053099999999997
Table 9,,Filled jobs,,'000,2020-21,NT,,4.429899999999999
Table 9,,Filled jobs,,'000,2020-21,ACT,,4.454
Table 9,,Filled jobs,,'000,2020-21,Total,,225.46310000000003
Table 9,,Filled jobs,,'000,2021-22,NSW,,60.71839999999999
Table 9,,Filled jobs,,'000,2021-22,Vic,,51.27850000000001
Table 9,,Filled jobs,,'000,2021-22,Qld,,71.7674
Table 9,,Filled jobs,,'000,2021-22,SA,,17.856699999999996
Table 9,,Filled jobs,,'000,2021-22,WA,,28.242199999999997
Table 9,,Filled jobs,,'000,2021-22,Tas,,18.437999999999995
Table 9,,Filled jobs,,'000,2021-22,NT,,5.6659999999999995
Table 9,,Filled jobs,,'000,2021-22,ACT,,4.893
Table 9,,Filled jobs,,'000,2021-22,Total,,258.86019999999996
Table 9,,Filled jobs,,'000,2022-23,NSW,,120.73509999999999
Table 9,,Filled jobs,,'000,2022-23,Vic,,95.34680000000003
Table 9,,Filled jobs,,'000,2022-23,Qld,,117.05789999999999
Table 9,,Filled jobs,,'000,2022-23,SA,,29.9146
Table 9,,Filled jobs,,'000,2022-23,WA,,44.569
Table 9,,Filled jobs,,'000,2022-23,Tas,,24.4053
Table 9,,Filled jobs,,'000,2022-23,NT,,8.529999999999998
Table 9,,Filled jobs,,'000,2022-23,ACT,,10.035799999999998
Table 9,,Filled jobs,,'000,2022-23,Total,,450.59450000000004
Table 9,,Filled jobs,,'000,2023-24,NSW,,133.27
Table 9,,Filled jobs,,'000,2023-24,Vic,,104.98400000000001
Table 9,,Filled jobs,,'000,2023-24,Qld,,120.83429999999996
Table 9,,Filled jobs,,'000,2023-24,SA,,29.886899999999997
Table 9,,Filled jobs,,'000,2023-24,WA,,47.422799999999995
Table 9,,Filled jobs,,'000,2023-24,Tas,,28.000099999999996
Table 9,,Filled jobs,,'000,2023-24,NT,,8.9847
Table 9,,Filled jobs,,'000,2023-24,ACT,,10.492899999999999
Table 9,,Filled jobs,,'000,2023-24,Total,,483.87569999999994
Table 10,,Consumption(a),,$ million – basic prices,2016-17,NSW,,32772.5352
Table 10,,Consumption(a),,$ million – basic prices,2016-17,Vic,,25404.5684
Table 10,,Consumption(a),,$ million – basic prices,2016-17,Qld,,24922.5547
Table 10,,Consumption(a),,$ million – basic prices,2016-17,SA,,6651.3623
Table 10,,Consumption(a),,$ million – basic prices,2016-17,WA,,12493.8877
Table 10,,Consumption(a),,$ million – basic prices,2016-17,Tas,,3349.1941
Table 10,,Consumption(a),,$ million – basic prices,2016-17,NT,,2540.8918
Table 10,,Consumption(a),,$ million – basic prices,2016-17,ACT,,2258.0112
Table 10,,Consumption(a),,$ million – basic prices,2016-17,Total,,110393.0054
Table 10,,Consumption(a),,$ million – basic prices,2017-18,NSW,,37157.4414
Table 10,,Consumption(a),,$ million – basic prices,2017-18,Vic,,27488.4336
Table 10,,Consumption(a),,$ million – basic prices,2017-18,Qld,,27825.334
Table 10,,Consumption(a),,$ million – basic prices,2017-18,SA,,7096.731
Table 10,,Consumption(a),,$ million – basic prices,2017-18,WA,,11194.9941
Table 10,,Consumption(a),,$ million – basic prices,2017-18,Tas,,3437.269
Table 10,,Consumption(a),,$ million – basic prices,2017-18,NT,,2310.8008
Table 10,,Consumption(a),,$ million – basic prices,2017-18,ACT,,2645.0024
Table 10,,Consumption(a),,$ million – basic prices,2017-18,Total,,119156.0063
Table 10,,Consumption(a),,$ million – basic prices,2018-19,NSW,,40317.3828
Table 10,,Consumption(a),,$ million – basic prices,2018-19,Vic,,31404.7891
Table 10,,Consumption(a),,$ million – basic prices,2018-19,Qld,,30296.2715
Table 10,,Consumption(a),,$ million – basic prices,2018-19,SA,,8006.5688
Table 10,,Consumption(a),,$ million – basic prices,2018-19,WA,,13389.0342
Table 10,,Consumption(a),,$ million – basic prices,2018-19,Tas,,4003.0674
Table 10,,Consumption(a),,$ million – basic prices,2018-19,NT,,2668.3135
Table 10,,Consumption(a),,$ million – basic prices,2018-19,ACT,,2701.5771
Table 10,,Consumption(a),,$ million – basic prices,2018-19,Total,,132787.0044
Table 10,,Consumption(a),,$ million – basic prices,2019-20,NSW,,32176.0293
Table 10,,Consumption(a),,$ million – basic prices,2019-20,Vic,,25205.3867
Table 10,,Consumption(a),,$ million – basic prices,2019-20,Qld,,24606.1836
Table 10,,Consumption(a),,$ million – basic prices,2019-20,SA,,6823.4092
Table 10,,Consumption(a),,$ million – basic prices,2019-20,WA,,11590.3613
Table 10,,Consumption(a),,$ million – basic prices,2019-20,Tas,,3323.1584
Table 10,,Consumption(a),,$ million – basic prices,2019-20,NT,,1955.5645
Table 10,,Consumption(a),,$ million – basic prices,2019-20,ACT,,1985.9109
Table 10,,Consumption(a),,$ million – basic prices,2019-20,Total,,107666.0039
Table 10,,Consumption(a),,$ million – basic prices,2020-21,NSW,,22801.1211
Table 10,,Consumption(a),,$ million – basic prices,2020-21,Vic,,12249.0332
Table 10,,Consumption(a),,$ million – basic prices,2020-21,Qld,,18534.1895
Table 10,,Consumption(a),,$ million – basic prices,2020-21,SA,,5582.6357
Table 10,,Consumption(a),,$ million – basic prices,2020-21,WA,,8325.29
Table 10,,Consumption(a),,$ million – basic prices,2020-21,Tas,,2534.0767
Table 10,,Consumption(a),,$ million – basic prices,2020-21,NT,,1457.1083
Table 10,,Consumption(a),,$ million – basic prices,2020-21,ACT,,1348.5475
Table 10,,Consumption(a),,$ million – basic prices,2020-21,Total,,72832.00200000001
Table 10,,Consumption(a),,$ million – basic prices,2021-22,NSW,,22846.582
Table 10,,Consumption(a),,$ million – basic prices,2021-22,Vic,,18258.4551
Table 10,,Consumption(a),,$ million – basic prices,2021-22,Qld,,22887.4512
Table 10,,Consumption(a),,$ million – basic prices,2021-22,SA,,5706.0122
Table 10,,Consumption(a),,$ million – basic prices,2021-22,WA,,9819.1436
Table 10,,Consumption(a),,$ million – basic prices,2021-22,Tas,,3016.3501
Table 10,,Consumption(a),,$ million – basic prices,2021-22,NT,,1907.4309
Table 10,,Consumption(a),,$ million – basic prices,2021-22,ACT,,1571.5802
Table 10,,Consumption(a),,$ million – basic prices,2021-22,Total,,86013.00529999999
Table 10,,Consumption(a),,$ million – basic prices,2022-23,NSW,,44569.6953
Table 10,,Consumption(a),,$ million – basic prices,2022-23,Vic,,33737.8008
Table 10,,Consumption(a),,$ million – basic prices,2022-23,Qld,,37332.3516
Table 10,,Consumption(a),,$ million – basic prices,2022-23,SA,,9523.0869
Table 10,,Consumption(a),,$ million – basic prices,2022-23,WA,,15828.9072
Table 10,,Consumption(a),,$ million – basic prices,2022-23,Tas,,4221.5459
Table 10,,Consumption(a),,$ million – basic prices,2022-23,NT,,2896.4314
Table 10,,Consumption(a),,$ million – basic prices,2022-23,ACT,,3168.188
Table 10,,Consumption(a),,$ million – basic prices,2022-23,Total,,151278.00709999996
Table 10,,Consumption(a),,$ million – basic prices,2023-24,NSW,,49740.1563
Table 10,,Consumption(a),,$ million – basic prices,2023-24,Vic,,37689.6797
Table 10,,Consumption(a),,$ million – basic prices,2023-24,Qld,,39153.3711
Table 10,,Consumption(a),,$ million – basic prices,2023-24,SA,,9665.6553
Table 10,,Consumption(a),,$ million – basic prices,2023-24,WA,,16936.1836
Table 10,,Consumption(a),,$ million – basic prices,2023-24,Tas,,4830.5659
Table 10,,Consumption(a),,$ million – basic prices,2023-24,NT,,3090.3384
Table 10,,Consumption(a),,$ million – basic prices,2023-24,ACT,,3364.0474
Table 10,,Consumption(a),,$ million – basic prices,2023-24,Total,,164469.9977
Table 10,,Total output,,$ million – basic prices,2016-17,NSW,,60241.5117
Table 10,,Total output,,$ million – basic prices,2016-17,Vic,,46849.5
Table 10,,Total output,,$ million – basic prices,2016-17,Qld,,46121.2969
Table 10,,Total output,,$ million – basic prices,2016-17,SA,,11998.8984
Table 10,,Total output,,$ million – basic prices,2016-17,WA,,22550.6855
Table 10,,Total output,,$ million – basic prices,2016-17,Tas,,6198.7842
Table 10,,Total output,,$ million – basic prices,2016-17,NT,,4589.4307
Table 10,,Total output,,$ million – basic prices,2016-17,ACT,,4129.8735
Table 10,,Total output,,$ million – basic prices,2016-17,Total,,202679.981
Table 10,,Total output,,$ million – basic prices,2017-18,NSW,,68277.0547
Table 10,,Total output,,$ million – basic prices,2017-18,Vic,,50546.9844
Table 10,,Total output,,$ million – basic prices,2017-18,Qld,,51343.9023
Table 10,,Total output,,$ million – basic prices,2017-18,SA,,12813.8164
Table 10,,Total output,,$ million – basic prices,2017-18,WA,,20217.3203
Table 10,,Total output,,$ million – basic prices,2017-18,Tas,,6271.6978
Table 10,,Total output,,$ million – basic prices,2017-18,NT,,4140.9438
Table 10,,Total output,,$ million – basic prices,2017-18,ACT,,4730.647
Table 10,,Total output,,$ million – basic prices,2017-18,Total,,218342.3667
Table 10,,Total output,,$ million – basic prices,2018-19,NSW,,74152.3828
Table 10,,Total output,,$ million – basic prices,2018-19,Vic,,57657.5
Table 10,,Total output,,$ million – basic prices,2018-19,Qld,,55877.3203
Table 10,,Total output,,$ million – basic prices,2018-19,SA,,14364.7646
Table 10,,Total output,,$ million – basic prices,2018-19,WA,,24062.8223
Table 10,,Total output,,$ million – basic prices,2018-19,Tas,,7329.0142
Table 10,,Total output,,$ million – basic prices,2018-19,NT,,4738.6479
Table 10,,Total output,,$ million – basic prices,2018-19,ACT,,4821.5259
Table 10,,Total output,,$ million – basic prices,2018-19,Total,,243003.978
Table 10,,Total output,,$ million – basic prices,2019-20,NSW,,58884.0156
Table 10,,Total output,,$ million – basic prices,2019-20,Vic,,46123.5547
Table 10,,Total output,,$ million – basic prices,2019-20,Qld,,45518.5195
Table 10,,Total output,,$ million – basic prices,2019-20,SA,,12288.5625
Table 10,,Total output,,$ million – basic prices,2019-20,WA,,20848.6328
Table 10,,Total output,,$ million – basic prices,2019-20,Tas,,6033.0762
Table 10,,Total output,,$ million – basic prices,2019-20,NT,,3501.75
Table 10,,Total output,,$ million – basic prices,2019-20,ACT,,3575.5408
Table 10,,Total output,,$ million – basic prices,2019-20,Total,,196773.6521
Table 10,,Total output,,$ million – basic prices,2020-21,NSW,,42054.4141
Table 10,,Total output,,$ million – basic prices,2020-21,Vic,,22186.7051
Table 10,,Total output,,$ million – basic prices,2020-21,Qld,,34730.4727
Table 10,,Total output,,$ million – basic prices,2020-21,SA,,10172.4072
Table 10,,Total output,,$ million – basic prices,2020-21,WA,,15152.9014
Table 10,,Total output,,$ million – basic prices,2020-21,Tas,,4745.2524
Table 10,,Total output,,$ million – basic prices,2020-21,NT,,2701.8459
Table 10,,Total output,,$ million – basic prices,2020-21,ACT,,2464.0632
Table 10,,Total output,,$ million – basic prices,2020-21,Total,,134208.062
Table 10,,Total output,,$ million – basic prices,2021-22,NSW,,41329.0508
Table 10,,Total output,,$ million – basic prices,2021-22,Vic,,33516.9883
Table 10,,Total output,,$ million – basic prices,2021-22,Qld,,42635.3359
Table 10,,Total output,,$ million – basic prices,2021-22,SA,,10271.3115
Table 10,,Total output,,$ million – basic prices,2021-22,WA,,18092.0176
Table 10,,Total output,,$ million – basic prices,2021-22,Tas,,5602.3477
Table 10,,Total output,,$ million – basic prices,2021-22,NT,,3501.7188
Table 10,,Total output,,$ million – basic prices,2021-22,ACT,,2873.1208
Table 10,,Total output,,$ million – basic prices,2021-22,Total,,157821.8914
Table 10,,Total output,,$ million – basic prices,2022-23,NSW,,81724.2578
Table 10,,Total output,,$ million – basic prices,2022-23,Vic,,62307.0391
Table 10,,Total output,,$ million – basic prices,2022-23,Qld,,69358.5547
Table 10,,Total output,,$ million – basic prices,2022-23,SA,,17167.2715
Table 10,,Total output,,$ million – basic prices,2022-23,WA,,28479.9688
Table 10,,Total output,,$ million – basic prices,2022-23,Tas,,7671.4136
Table 10,,Total output,,$ million – basic prices,2022-23,NT,,5277.3823
Table 10,,Total output,,$ million – basic prices,2022-23,ACT,,5734.3169
Table 10,,Total output,,$ million – basic prices,2022-23,Total,,277720.2046
Table 10,,Total output,,$ million – basic prices,2023-24,NSW,,91130.25
Table 10,,Total output,,$ million – basic prices,2023-24,Vic,,69182.0703
Table 10,,Total output,,$ million – basic prices,2023-24,Qld,,72423.8281
Table 10,,Total output,,$ million – basic prices,2023-24,SA,,17341.5977
Table 10,,Total output,,$ million – basic prices,2023-24,WA,,30601.5801
Table 10,,Total output,,$ million – basic prices,2023-24,Tas,,8862.5352
Table 10,,Total output,,$ million – basic prices,2023-24,NT,,5565.5464
Table 10,,Total output,,$ million – basic prices,2023-24,ACT,,6087.9805
Table 10,,Total output,,$ million – basic prices,2023-24,Total,,301195.3882
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,NSW,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,Vic,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,Qld,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,SA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,WA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,Tas,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,NT,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,ACT,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2016-17,Total,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,NSW,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,Vic,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,Qld,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,SA,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,WA,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,Tas,,1.82
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,NT,,1.79
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,ACT,,1.79
Table 10,,Tourism output multiplier,,$ million – basic prices,2017-18,Total,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,NSW,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,Vic,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,Qld,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,SA,,1.79
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,WA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,Tas,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,NT,,1.78
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,ACT,,1.78
Table 10,,Tourism output multiplier,,$ million – basic prices,2018-19,Total,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,NSW,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,Vic,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,Qld,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,SA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,WA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,Tas,,1.82
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,NT,,1.79
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,ACT,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2019-20,Total,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,NSW,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,Vic,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,Qld,,1.87
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,SA,,1.82
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,WA,,1.82
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,Tas,,1.87
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,NT,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,ACT,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2020-21,Total,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,NSW,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,Vic,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,Qld,,1.86
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,SA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,WA,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,Tas,,1.86
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,NT,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,ACT,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2021-22,Total,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,NSW,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,Vic,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,Qld,,1.9
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,SA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,WA,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,Tas,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,NT,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,ACT,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2022-23,Total,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,NSW,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,Vic,,1.84
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,Qld,,1.85
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,SA,,1.79
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,WA,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,Tas,,1.83
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,NT,,1.8
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,ACT,,1.81
Table 10,,Tourism output multiplier,,$ million – basic prices,2023-24,Total,,1.83
Table 10,,Total gross value added,,$ million – basic prices,2016-17,NSW,,27346.4375
Table 10,,Total gross value added,,$ million – basic prices,2016-17,Vic,,21111.1797
Table 10,,Total gross value added,,$ million – basic prices,2016-17,Qld,,20549.1328
Table 10,,Total gross value added,,$ million – basic prices,2016-17,SA,,5470.8652
Table 10,,Total gross value added,,$ million – basic prices,2016-17,WA,,10256.2773
Table 10,,Total gross value added,,$ million – basic prices,2016-17,Tas,,2749.3267
Table 10,,Total gross value added,,$ million – basic prices,2016-17,NT,,2029.2207
Table 10,,Total gross value added,,$ million – basic prices,2016-17,ACT,,1854.8997
Table 10,,Total gross value added,,$ million – basic prices,2016-17,Total,,91367.3396
Table 10,,Total gross value added,,$ million – basic prices,2017-18,NSW,,30813.832
Table 10,,Total gross value added,,$ million – basic prices,2017-18,Vic,,22633.3105
Table 10,,Total gross value added,,$ million – basic prices,2017-18,Qld,,22846.7148
Table 10,,Total gross value added,,$ million – basic prices,2017-18,SA,,5788.5571
Table 10,,Total gross value added,,$ million – basic prices,2017-18,WA,,9105.1572
Table 10,,Total gross value added,,$ million – basic prices,2017-18,Tas,,2776.7178
Table 10,,Total gross value added,,$ million – basic prices,2017-18,NT,,1833.556
Table 10,,Total gross value added,,$ million – basic prices,2017-18,ACT,,2162.3577
Table 10,,Total gross value added,,$ million – basic prices,2017-18,Total,,97960.2032
Table 10,,Total gross value added,,$ million – basic prices,2018-19,NSW,,33224.6484
Table 10,,Total gross value added,,$ million – basic prices,2018-19,Vic,,25822.0977
Table 10,,Total gross value added,,$ million – basic prices,2018-19,Qld,,24748.0391
Table 10,,Total gross value added,,$ million – basic prices,2018-19,SA,,6472.5
Table 10,,Total gross value added,,$ million – basic prices,2018-19,WA,,10778.5449
Table 10,,Total gross value added,,$ million – basic prices,2018-19,Tas,,3227.3433
Table 10,,Total gross value added,,$ million – basic prices,2018-19,NT,,2100.4417
Table 10,,Total gross value added,,$ million – basic prices,2018-19,ACT,,2174.3933
Table 10,,Total gross value added,,$ million – basic prices,2018-19,Total,,108548.0083
Table 10,,Total gross value added,,$ million – basic prices,2019-20,NSW,,26521.1289
Table 10,,Total gross value added,,$ million – basic prices,2019-20,Vic,,20664.9922
Table 10,,Total gross value added,,$ million – basic prices,2019-20,Qld,,20138.3125
Table 10,,Total gross value added,,$ million – basic prices,2019-20,SA,,5545.96
Table 10,,Total gross value added,,$ million – basic prices,2019-20,WA,,9381.7734
Table 10,,Total gross value added,,$ million – basic prices,2019-20,Tas,,2678.4121
Table 10,,Total gross value added,,$ million – basic prices,2019-20,NT,,1540.0442
Table 10,,Total gross value added,,$ million – basic prices,2019-20,ACT,,1607.7012
Table 10,,Total gross value added,,$ million – basic prices,2019-20,Total,,88078.3245
Table 10,,Total gross value added,,$ million – basic prices,2020-21,NSW,,18549.2129
Table 10,,Total gross value added,,$ million – basic prices,2020-21,Vic,,9813.8027
Table 10,,Total gross value added,,$ million – basic prices,2020-21,Qld,,14922.1699
Table 10,,Total gross value added,,$ million – basic prices,2020-21,SA,,4497.1172
Table 10,,Total gross value added,,$ million – basic prices,2020-21,WA,,6598.5938
Table 10,,Total gross value added,,$ million – basic prices,2020-21,Tas,,2043.4287
Table 10,,Total gross value added,,$ million – basic prices,2020-21,NT,,1135.7678
Table 10,,Total gross value added,,$ million – basic prices,2020-21,ACT,,1068.0289
Table 10,,Total gross value added,,$ million – basic prices,2020-21,Total,,58628.1219
