tribunal_id,name,federal_court_no,federal_court_case_name,determination_date,nntr_registration_date,determined_method,determination_status,determined_outcome,rntbc_name,related_native_title_determination_application,area_sqkm,date_currency,linked_federal_court_judgment_url,jurisdiction,overlap_note,date_extracted,claimant_type,centroid_longitude,centroid_latitude
DCD2013/016,Nenen,NTD43/2011,Brown v Northern Territory of Australia,2013-10-29,2013-11-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/024,774.8393,2013-11-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca1083,NT,,2025-04-03,Claimant,132.42197111322986,-15.249941257083982
DCD2013/017,Margaret Downs,NTD44/2011,Brown v Northern Territory of Australia,2013-10-29,2013-11-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/023,610.5302,2025-03-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca1084,NT,,2025-04-03,Claimant,132.1968725936504,-15.50878748112859
DCD2013/018,Middle Creek,NTD46/2011,Wavehill v Northern Territory of Australia,2013-10-29,2013-11-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/021,602.9338,2013-11-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca1086,NT,,2025-04-03,Claimant,132.9194836605971,-15.794396438814273
DCD2013/019,Tanumbirini Pastoral Lease,NTD33/2012,Fulton v Northern Territory of Australia,2013-10-31,2013-11-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2012/003,5002.5524,2013-11-06,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca1088,NT,,2025-04-03,Claimant,134.643577259414,-16.300455087313487
DCD2013/020,Broadmere Pastoral Lease,NTD30/2011,Tonson v Northern Territory of Australia,2013-10-31,2013-11-14,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/014,2601.376,2013-11-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2013/2013fca1087,NT,,2025-04-03,Claimant,135.151515962859,-16.175653460712947
DCD2014/001,Eva Downs Pastoral Lease,NTD33/2011,"Claudette Albert (on behalf of the Jalajirrpa Group, the Walanyja Group and the Karrkarrkuwaja (Kalkalkuwaja) Group v Northern Territory of Australia, A.A. Company Pty Ltd and Telstra Corporation Limited",2014-03-06,2014-04-08,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/017,2847.6397,2023-03-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0152,NT,,2025-04-03,Claimant,134.73047057957618,-18.133243919581908
DCD2014/002,Alroy Downs Pastoral Lease,NTD34/2011,Tony Willy on behalf of the Gulunurru (Anderson) Group and the Purrukwarra Group V Northern Territory of Australia and Telstra Corporation Limited,2014-03-06,2014-03-31,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/018,4378.9833,2014-03-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0153,NT,,2025-04-03,Claimant,136.00723075965757,-19.27611274995523
DCD2014/003,Brunette Downs Pastoral Lease,NTD35/2011,"Shirley O’Keefe on behalf of the Karrkarrkuwaja (Kalkalkuwaja) Group, the Mangurinji Group and the Kujuluwa Group v Northern Territory of Australia and Austcattle Holdings Pty Ltd and Telstra Corporation Limited",2014-03-06,2014-04-08,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/019,12225.7627,2014-03-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0154,NT,,2025-04-03,Claimant,135.92137456092826,-18.61152199860637
DCD2014/004,Brunchilly Pastoral Lease,NTD36/2011,Morrison v Northern Territory of Australia,2014-03-06,2014-03-31,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/020,3334.3237,2015-09-24,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0155,NT,,2025-04-03,Claimant,134.61031414618367,-18.85540490111052
DCD2014/005,Rockhampton Downs Pastoral Lease,NTD51/2011,"Peppi Simpson (on behalf of the Kunakiji (Snake) and Lukkurnu (Star) Group, the Kurtinja (Turkey) Group and the Jampijinpa/Jangala-Kunapa Group) v Northern Territory of Australia",2014-03-06,2014-03-31,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/031,4871.6763,2014-03-17,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0158,NT,,2025-04-03,Claimant,135.12064711136063,-18.86340689221045
DCD2014/006,Anthony Lagoon Pastoral  Lease #2,NTD7/2013,"Tony Cutta (on behalf of the Karrkarrkuwaja (Kalkalkuwaja) Group, the Jukutayi Palyarinji Group, the Walanyja Group and the Kurtinja Group) v Northern Territory of Australia and A.A. Company Pty Ltd",2014-03-06,2014-04-08,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/002,6450.0621,2023-03-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0157,NT,,2025-04-03,Claimant,135.2099334056591,-18.020409080524864
DCD2014/007,Tandyidgee Pastoral Lease #2,NTD8/2013,"Harry Bates, Heather Wilson and William Kingston On Behalf Of The [Y]ijiparta, Gurungu/Kulumintini and Warranangku Estate Groups v Northern Territory of Australia, Consolidated Pastoral Company Pty Ltd and Telstra Corporation Limited",2014-03-06,2014-05-22,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/003,2781.3538,2023-03-22,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0156,NT,,2025-04-03,Claimant,133.86968632097998,-17.692484868173576
DCD2014/008,Kalkarindji,NTD6013/2000,"Bernard Pontiari Japalyi and Ida Malyika Nampiyin on behalf of the Jiyilijurrung and Yilyilimawu Gurindji People who are members of four Estate Groups associated with the Karu (Children), Yiparrartu (Emu), Warrpawurru (Flying-Fox) and Nyirri (Cicada) Dreamings respectively v Northern Territory of Australia",2014-05-07,2014-06-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Gurindji Aboriginal Corporation RNTBC,DC2000/012,5.5611,2025-03-27,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0421,NT,,2025-04-03,Claimant,130.8325331317656,-17.44418890422478
DCD2014/009,Bushy Park,NTD38/2012,"Kenny Tilmouth & Ors Obo The Ilkewarn, Atwel/Alkwepetye & Ayampe Landholding Groups v Northern Territory Of Australia",2014-05-09,2014-05-21,Consent,In effect - Finalised,Native title exists in parts of the determination area,Akwerrperl Aboriginal Corporation RNTBC,DC2012/004,2693.3991,2021-02-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca0422,NT,,2025-04-03,Claimant,133.9535802243992,-22.69028624056704
DCD2014/010,Sandover River,NTD6069/2001,Banjo Morton Apetyarr & Ors obo Alyawarr & Kaytetye People (Sandover River) v Northern Territory of Australia,2014-10-14,2014-10-21,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kaytetye Alyawarr Awenyerraperte Ingkerr-wenh Aboriginal Corporation RNTBC,DC2001/069,18567.1089,2021-02-08,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2014/2014fca1088,NT,,2025-04-03,Claimant,135.17517480090658,-21.453346321466093
DCD2015/001,Spring Creek Pastoral Lease,NTD33/2013,Durrayjaba v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/012,2344.608,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1242,NT,,2025-04-03,Claimant,136.43687580455162,-16.419089915805017
DCD2015/002,Pungalina Pastoral Lease,NTD23/2013,Charlie v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/006,1948.3808,2015-12-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1237,NT,,2025-04-03,Claimant,137.35043513004317,-16.653286854946938
DCD2015/003,Wollogorang Pastoral Lease,NTD25/2013,Peter v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/008,5735.021,2015-12-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1238,NT,,2025-04-03,Claimant,137.78982043181776,-17.004023657460717
DCD2015/004,Seven Emu Pastoral Lease,NTD32/2013,Rory v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/010,2299.1182,2015-12-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1241,NT,,2025-04-03,Claimant,137.38509255859407,-16.30522375437006
DCD2015/005,Greenbank Pastoral Lease,NTD31/2013,Rory v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/011,1164.2523,2015-12-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1240,NT,,2025-04-03,Claimant,137.023756290822,-16.06382237111388
DCD2015/006,Manangoora Pastoral Lease,NTD30/2013,McDinny v Northern Territory of Australia,2015-11-24,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2013/013,1484.9124,2020-11-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1239,NT,,2025-04-03,Claimant,136.67054476516068,-16.0549741701358
DCD2015/007,Kiana Pastoral Lease,NTD3/2014,Jurluba v Northern Territory of Australia,2015-11-26,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2014/001,3323.6293,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1248,NT,,2025-04-03,Claimant,136.4000769168683,-17.278672510000057
DCD2015/008,McArthur River Pastoral Lease,"NTD17/2014, NTD14/2021",Top End (Default PBC/CLA) Aboriginal Corporation RNTBC v Northern Territory of Australia & Ors,2015-11-26,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,"DC2014/003, DR2021/001",7226.7338,2020-11-11,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2022/2022fca0074,NT,,2025-04-03,Claimant,136.0570798423185,-16.404625538259165
DCD2015/009,Calvert Hills Pastoral Lease,NTD25/2014,Jack v Northern Territory of Australia,2015-11-26,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2014/005,4944.0623,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1250,NT,,2025-04-03,Claimant,137.256560996448,-17.207559225585513
DCD2015/010,Mallapunyah Springs Pastoral Lease,NTD26/2014,Miller v Northern Territory,2015-11-26,2016-05-03,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2014/006,4341.939,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1251,NT,,2025-04-03,Claimant,135.62123500396387,-17.26526190972643
DCD2015/011,Walhallow Pastoral Lease,NTD27/2014,Green v Northern Territory of Australia,2015-11-26,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2014/007,3577.4843,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1252,NT,,2025-04-03,Claimant,135.62246136238335,-17.673138874491308
DCD2015/012,Gilnockie Pastoral Lease,NTD21/2011,Largut v Northern Territory of Australia,2015-11-27,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/005,709.6348,2015-12-07,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1269,NT,,2025-04-03,Claimant,132.415158524762,-15.933689197489247
DCD2015/013,Banjo Pastoral Lease,NTD45/2011,Brown v Northern Territory of Australia,2015-11-27,2015-12-09,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC2011/022,575.2355,2025-03-28,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2015/2015fca1268,NT,,2025-04-03,Claimant,132.20025389554962,-15.7450564988203
DCD2016/001,Stirling/Neutral Junction Pastoral Lease,NTD17/2011,Pwerle v Northern Territory,2016-04-07,2016-04-15,Consent,In effect - Finalised,Native title exists in parts of the determination area,Eynewantheyne Aboriginal Corporation RNTBC,DC2011/002,10425.9228,2021-02-08,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0304,NT,,2025-04-03,Claimant,133.70200320184045,-21.44298549842378
DCD2016/002,Narwietooma,NTD6/2013,"Katakarinja on behalf of Imperlknge, Urlatherrke, Parerrule, Yaperlpe, Urlampe, Lwekerreye and Ilewerr landholding groups and those persons with rights and interests in the area of land and waters known as Kwerlerrethe v Northern Territory of Australia",2016-06-15,2016-06-29,Consent,In effect - Finalised,Native title exists in parts of the determination area,WALA Aboriginal Corporation RNTBC,DC2013/001,2628.5895,2020-09-04,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0685,NT,,2025-04-03,Claimant,132.5877671616768,-23.253442855401875
DCD2016/003,Mt Denison Pastoral Lease,NTD27/2013,"Ngal/Jangala on behalf of the Rrwerk/Mamp/Arrwek, Yinjirrpikurlangu, Janyinpartinya, Yanarilyi/Anerely and Ngarliyikirlangu landholding groups v Northern Territory of Australia",2016-06-16,2016-06-30,Consent,In effect - Finalised,Native title exists in parts of the determination area,Mt Denison Aboriginal Corporation RNTBC,DC2013/009,2702.3681,2016-06-29,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0684,NT,,2025-04-03,Claimant,132.1296535787225,-21.983647542986496
DCD2016/004,Town of Borroloola,"NTD6014/2000, NTD6003/2003",Rrumburriya Borroloola Claim Group v Northern Territory of Australia (No 2),2016-08-11,2016-08-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,"DC2000/013, DC2003/003",10.0836,2016-08-25,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca0908,NT,,2025-04-03,Claimant,136.30955429558472,-16.070417364053668
DCD2016/005,Jabiru Township,NTD6027/1998,Margarula on behalf of the Mirarr People v Northern Territory of Australia,2016-08-24,2017-04-20,Consent,In effect - Finalised,Native title exists in parts of the determination area,Top End (Default PBC/CLA) Aboriginal Corporation RNTBC,DC1997/007,12.9853,2018-11-16,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2016/2016fca1018,NT,,2025-04-03,Claimant,132.83703121707984,-12.669720687355715
DCD2017/001,Aileron Pastoral Lease,NTD8/2014,"Ngwarray on behalf of the members of the Alhankerr, Atwel/Alkwepetye, Ilkewarn, Kwaty, Mpweringke, Ntyerlkem/Urapentye and Tywerl Landholding Groups v Northern Territory of Australia",2017-04-05,2017-04-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Irretyepwenty Ywentent Pwert Aboriginal Corporation RNTBC,DC2014/002,4001.2926,2021-02-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0337,NT,,2025-04-03,Claimant,133.4397806276008,-22.797117336580015
DCD2017/002,Aileron (Nolan's Bore),NTD20/2007,Penangk on behalf of the members of the Kwaty and Tywerl Landholding Groups v Northern Territory of Australia,2017-04-05,2017-04-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Kwaty Aboriginal Corporation RNTBC,DC2007/002,211.1656,2021-02-03,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0336,NT,,2025-04-03,Claimant,133.1849458577098,-22.563893316738206
DCD2017/003,Mt Riddock Pastoral Lease,NTD61/2015,"Bloomfield on behalf of the members of the Akerte, Atwele, Irrerlerre, Ulpmerre and Warrtharre Landholding Groups v Northern Territory of Australia",2017-04-06,2017-04-18,Consent,In effect - Finalised,Native title exists in parts of the determination area,Tywele Aboriginal Corporation RNTBC,DC2015/006,2697.1164,2017-04-19,https://www.judgments.fedcourt.gov.au/judgments/Judgments/fca/single/2017/2017fca0335,NT,,2025-04-03,Claimant,134.81576714997865,-22.995459788938028
