sex,year,characteristic,subcategory,location,unit,value
Females,2020,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Females,2020,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Females,2020,Time to report,Less than 1 year to report,Northern Territory,Number,79
Females,2020,Time to report,1 to less than 2 years to report,Northern Territory,Number,3
Females,2020,Time to report,2 to less than 5 years to report,Northern Territory,Number,6
Females,2020,Time to report,5 to less than 10 years to report,Northern Territory,Number,9
Females,2020,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Females,2020,Time to report,20 years and over to report,Northern Territory,Number,3
Females,2020,Relationship of offender to victim,Intimate partner,Northern Territory,Number,36
Females,2020,Relationship of offender to victim,Current partner,Northern Territory,Number,16
Females,2020,Relationship of offender to victim,Ex-partner,Northern Territory,Number,18
Females,2020,Relationship of offender to victim,Parent,Northern Territory,Number,13
Persons,2020,Age at incident (victim),0–9 years at incident,Northern Territory,Number,17
Persons,2020,Age at incident (victim),10–17 years at incident,Northern Territory,Number,34
Persons,2020,Age at incident (victim),18–24 years at incident,Northern Territory,Number,15
Persons,2020,Age at incident (victim),25–34 years at incident,Northern Territory,Number,17
Persons,2020,Age at incident (victim),35–44 years at incident,Northern Territory,Number,19
Persons,2020,Age at incident (victim),45–54 years at incident,Northern Territory,Number,3
Persons,2020,Age at incident (victim),55–64 years at incident,Northern Territory,Number,0
Persons,2020,Age at incident (victim),65 years and over at incident,Northern Territory,Number,0
Persons,2020,Time to report,Less than 1 year to report,Northern Territory,Number,84
Persons,2020,Time to report,1 to less than 2 years to report,Northern Territory,Number,4
Persons,2020,Time to report,2 to less than 5 years to report,Northern Territory,Number,9
Persons,2020,Time to report,5 to less than 10 years to report,Northern Territory,Number,9
Persons,2020,Time to report,10 to less than 20 years to report,Northern Territory,Number,0
Persons,2020,Time to report,20 years and over to report,Northern Territory,Number,3
Persons,2020,Relationship of offender to victim,Intimate partner,Northern Territory,Number,41
Persons,2020,Relationship of offender to victim,Current partner,Northern Territory,Number,22
Persons,2020,Relationship of offender to victim,Ex-partner,Northern Territory,Number,18
Persons,2020,Relationship of offender to victim,Parent,Northern Territory,Number,13
Males,2020,Age at incident (victim),0–9 years at incident,Australia,Number,841
Males,2020,Age at incident (victim),10–17 years at incident,Australia,Number,396
Males,2020,Age at incident (victim),18–24 years at incident,Australia,Number,48
Males,2020,Age at incident (victim),25–34 years at incident,Australia,Number,52
Males,2020,Age at incident (victim),35–44 years at incident,Australia,Number,37
Males,2020,Age at incident (victim),45–54 years at incident,Australia,Number,19
Males,2020,Age at incident (victim),55–64 years at incident,Australia,Number,9
Males,2020,Age at incident (victim),65 years and over at incident,Australia,Number,3
Males,2020,Time to report,Less than 1 year to report,Australia,Number,777
Males,2020,Time to report,1 to less than 2 years to report,Australia,Number,94
Males,2020,Time to report,2 to less than 5 years to report,Australia,Number,151
Males,2020,Time to report,5 to less than 10 years to report,Australia,Number,115
Males,2020,Time to report,10 to less than 20 years to report,Australia,Number,83
Males,2020,Time to report,20 years and over to report,Australia,Number,194
Females,2020,Age at incident (victim),0–9 years at incident,Australia,Number,2533
Females,2020,Age at incident (victim),10–17 years at incident,Australia,Number,3151
Females,2020,Age at incident (victim),18–24 years at incident,Australia,Number,925
Females,2020,Age at incident (victim),25–34 years at incident,Australia,Number,1015
Females,2020,Age at incident (victim),35–44 years at incident,Australia,Number,661
Females,2020,Age at incident (victim),45–54 years at incident,Australia,Number,324
Females,2020,Age at incident (victim),55–64 years at incident,Australia,Number,72
Females,2020,Age at incident (victim),65 years and over at incident,Australia,Number,30
Females,2020,Time to report,Less than 1 year to report,Australia,Number,4915
Females,2020,Time to report,1 to less than 2 years to report,Australia,Number,740
Females,2020,Time to report,2 to less than 5 years to report,Australia,Number,950
Females,2020,Time to report,5 to less than 10 years to report,Australia,Number,833
Females,2020,Time to report,10 to less than 20 years to report,Australia,Number,633
Females,2020,Time to report,20 years and over to report,Australia,Number,666
Persons,2020,Age at incident (victim),0–9 years at incident,Australia,Number,3385
Persons,2020,Age at incident (victim),10–17 years at incident,Australia,Number,3555
Persons,2020,Age at incident (victim),18–24 years at incident,Australia,Number,973
Persons,2020,Age at incident (victim),25–34 years at incident,Australia,Number,1065
Persons,2020,Age at incident (victim),35–44 years at incident,Australia,Number,699
Persons,2020,Age at incident (victim),45–54 years at incident,Australia,Number,343
Persons,2020,Age at incident (victim),55–64 years at incident,Australia,Number,77
Persons,2020,Age at incident (victim),65 years and over at incident,Australia,Number,32
Persons,2020,Time to report,Less than 1 year to report,Australia,Number,5702
Persons,2020,Time to report,1 to less than 2 years to report,Australia,Number,833
Persons,2020,Time to report,2 to less than 5 years to report,Australia,Number,1100
Persons,2020,Time to report,5 to less than 10 years to report,Australia,Number,951
Persons,2020,Time to report,10 to less than 20 years to report,Australia,Number,712
Persons,2020,Time to report,20 years and over to report,Australia,Number,865
Males,2021,Age at incident (victim),0–9 years at incident,New South Wales,Number,417
Males,2021,Age at incident (victim),10–17 years at incident,New South Wales,Number,178
Males,2021,Age at incident (victim),18–24 years at incident,New South Wales,Number,32
Males,2021,Age at incident (victim),25–34 years at incident,New South Wales,Number,26
Males,2021,Age at incident (victim),35–44 years at incident,New South Wales,Number,21
Males,2021,Age at incident (victim),45–54 years at incident,New South Wales,Number,8
Males,2021,Age at incident (victim),55–64 years at incident,New South Wales,Number,0
Males,2021,Age at incident (victim),65 years and over at incident,New South Wales,Number,0
Males,2021,Time to report,Less than 1 year to report,New South Wales,Number,390
Males,2021,Time to report,1 to less than 2 years to report,New South Wales,Number,45
Males,2021,Time to report,2 to less than 5 years to report,New South Wales,Number,54
Males,2021,Time to report,5 to less than 10 years to report,New South Wales,Number,51
Males,2021,Time to report,10 to less than 20 years to report,New South Wales,Number,31
Males,2021,Time to report,20 years and over to report,New South Wales,Number,103
Males,2021,Relationship of offender to victim,Intimate partner,New South Wales,Number,74
Males,2021,Relationship of offender to victim,Current partner,New South Wales,Number,51
Males,2021,Relationship of offender to victim,Ex-partner,New South Wales,Number,19
Males,2021,Relationship of offender to victim,Parent,New South Wales,Number,223
Females,2021,Age at incident (victim),0–9 years at incident,New South Wales,Number,1199
Females,2021,Age at incident (victim),10–17 years at incident,New South Wales,Number,1613
Females,2021,Age at incident (victim),18–24 years at incident,New South Wales,Number,411
Females,2021,Age at incident (victim),25–34 years at incident,New South Wales,Number,354
Females,2021,Age at incident (victim),35–44 years at incident,New South Wales,Number,269
Females,2021,Age at incident (victim),45–54 years at incident,New South Wales,Number,116
Females,2021,Age at incident (victim),55–64 years at incident,New South Wales,Number,27
Females,2021,Age at incident (victim),65 years and over at incident,New South Wales,Number,23
Females,2021,Time to report,Less than 1 year to report,New South Wales,Number,2298
Females,2021,Time to report,1 to less than 2 years to report,New South Wales,Number,296
Females,2021,Time to report,2 to less than 5 years to report,New South Wales,Number,375
Females,2021,Time to report,5 to less than 10 years to report,New South Wales,Number,367
Females,2021,Time to report,10 to less than 20 years to report,New South Wales,Number,269
Females,2021,Time to report,20 years and over to report,New South Wales,Number,398
Females,2021,Relationship of offender to victim,Intimate partner,New South Wales,Number,1621
Females,2021,Relationship of offender to victim,Current partner,New South Wales,Number,1201
Females,2021,Relationship of offender to victim,Ex-partner,New South Wales,Number,419
Females,2021,Relationship of offender to victim,Parent,New South Wales,Number,847
Persons,2021,Age at incident (victim),0–9 years at incident,New South Wales,Number,1615
Persons,2021,Age at incident (victim),10–17 years at incident,New South Wales,Number,1791
