sex,year,offence,location,unit,value
Persons,2022,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2022,Assault,Western Australia,Proportion (%) of total victims,64.3
Persons,2022,Assault,South Australia,Proportion (%) of total victims,48.6
Persons,2022,Assault,Tasmania,Proportion (%) of total victims,45.5
Persons,2022,Assault,Australian Capital Territory,Proportion (%) of total victims,39.7
Persons,2022,Assault,Northern Territory,Proportion (%) of total victims,65.2
Persons,2022,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2022,Homicide and related offences,New South Wales,Proportion (%) of total victims,36.7
Persons,2022,Homicide and related offences,Victoria,Proportion (%) of total victims,33.7
Persons,2022,Homicide and related offences,Queensland,Proportion (%) of total victims,26.4
Persons,2022,Homicide and related offences,Western Australia,Proportion (%) of total victims,36.7
Persons,2022,Homicide and related offences,South Australia,Proportion (%) of total victims,51.7
Persons,2022,Homicide and related offences,Tasmania,Proportion (%) of total victims,25
Persons,2022,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,66.7
Persons,2022,Homicide and related offences,Northern Territory,Proportion (%) of total victims,53.3
Persons,2022,Homicide and related offences,Australia,Proportion (%) of total victims,33.7
Persons,2022,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,33.8
Persons,2022,Kidnapping/abduction,Victoria,Proportion (%) of total victims,26.1
Persons,2022,Kidnapping/abduction,Queensland,Proportion (%) of total victims,30.2
Persons,2022,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Persons,2022,Kidnapping/abduction,South Australia,Proportion (%) of total victims,46.3
Persons,2022,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Persons,2022,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2022,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,60
Persons,2022,Kidnapping/abduction,Australia,Proportion (%) of total victims,32.1
Persons,2022,Sexual assault,New South Wales,Proportion (%) of total victims,37.7
Persons,2022,Sexual assault,Victoria,Proportion (%) of total victims,40.3
Persons,2022,Sexual assault,Queensland,Proportion (%) of total victims,34.9
Persons,2022,Sexual assault,Western Australia,Proportion (%) of total victims,27.4
Persons,2022,Sexual assault,South Australia,Proportion (%) of total victims,35.4
Persons,2022,Sexual assault,Tasmania,Proportion (%) of total victims,44.6
Persons,2022,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,34.2
Persons,2022,Sexual assault,Northern Territory,Proportion (%) of total victims,31.5
Persons,2022,Sexual assault,Australia,Proportion (%) of total victims,36.4
Persons,2023,Assault,New South Wales,Proportion (%) of total victims,47.5
Persons,2023,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2023,Assault,Queensland,Proportion (%) of total victims,60.7
Persons,2023,Assault,Western Australia,Proportion (%) of total victims,63.6
Persons,2023,Assault,South Australia,Proportion (%) of total victims,48.8
Persons,2023,Assault,Tasmania,Proportion (%) of total victims,44.5
Persons,2023,Assault,Australian Capital Territory,Proportion (%) of total victims,41.8
Persons,2023,Assault,Northern Territory,Proportion (%) of total victims,66.6
Persons,2023,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2023,Homicide and related offences,New South Wales,Proportion (%) of total victims,55.7
Persons,2023,Homicide and related offences,Victoria,Proportion (%) of total victims,35.2
Persons,2023,Homicide and related offences,Queensland,Proportion (%) of total victims,36.9
Persons,2023,Homicide and related offences,Western Australia,Proportion (%) of total victims,26.5
Persons,2023,Homicide and related offences,South Australia,Proportion (%) of total victims,25
Persons,2023,Homicide and related offences,Tasmania,Proportion (%) of total victims,35.7
Persons,2023,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,100
Persons,2023,Homicide and related offences,Northern Territory,Proportion (%) of total victims,54.5
Persons,2023,Homicide and related offences,Australia,Proportion (%) of total victims,39.2
Persons,2023,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,37.5
Persons,2023,Kidnapping/abduction,Victoria,Proportion (%) of total victims,25
Persons,2023,Kidnapping/abduction,Queensland,Proportion (%) of total victims,27
Persons,2023,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,42.1
Persons,2023,Kidnapping/abduction,South Australia,Proportion (%) of total victims,52.3
Persons,2023,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Persons,2023,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Persons,2023,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2023,Kidnapping/abduction,Australia,Proportion (%) of total victims,33.9
Persons,2023,Sexual assault,New South Wales,Proportion (%) of total victims,40.9
Persons,2023,Sexual assault,Victoria,Proportion (%) of total victims,39.8
Persons,2023,Sexual assault,Queensland,Proportion (%) of total victims,39.8
Persons,2023,Sexual assault,Western Australia,Proportion (%) of total victims,28
Persons,2023,Sexual assault,South Australia,Proportion (%) of total victims,35.9
Persons,2023,Sexual assault,Tasmania,Proportion (%) of total victims,40.7
Persons,2023,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,32
Persons,2023,Sexual assault,Northern Territory,Proportion (%) of total victims,25.8
Persons,2023,Sexual assault,Australia,Proportion (%) of total victims,38.7
Persons,2024,Assault,New South Wales,Proportion (%) of total victims,48.6
Persons,2024,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2024,Assault,Queensland,Proportion (%) of total victims,59.9
Persons,2024,Assault,Western Australia,Proportion (%) of total victims,64.7
Persons,2024,Assault,South Australia,Proportion (%) of total victims,50.9
Persons,2024,Assault,Tasmania,Proportion (%) of total victims,45.3
Persons,2024,Assault,Australian Capital Territory,Proportion (%) of total victims,41.1
Persons,2024,Assault,Northern Territory,Proportion (%) of total victims,64.2
Persons,2024,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2024,Homicide and related offences,New South Wales,Proportion (%) of total victims,37.9
Persons,2024,Homicide and related offences,Victoria,Proportion (%) of total victims,33
Persons,2024,Homicide and related offences,Queensland,Proportion (%) of total victims,45.7
Persons,2024,Homicide and related offences,Western Australia,Proportion (%) of total victims,40
Persons,2024,Homicide and related offences,South Australia,Proportion (%) of total victims,31.4
Persons,2024,Homicide and related offences,Tasmania,Proportion (%) of total victims,60
Persons,2024,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,42.9
Persons,2024,Homicide and related offences,Northern Territory,Proportion (%) of total victims,77.8
Persons,2024,Homicide and related offences,Australia,Proportion (%) of total victims,39.1
Persons,2024,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,32
Persons,2024,Kidnapping/abduction,Victoria,Proportion (%) of total victims,22.8
Persons,2024,Kidnapping/abduction,Queensland,Proportion (%) of total victims,13
Persons,2024,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,17.6
Persons,2024,Kidnapping/abduction,South Australia,Proportion (%) of total victims,51.4
Persons,2024,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Persons,2024,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2024,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,0
Persons,2024,Kidnapping/abduction,Australia,Proportion (%) of total victims,27.9
Persons,2024,Sexual assault,New South Wales,Proportion (%) of total victims,42.5
Persons,2024,Sexual assault,Victoria,Proportion (%) of total victims,41.4
Persons,2024,Sexual assault,Queensland,Proportion (%) of total victims,42.2
Persons,2024,Sexual assault,Western Australia,Proportion (%) of total victims,30.7
Persons,2024,Sexual assault,South Australia,Proportion (%) of total victims,37.7
Persons,2024,Sexual assault,Tasmania,Proportion (%) of total victims,50.1
Persons,2024,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,37.4
Persons,2024,Sexual assault,Northern Territory,Proportion (%) of total victims,15.3
Persons,2024,Sexual assault,Australia,Proportion (%) of total victims,40.6
Females,2014,Assault,New South Wales,"Victimisation rate (number per 100,000)",526.4
Females,2014,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Females,2014,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Females,2014,Assault,Western Australia,"Victimisation rate (number per 100,000)",851.4
Females,2014,Assault,South Australia,"Victimisation rate (number per 100,000)",603.8
Females,2014,Assault,Tasmania,"Victimisation rate (number per 100,000)",349.2
Females,2014,Assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",245
Females,2014,Assault,Northern Territory,"Victimisation rate (number per 100,000)",3007.40
Females,2014,Assault,Australia,"Victimisation rate (number per 100,000)",n.a.
Females,2014,Homicide and related offences,New South Wales,"Victimisation rate (number per 100,000)",0.8
Females,2014,Homicide and related offences,Victoria,"Victimisation rate (number per 100,000)",0.6
Females,2014,Homicide and related offences,Queensland,"Victimisation rate (number per 100,000)",1.1
Females,2014,Homicide and related offences,Western Australia,"Victimisation rate (number per 100,000)",0.4
Females,2014,Homicide and related offences,South Australia,"Victimisation rate (number per 100,000)",0.6
Females,2014,Homicide and related offences,Tasmania,"Victimisation rate (number per 100,000)",0
Females,2014,Homicide and related offences,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Females,2014,Homicide and related offences,Northern Territory,"Victimisation rate (number per 100,000)",2.6
Females,2014,Homicide and related offences,Australia,"Victimisation rate (number per 100,000)",0.8
Females,2014,Kidnapping/abduction,New South Wales,"Victimisation rate (number per 100,000)",1.1
Females,2014,Kidnapping/abduction,Victoria,"Victimisation rate (number per 100,000)",0.6
Females,2014,Kidnapping/abduction,Queensland,"Victimisation rate (number per 100,000)",0.1
Females,2014,Kidnapping/abduction,Western Australia,"Victimisation rate (number per 100,000)",0
Females,2014,Kidnapping/abduction,South Australia,"Victimisation rate (number per 100,000)",2.3
Females,2014,Kidnapping/abduction,Tasmania,"Victimisation rate (number per 100,000)",0
Females,2014,Kidnapping/abduction,Australian Capital Territory,"Victimisation rate (number per 100,000)",0
Females,2014,Kidnapping/abduction,Northern Territory,"Victimisation rate (number per 100,000)",0
Females,2014,Kidnapping/abduction,Australia,"Victimisation rate (number per 100,000)",0.8
Females,2014,Sexual assault,New South Wales,"Victimisation rate (number per 100,000)",64.7
Females,2014,Sexual assault,Victoria,"Victimisation rate (number per 100,000)",39
Females,2014,Sexual assault,Queensland,"Victimisation rate (number per 100,000)",42.4
Females,2014,Sexual assault,Western Australia,"Victimisation rate (number per 100,000)",37.7
Females,2014,Sexual assault,South Australia,"Victimisation rate (number per 100,000)",60.8
Females,2014,Sexual assault,Tasmania,"Victimisation rate (number per 100,000)",27.5
Females,2014,Sexual assault,Australian Capital Territory,"Victimisation rate (number per 100,000)",20.9
Females,2014,Sexual assault,Northern Territory,"Victimisation rate (number per 100,000)",87.2
Females,2014,Sexual assault,Australia,"Victimisation rate (number per 100,000)",49.2
Females,2015,Assault,New South Wales,"Victimisation rate (number per 100,000)",529.7
Females,2015,Assault,Victoria,"Victimisation rate (number per 100,000)",n.a.
Females,2015,Assault,Queensland,"Victimisation rate (number per 100,000)",n.p.
Females,2015,Assault,Western Australia,"Victimisation rate (number per 100,000)",1051.50
Females,2015,Assault,South Australia,"Victimisation rate (number per 100,000)",689.8
Females,2015,Assault,Tasmania,"Victimisation rate (number per 100,000)",358.4
