sex,year,offence,location,unit,value
Males,2022,Homicide and related offences,Tasmania,Proportion (%) of total victims,21.4
Males,2022,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,75
Males,2022,Homicide and related offences,Northern Territory,Proportion (%) of total victims,33.3
Males,2022,Homicide and related offences,Australia,Proportion (%) of total victims,21.3
Males,2022,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,14
Males,2022,Kidnapping/abduction,Victoria,Proportion (%) of total victims,4.5
Males,2022,Kidnapping/abduction,Queensland,Proportion (%) of total victims,27.8
Males,2022,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Males,2022,Kidnapping/abduction,South Australia,Proportion (%) of total victims,0
Males,2022,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Males,2022,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Males,2022,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Males,2022,Kidnapping/abduction,Australia,Proportion (%) of total victims,10.6
Males,2022,Sexual assault,New South Wales,Proportion (%) of total victims,24.6
Males,2022,Sexual assault,Victoria,Proportion (%) of total victims,26.4
Males,2022,Sexual assault,Queensland,Proportion (%) of total victims,26.5
Males,2022,Sexual assault,Western Australia,Proportion (%) of total victims,22.7
Males,2022,Sexual assault,South Australia,Proportion (%) of total victims,25.3
Males,2022,Sexual assault,Tasmania,Proportion (%) of total victims,29.5
Males,2022,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,18.8
Males,2022,Sexual assault,Northern Territory,Proportion (%) of total victims,18.4
Males,2022,Sexual assault,Australia,Proportion (%) of total victims,25
Males,2023,Assault,New South Wales,Proportion (%) of total victims,32.5
Males,2023,Assault,Victoria,Proportion (%) of total victims,n.a.
Males,2023,Assault,Queensland,Proportion (%) of total victims,43.8
Males,2023,Assault,Western Australia,Proportion (%) of total victims,43.9
Males,2023,Assault,South Australia,Proportion (%) of total victims,29.8
Males,2023,Assault,Tasmania,Proportion (%) of total victims,27.1
Males,2023,Assault,Australian Capital Territory,Proportion (%) of total victims,25.9
Males,2023,Assault,Northern Territory,Proportion (%) of total victims,41.5
Males,2023,Assault,Australia,Proportion (%) of total victims,n.a.
Males,2023,Homicide and related offences,New South Wales,Proportion (%) of total victims,35.2
Males,2023,Homicide and related offences,Victoria,Proportion (%) of total victims,22.4
Males,2023,Homicide and related offences,Queensland,Proportion (%) of total victims,20
Males,2023,Homicide and related offences,Western Australia,Proportion (%) of total victims,25
Males,2023,Homicide and related offences,South Australia,Proportion (%) of total victims,17.9
Males,2023,Homicide and related offences,Tasmania,Proportion (%) of total victims,57.1
Males,2023,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,n.a.
Males,2023,Homicide and related offences,Northern Territory,Proportion (%) of total victims,0
Males,2023,Homicide and related offences,Australia,Proportion (%) of total victims,23.9
Males,2023,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,9.9
Males,2023,Kidnapping/abduction,Victoria,Proportion (%) of total victims,15.9
Males,2023,Kidnapping/abduction,Queensland,Proportion (%) of total victims,18.8
Males,2023,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,30
Males,2023,Kidnapping/abduction,South Australia,Proportion (%) of total victims,16.7
Males,2023,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Males,2023,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Males,2023,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Males,2023,Kidnapping/abduction,Australia,Proportion (%) of total victims,14.6
Males,2023,Sexual assault,New South Wales,Proportion (%) of total victims,30.9
Males,2023,Sexual assault,Victoria,Proportion (%) of total victims,28.1
Males,2023,Sexual assault,Queensland,Proportion (%) of total victims,27
Males,2023,Sexual assault,Western Australia,Proportion (%) of total victims,20
Males,2023,Sexual assault,South Australia,Proportion (%) of total victims,21.9
Males,2023,Sexual assault,Tasmania,Proportion (%) of total victims,32.1
Males,2023,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,23.1
Males,2023,Sexual assault,Northern Territory,Proportion (%) of total victims,12.2
Males,2023,Sexual assault,Australia,Proportion (%) of total victims,28.4
Males,2024,Assault,New South Wales,Proportion (%) of total victims,33.3
Males,2024,Assault,Victoria,Proportion (%) of total victims,n.a.
Males,2024,Assault,Queensland,Proportion (%) of total victims,43.5
Males,2024,Assault,Western Australia,Proportion (%) of total victims,45.8
Males,2024,Assault,South Australia,Proportion (%) of total victims,31.9
Males,2024,Assault,Tasmania,Proportion (%) of total victims,25.3
Males,2024,Assault,Australian Capital Territory,Proportion (%) of total victims,25.5
Males,2024,Assault,Northern Territory,Proportion (%) of total victims,39.5
Males,2024,Assault,Australia,Proportion (%) of total victims,n.a.
Males,2024,Homicide and related offences,New South Wales,Proportion (%) of total victims,24.1
Males,2024,Homicide and related offences,Victoria,Proportion (%) of total victims,18.9
Males,2024,Homicide and related offences,Queensland,Proportion (%) of total victims,29.6
Males,2024,Homicide and related offences,Western Australia,Proportion (%) of total victims,21.4
Males,2024,Homicide and related offences,South Australia,Proportion (%) of total victims,10.7
Males,2024,Homicide and related offences,Tasmania,Proportion (%) of total victims,37.5
Males,2024,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Males,2024,Homicide and related offences,Northern Territory,Proportion (%) of total victims,n.a.
Males,2024,Homicide and related offences,Australia,Proportion (%) of total victims,26.1
Males,2024,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,6.3
Males,2024,Kidnapping/abduction,Victoria,Proportion (%) of total victims,8
Males,2024,Kidnapping/abduction,Queensland,Proportion (%) of total victims,18.8
Males,2024,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,0
Males,2024,Kidnapping/abduction,South Australia,Proportion (%) of total victims,21.4
Males,2024,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Males,2024,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Males,2024,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,0
Males,2024,Kidnapping/abduction,Australia,Proportion (%) of total victims,9.8
Males,2024,Sexual assault,New South Wales,Proportion (%) of total victims,28.1
Males,2024,Sexual assault,Victoria,Proportion (%) of total victims,27.9
Males,2024,Sexual assault,Queensland,Proportion (%) of total victims,28.9
Males,2024,Sexual assault,Western Australia,Proportion (%) of total victims,21.1
Males,2024,Sexual assault,South Australia,Proportion (%) of total victims,21.8
Males,2024,Sexual assault,Tasmania,Proportion (%) of total victims,27.2
Males,2024,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,32.7
Males,2024,Sexual assault,Northern Territory,Proportion (%) of total victims,0
Males,2024,Sexual assault,Australia,Proportion (%) of total victims,27.2
Persons,2014,Assault,New South Wales,Proportion (%) of total victims,45
Persons,2014,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2014,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2014,Assault,Western Australia,Proportion (%) of total victims,58.4
Persons,2014,Assault,South Australia,Proportion (%) of total victims,42
Persons,2014,Assault,Tasmania,Proportion (%) of total victims,41.3
Persons,2014,Assault,Australian Capital Territory,Proportion (%) of total victims,37
Persons,2014,Assault,Northern Territory,Proportion (%) of total victims,59.1
Persons,2014,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2014,Homicide and related offences,New South Wales,Proportion (%) of total victims,44.9
Persons,2014,Homicide and related offences,Victoria,Proportion (%) of total victims,34.9
Persons,2014,Homicide and related offences,Queensland,Proportion (%) of total victims,40.7
Persons,2014,Homicide and related offences,Western Australia,Proportion (%) of total victims,30.6
Persons,2014,Homicide and related offences,South Australia,Proportion (%) of total victims,37.8
Persons,2014,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
Persons,2014,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2014,Homicide and related offences,Northern Territory,Proportion (%) of total victims,30.8
Persons,2014,Homicide and related offences,Australia,Proportion (%) of total victims,38.5
Persons,2014,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,25.2
Persons,2014,Kidnapping/abduction,Victoria,Proportion (%) of total victims,19.7
Persons,2014,Kidnapping/abduction,Queensland,Proportion (%) of total victims,16.1
Persons,2014,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,13
Persons,2014,Kidnapping/abduction,South Australia,Proportion (%) of total victims,34.3
Persons,2014,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2014,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2014,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2014,Kidnapping/abduction,Australia,Proportion (%) of total victims,23.6
Persons,2014,Sexual assault,New South Wales,Proportion (%) of total victims,37.2
Persons,2014,Sexual assault,Victoria,Proportion (%) of total victims,31.8
Persons,2014,Sexual assault,Queensland,Proportion (%) of total victims,29.9
Persons,2014,Sexual assault,Western Australia,Proportion (%) of total victims,28
Persons,2014,Sexual assault,South Australia,Proportion (%) of total victims,38.3
Persons,2014,Sexual assault,Tasmania,Proportion (%) of total victims,37
Persons,2014,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,24.6
Persons,2014,Sexual assault,Northern Territory,Proportion (%) of total victims,27.7
Persons,2014,Sexual assault,Australia,Proportion (%) of total victims,33.6
Persons,2015,Assault,New South Wales,Proportion (%) of total victims,46.8
Persons,2015,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2015,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2015,Assault,Western Australia,Proportion (%) of total victims,62.3
Persons,2015,Assault,South Australia,Proportion (%) of total victims,44.8
Persons,2015,Assault,Tasmania,Proportion (%) of total victims,40.8
Persons,2015,Assault,Australian Capital Territory,Proportion (%) of total victims,36.8
Persons,2015,Assault,Northern Territory,Proportion (%) of total victims,58.6
Persons,2015,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2015,Homicide and related offences,New South Wales,Proportion (%) of total victims,30.8
Persons,2015,Homicide and related offences,Victoria,Proportion (%) of total victims,42.9
Persons,2015,Homicide and related offences,Queensland,Proportion (%) of total victims,34.7
Persons,2015,Homicide and related offences,Western Australia,Proportion (%) of total victims,35.4
Persons,2015,Homicide and related offences,South Australia,Proportion (%) of total victims,37.1
Persons,2015,Homicide and related offences,Tasmania,Proportion (%) of total victims,100
Persons,2015,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,42.9
Persons,2015,Homicide and related offences,Northern Territory,Proportion (%) of total victims,87.5
Persons,2015,Homicide and related offences,Australia,Proportion (%) of total victims,39.2
Persons,2015,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,32.3
Persons,2015,Kidnapping/abduction,Victoria,Proportion (%) of total victims,15
Persons,2015,Kidnapping/abduction,Queensland,Proportion (%) of total victims,0
Persons,2015,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,34.5
Persons,2015,Kidnapping/abduction,South Australia,Proportion (%) of total victims,43.2
Persons,2015,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2015,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,75
Persons,2015,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,0
Persons,2015,Kidnapping/abduction,Australia,Proportion (%) of total victims,26.7
Persons,2015,Sexual assault,New South Wales,Proportion (%) of total victims,37.3
Persons,2015,Sexual assault,Victoria,Proportion (%) of total victims,35.5
Persons,2015,Sexual assault,Queensland,Proportion (%) of total victims,34.1
Persons,2015,Sexual assault,Western Australia,Proportion (%) of total victims,25
Persons,2015,Sexual assault,South Australia,Proportion (%) of total victims,39.4
Persons,2015,Sexual assault,Tasmania,Proportion (%) of total victims,34.9
Persons,2015,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,34.6
Persons,2015,Sexual assault,Northern Territory,Proportion (%) of total victims,29.9
Persons,2015,Sexual assault,Australia,Proportion (%) of total victims,35.2
Persons,2016,Assault,New South Wales,Proportion (%) of total victims,45.4
Persons,2016,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2016,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2016,Assault,Western Australia,Proportion (%) of total victims,64.2
Persons,2016,Assault,South Australia,Proportion (%) of total victims,45.8
Persons,2016,Assault,Tasmania,Proportion (%) of total victims,45
Persons,2016,Assault,Australian Capital Territory,Proportion (%) of total victims,40.8
Persons,2016,Assault,Northern Territory,Proportion (%) of total victims,58.7
Persons,2016,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2016,Homicide and related offences,New South Wales,Proportion (%) of total victims,43
Persons,2016,Homicide and related offences,Victoria,Proportion (%) of total victims,35.4
Persons,2016,Homicide and related offences,Queensland,Proportion (%) of total victims,32.5
Persons,2016,Homicide and related offences,Western Australia,Proportion (%) of total victims,60.7
Persons,2016,Homicide and related offences,South Australia,Proportion (%) of total victims,40
Persons,2016,Homicide and related offences,Tasmania,Proportion (%) of total victims,25
Persons,2016,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,80
Persons,2016,Homicide and related offences,Northern Territory,Proportion (%) of total victims,50
Persons,2016,Homicide and related offences,Australia,Proportion (%) of total victims,38.2
Persons,2016,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,25.5
Persons,2016,Kidnapping/abduction,Victoria,Proportion (%) of total victims,25.9
Persons,2016,Kidnapping/abduction,Queensland,Proportion (%) of total victims,17.9
Persons,2016,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,11.1
Persons,2016,Kidnapping/abduction,South Australia,Proportion (%) of total victims,36.4
Persons,2016,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2016,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2016,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2016,Kidnapping/abduction,Australia,Proportion (%) of total victims,26.9
Persons,2016,Sexual assault,New South Wales,Proportion (%) of total victims,37.4
Persons,2016,Sexual assault,Victoria,Proportion (%) of total victims,37.1
Persons,2016,Sexual assault,Queensland,Proportion (%) of total victims,32.9
Persons,2016,Sexual assault,Western Australia,Proportion (%) of total victims,27.6
Persons,2016,Sexual assault,South Australia,Proportion (%) of total victims,39.6
Persons,2016,Sexual assault,Tasmania,Proportion (%) of total victims,44.1
Persons,2016,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,32.4
Persons,2016,Sexual assault,Northern Territory,Proportion (%) of total victims,28
Persons,2016,Sexual assault,Australia,Proportion (%) of total victims,35.6
Persons,2017,Assault,New South Wales,Proportion (%) of total victims,44
Persons,2017,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2017,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2017,Assault,Western Australia,Proportion (%) of total victims,61.2
Persons,2017,Assault,South Australia,Proportion (%) of total victims,43.9
Persons,2017,Assault,Tasmania,Proportion (%) of total victims,44.8
Persons,2017,Assault,Australian Capital Territory,Proportion (%) of total victims,41.2
Persons,2017,Assault,Northern Territory,Proportion (%) of total victims,58
Persons,2017,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2017,Homicide and related offences,New South Wales,Proportion (%) of total victims,36.4
Persons,2017,Homicide and related offences,Victoria,Proportion (%) of total victims,24.1
Persons,2017,Homicide and related offences,Queensland,Proportion (%) of total victims,30
Persons,2017,Homicide and related offences,Western Australia,Proportion (%) of total victims,26.5
Persons,2017,Homicide and related offences,South Australia,Proportion (%) of total victims,44.9
Persons,2017,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
Persons,2017,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2017,Homicide and related offences,Northern Territory,Proportion (%) of total victims,87.5
Persons,2017,Homicide and related offences,Australia,Proportion (%) of total victims,30
Persons,2017,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,33.5
Persons,2017,Kidnapping/abduction,Victoria,Proportion (%) of total victims,29.2
Persons,2017,Kidnapping/abduction,Queensland,Proportion (%) of total victims,12.8
Persons,2017,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,28.6
Persons,2017,Kidnapping/abduction,South Australia,Proportion (%) of total victims,48.1
Persons,2017,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2017,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2017,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2017,Kidnapping/abduction,Australia,Proportion (%) of total victims,33.1
Persons,2017,Sexual assault,New South Wales,Proportion (%) of total victims,34.8
Persons,2017,Sexual assault,Victoria,Proportion (%) of total victims,34.6
Persons,2017,Sexual assault,Queensland,Proportion (%) of total victims,32.4
Persons,2017,Sexual assault,Western Australia,Proportion (%) of total victims,26.2
Persons,2017,Sexual assault,South Australia,Proportion (%) of total victims,40.6
Persons,2017,Sexual assault,Tasmania,Proportion (%) of total victims,38.5
Persons,2017,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,24.8
Persons,2017,Sexual assault,Northern Territory,Proportion (%) of total victims,32.9
Persons,2017,Sexual assault,Australia,Proportion (%) of total victims,33.6
Persons,2018,Assault,New South Wales,Proportion (%) of total victims,45.2
Persons,2018,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2018,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2018,Assault,Western Australia,Proportion (%) of total victims,62
Persons,2018,Assault,South Australia,Proportion (%) of total victims,44
Persons,2018,Assault,Tasmania,Proportion (%) of total victims,45.1
Persons,2018,Assault,Australian Capital Territory,Proportion (%) of total victims,37.2
Persons,2018,Assault,Northern Territory,Proportion (%) of total victims,59.2
Persons,2018,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2018,Homicide and related offences,New South Wales,Proportion (%) of total victims,36.3
Persons,2018,Homicide and related offences,Victoria,Proportion (%) of total victims,37.9
Persons,2018,Homicide and related offences,Queensland,Proportion (%) of total victims,25.6
Persons,2018,Homicide and related offences,Western Australia,Proportion (%) of total victims,58.7
Persons,2018,Homicide and related offences,South Australia,Proportion (%) of total victims,41.4
Persons,2018,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
Persons,2018,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,75
Persons,2018,Homicide and related offences,Northern Territory,Proportion (%) of total victims,33.3
Persons,2018,Homicide and related offences,Australia,Proportion (%) of total victims,37.1
Persons,2018,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,42.5
Persons,2018,Kidnapping/abduction,Victoria,Proportion (%) of total victims,20.5
Persons,2018,Kidnapping/abduction,Queensland,Proportion (%) of total victims,9.7
Persons,2018,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,42.9
Persons,2018,Kidnapping/abduction,South Australia,Proportion (%) of total victims,26.6
Persons,2018,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2018,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2018,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2018,Kidnapping/abduction,Australia,Proportion (%) of total victims,32.4
Persons,2018,Sexual assault,New South Wales,Proportion (%) of total victims,33.8
Persons,2018,Sexual assault,Victoria,Proportion (%) of total victims,36.7
Persons,2018,Sexual assault,Queensland,Proportion (%) of total victims,33.5
Persons,2018,Sexual assault,Western Australia,Proportion (%) of total victims,24.9
Persons,2018,Sexual assault,South Australia,Proportion (%) of total victims,37.4
Persons,2018,Sexual assault,Tasmania,Proportion (%) of total victims,41.2
Persons,2018,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,25.9
Persons,2018,Sexual assault,Northern Territory,Proportion (%) of total victims,27.2
Persons,2018,Sexual assault,Australia,Proportion (%) of total victims,33.5
Persons,2019,Assault,New South Wales,Proportion (%) of total victims,45.7
Persons,2019,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2019,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2019,Assault,Western Australia,Proportion (%) of total victims,62.5
Persons,2019,Assault,South Australia,Proportion (%) of total victims,49.5
Persons,2019,Assault,Tasmania,Proportion (%) of total victims,46.9
Persons,2019,Assault,Australian Capital Territory,Proportion (%) of total victims,40.8
Persons,2019,Assault,Northern Territory,Proportion (%) of total victims,59.9
Persons,2019,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2019,Homicide and related offences,New South Wales,Proportion (%) of total victims,32.8
Persons,2019,Homicide and related offences,Victoria,Proportion (%) of total victims,33
Persons,2019,Homicide and related offences,Queensland,Proportion (%) of total victims,19.4
Persons,2019,Homicide and related offences,Western Australia,Proportion (%) of total victims,27.3
Persons,2019,Homicide and related offences,South Australia,Proportion (%) of total victims,48.3
Persons,2019,Homicide and related offences,Tasmania,Proportion (%) of total victims,42.9
Persons,2019,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2019,Homicide and related offences,Northern Territory,Proportion (%) of total victims,27.3
Persons,2019,Homicide and related offences,Australia,Proportion (%) of total victims,31.3
Persons,2019,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,32
Persons,2019,Kidnapping/abduction,Victoria,Proportion (%) of total victims,26.9
Persons,2019,Kidnapping/abduction,Queensland,Proportion (%) of total victims,18.6
Persons,2019,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,13
Persons,2019,Kidnapping/abduction,South Australia,Proportion (%) of total victims,35.6
Persons,2019,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,0
Persons,2019,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2019,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2019,Kidnapping/abduction,Australia,Proportion (%) of total victims,28.1
Persons,2019,Sexual assault,New South Wales,Proportion (%) of total victims,32.1
Persons,2019,Sexual assault,Victoria,Proportion (%) of total victims,37
Persons,2019,Sexual assault,Queensland,Proportion (%) of total victims,34.4
Persons,2019,Sexual assault,Western Australia,Proportion (%) of total victims,27.3
Persons,2019,Sexual assault,South Australia,Proportion (%) of total victims,37.7
Persons,2019,Sexual assault,Tasmania,Proportion (%) of total victims,47.9
Persons,2019,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,35.2
Persons,2019,Sexual assault,Northern Territory,Proportion (%) of total victims,22.3
Persons,2019,Sexual assault,Australia,Proportion (%) of total victims,33.5
Persons,2020,Assault,New South Wales,Proportion (%) of total victims,48.4
Persons,2020,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2020,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2020,Assault,Western Australia,Proportion (%) of total victims,65.1
Persons,2020,Assault,South Australia,Proportion (%) of total victims,50.4
Persons,2020,Assault,Tasmania,Proportion (%) of total victims,46.8
Persons,2020,Assault,Australian Capital Territory,Proportion (%) of total victims,42.5
Persons,2020,Assault,Northern Territory,Proportion (%) of total victims,62.6
Persons,2020,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2020,Homicide and related offences,New South Wales,Proportion (%) of total victims,38.4
Persons,2020,Homicide and related offences,Victoria,Proportion (%) of total victims,35.7
Persons,2020,Homicide and related offences,Queensland,Proportion (%) of total victims,29.5
Persons,2020,Homicide and related offences,Western Australia,Proportion (%) of total victims,47.5
Persons,2020,Homicide and related offences,South Australia,Proportion (%) of total victims,42.9
Persons,2020,Homicide and related offences,Tasmania,Proportion (%) of total victims,0
Persons,2020,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2020,Homicide and related offences,Northern Territory,Proportion (%) of total victims,25
Persons,2020,Homicide and related offences,Australia,Proportion (%) of total victims,36.6
Persons,2020,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,22.8
Persons,2020,Kidnapping/abduction,Victoria,Proportion (%) of total victims,27.5
Persons,2020,Kidnapping/abduction,Queensland,Proportion (%) of total victims,29.4
Persons,2020,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,18.8
Persons,2020,Kidnapping/abduction,South Australia,Proportion (%) of total victims,46.7
Persons,2020,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2020,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2020,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2020,Kidnapping/abduction,Australia,Proportion (%) of total victims,28.1
Persons,2020,Sexual assault,New South Wales,Proportion (%) of total victims,38
Persons,2020,Sexual assault,Victoria,Proportion (%) of total victims,42.9
Persons,2020,Sexual assault,Queensland,Proportion (%) of total victims,35.1
Persons,2020,Sexual assault,Western Australia,Proportion (%) of total victims,26.9
Persons,2020,Sexual assault,South Australia,Proportion (%) of total victims,36.6
Persons,2020,Sexual assault,Tasmania,Proportion (%) of total victims,40.4
Persons,2020,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,26.6
Persons,2020,Sexual assault,Northern Territory,Proportion (%) of total victims,30
Persons,2020,Sexual assault,Australia,Proportion (%) of total victims,36.9
Persons,2021,Assault,New South Wales,Proportion (%) of total victims,50.2
Persons,2021,Assault,Victoria,Proportion (%) of total victims,n.a.
Persons,2021,Assault,Queensland,Proportion (%) of total victims,n.p.
Persons,2021,Assault,Western Australia,Proportion (%) of total victims,63.2
Persons,2021,Assault,South Australia,Proportion (%) of total victims,48.4
Persons,2021,Assault,Tasmania,Proportion (%) of total victims,45.2
Persons,2021,Assault,Australian Capital Territory,Proportion (%) of total victims,41.8
Persons,2021,Assault,Northern Territory,Proportion (%) of total victims,63.3
Persons,2021,Assault,Australia,Proportion (%) of total victims,n.a.
Persons,2021,Homicide and related offences,New South Wales,Proportion (%) of total victims,32.1
Persons,2021,Homicide and related offences,Victoria,Proportion (%) of total victims,38.1
Persons,2021,Homicide and related offences,Queensland,Proportion (%) of total victims,9.8
Persons,2021,Homicide and related offences,Western Australia,Proportion (%) of total victims,25
Persons,2021,Homicide and related offences,South Australia,Proportion (%) of total victims,40
Persons,2021,Homicide and related offences,Tasmania,Proportion (%) of total victims,63.6
Persons,2021,Homicide and related offences,Australian Capital Territory,Proportion (%) of total victims,0
Persons,2021,Homicide and related offences,Northern Territory,Proportion (%) of total victims,53.8
Persons,2021,Homicide and related offences,Australia,Proportion (%) of total victims,28.6
Persons,2021,Kidnapping/abduction,New South Wales,Proportion (%) of total victims,41.9
Persons,2021,Kidnapping/abduction,Victoria,Proportion (%) of total victims,22.6
Persons,2021,Kidnapping/abduction,Queensland,Proportion (%) of total victims,15.4
Persons,2021,Kidnapping/abduction,Western Australia,Proportion (%) of total victims,21.4
Persons,2021,Kidnapping/abduction,South Australia,Proportion (%) of total victims,46.3
Persons,2021,Kidnapping/abduction,Tasmania,Proportion (%) of total victims,n.a.
Persons,2021,Kidnapping/abduction,Australian Capital Territory,Proportion (%) of total victims,n.a.
Persons,2021,Kidnapping/abduction,Northern Territory,Proportion (%) of total victims,n.a.
Persons,2021,Kidnapping/abduction,Australia,Proportion (%) of total victims,33.7
Persons,2021,Sexual assault,New South Wales,Proportion (%) of total victims,40.9
Persons,2021,Sexual assault,Victoria,Proportion (%) of total victims,40.9
Persons,2021,Sexual assault,Queensland,Proportion (%) of total victims,31.3
Persons,2021,Sexual assault,Western Australia,Proportion (%) of total victims,25.5
Persons,2021,Sexual assault,South Australia,Proportion (%) of total victims,38.6
Persons,2021,Sexual assault,Tasmania,Proportion (%) of total victims,39.4
Persons,2021,Sexual assault,Australian Capital Territory,Proportion (%) of total victims,33.1
Persons,2021,Sexual assault,Northern Territory,Proportion (%) of total victims,25.4
Persons,2021,Sexual assault,Australia,Proportion (%) of total victims,36.6
Persons,2022,Assault,New South Wales,Proportion (%) of total victims,47.3
Persons,2022,Assault,Victoria,Proportion (%) of total victims,n.a.
