state,south_australia_related,postcode,associated_residential_areas,reporting_year,age_group,percent_fully_immunised_band,interpret_with_caution
VIC,False,3959,"Fish Creek, Sandy Point, Waratah Bay",2014–15,5 years,NP,
VIC,False,3960,"Foster, Yanakie, Woorarra West, Bennison, Boolarong and 8 others",2014–15,5 years,NP,
VIC,False,3962,"Toora, Toora North, Agnes, Wonyip, Woorarra East",2014–15,5 years,NP,
VIC,False,3964,Port Franklin,2014–15,5 years,NP,
VIC,False,3965,Port Welshpool,2014–15,5 years,NP,
VIC,False,3966,"Welshpool, Binginwarri, Hazel Park",2014–15,5 years,NP,
VIC,False,3971,"Yarram, Devon North, Robertsons Beach, Jack River, Alberton and 16 others",2014–15,5 years,85.0-89.9,#
VIC,False,3975,"Lynbrook, Lyndhurst",2014–15,5 years,92.5-94.9,
VIC,False,3976,Hampton Park,2014–15,5 years,90.0-92.4,
VIC,False,3977,"Cranbourne, Cranbourne North, Cranbourne West, Cranbourne East, Skye and 6 others",2014–15,5 years,95.0-100.0,
VIC,False,3978,"Clyde, Cardinia, Clyde North",2014–15,5 years,95.0-100.0,
VIC,False,3979,"Glen Alvie, Almurta, Kernot",2014–15,5 years,NP,
VIC,False,3980,"Tooradin, Blind Bight, Warneet",2014–15,5 years,92.5-94.9,#
VIC,False,3981,"Koo Wee Rup, Bayles, Catani, Heath Hill, Yannathan and 2 others",2014–15,5 years,95.0-100.0,#
VIC,False,3984,"Lang Lang, Grantville, Coronet Bay, Corinella, The Gurdies and 8 others",2014–15,5 years,90.0-92.4,#
VIC,False,3987,Nyora,2014–15,5 years,NP,
VIC,False,3988,"Poowong, Poowong North, Mountain View, Poowong East",2014–15,5 years,NP,
VIC,False,3990,Glen Forbes,2014–15,5 years,NP,
VIC,False,3991,Bass,2014–15,5 years,NP,
VIC,False,3992,"Dalyston, Blackwood Forest, Ryanston, West Creek",2014–15,5 years,NP,
VIC,False,3995,"Wonthaggi, North Wonthaggi, Cape Paterson, South Dudley, Wattle Bank and 7 others",2014–15,5 years,92.5-94.9,
VIC,False,3996,"Inverloch, Pound Creek",2014–15,5 years,85.0-89.9,#
QLD,False,4000,"Brisbane City, Spring Hill, Petrie Terrace",2014–15,5 years,80.0-84.9,#
QLD,False,4005,"New Farm, Teneriffe",2014–15,5 years,85.0-89.9,#
QLD,False,4006,"Fortitude Valley, Herston, Bowen Hills, Newstead",2014–15,5 years,92.5-94.9,#
QLD,False,4007,"Ascot, Hamilton, Hamilton Central",2014–15,5 years,90.0-92.4,
QLD,False,4008,Pinkenba,2014–15,5 years,NP,
QLD,False,4009,Eagle Farm,2014–15,5 years,NP,
QLD,False,4010,Albion,2014–15,5 years,95.0-100.0,#
QLD,False,4011,"Clayfield, Hendra",2014–15,5 years,95.0-100.0,
QLD,False,4012,"Nundah, Wavell Heights, Toombul, Wavell Heights North",2014–15,5 years,90.0-92.4,
QLD,False,4013,Northgate,2014–15,5 years,92.5-94.9,#
QLD,False,4014,"Banyo, Nudgee, Virginia, Nudgee Beach",2014–15,5 years,92.5-94.9,
QLD,False,4017,"Bracken Ridge, Brighton, Sandgate, Deagon, Shorncliffe and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4018,"Taigum, Fitzgibbon",2014–15,5 years,85.0-89.9,
QLD,False,4019,"Clontarf, Margate, Woody Point, Clontarf Beach, Margate Beach",2014–15,5 years,90.0-92.4,
QLD,False,4020,"Redcliffe, Scarborough, Newport, Redcliffe North",2014–15,5 years,90.0-92.4,
QLD,False,4021,Kippa-Ring,2014–15,5 years,90.0-92.4,
QLD,False,4022,Rothwell,2014–15,5 years,90.0-92.4,#
QLD,False,4025,"Kooringal, Bulwer, Cowan Cowan, Moreton Island, Tangalooma",2014–15,5 years,NP,
QLD,False,4029,Royal Brisbane Hospital,2014–15,5 years,NP,
QLD,False,4030,"Windsor, Wooloowin, Lutwyche, Kalinga",2014–15,5 years,95.0-100.0,
QLD,False,4031,"Kedron, Gordon Park",2014–15,5 years,92.5-94.9,
QLD,False,4032,"Chermside, Chermside West, Chermside South",2014–15,5 years,92.5-94.9,
QLD,False,4034,"Aspley, Boondall, Carseldine, Zillmere, Geebung",2014–15,5 years,90.0-92.4,
QLD,False,4035,"Albany Creek, Bridgeman Downs",2014–15,5 years,92.5-94.9,
QLD,False,4036,Bald Hills,2014–15,5 years,95.0-100.0,
QLD,False,4037,Eatons Hill,2014–15,5 years,92.5-94.9,
QLD,False,4051,"Alderley, Enoggera, Newmarket, Grange, Wilston and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4053,"Everton Park, Mitchelton, McDowall, Stafford Heights, Stafford and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4054,"Keperra, Arana Hills",2014–15,5 years,92.5-94.9,
QLD,False,4055,"Ferny Hills, Ferny Grove, Upper Kedron, Bunya",2014–15,5 years,92.5-94.9,
QLD,False,4059,"Kelvin Grove, Red Hill",2014–15,5 years,92.5-94.9,
QLD,False,4060,Ashgrove,2014–15,5 years,92.5-94.9,
QLD,False,4061,The Gap,2014–15,5 years,92.5-94.9,
QLD,False,4064,"Paddington, Milton",2014–15,5 years,92.5-94.9,
QLD,False,4065,Bardon,2014–15,5 years,92.5-94.9,
QLD,False,4066,"Toowong, Auchenflower, Mount Coot-Tha",2014–15,5 years,90.0-92.4,
QLD,False,4067,"St Lucia, St Lucia South",2014–15,5 years,85.0-89.9,#
QLD,False,4068,"Indooroopilly, Taringa, Chelmer",2014–15,5 years,85.0-89.9,
QLD,False,4069,"Chapel Hill, Kenmore, Brookfield, Fig Tree Pocket, Pullenvale and 4 others",2014–15,5 years,90.0-92.4,
QLD,False,4070,"Bellbowrie, Moggill, Anstead",2014–15,5 years,90.0-92.4,
QLD,False,4073,"Sinnamon Park, Seventeen Mile Rocks",2014–15,5 years,85.0-89.9,
QLD,False,4074,"Jindalee, Westlake, Middle Park, Riverhills, Jamboree Heights and 2 others",2014–15,5 years,90.0-92.4,
QLD,False,4075,"Oxley, Sherwood, Corinda, Graceville, Graceville East",2014–15,5 years,90.0-92.4,
QLD,False,4076,"Darra, Wacol",2014–15,5 years,92.5-94.9,#
QLD,False,4077,"Inala, Durack, Doolandella, Richlands, Inala East and 1 other",2014–15,5 years,90.0-92.4,
QLD,False,4078,"Forest Lake, Ellen Grove",2014–15,5 years,90.0-92.4,
QLD,False,4101,"West End, Highgate Hill, South Brisbane",2014–15,5 years,80.0-84.9,
QLD,False,4102,"Woolloongabba, Dutton Park, Buranda",2014–15,5 years,70.0-74.9,#
QLD,False,4103,"Annerley, Fairfield, Fairfield Gardens",2014–15,5 years,95.0-100.0,
QLD,False,4104,Yeronga,2014–15,5 years,95.0-100.0,#
QLD,False,4105,"Moorooka, Yeerongpilly, Tennyson",2014–15,5 years,92.5-94.9,
QLD,False,4106,"Rocklea, Brisbane Market",2014–15,5 years,NP,
QLD,False,4107,"Salisbury, Salisbury East",2014–15,5 years,95.0-100.0,#
QLD,False,4108,"Coopers Plains, Archerfield",2014–15,5 years,92.5-94.9,#
QLD,False,4109,"Sunnybank Hills, Sunnybank, Macgregor, Robertson, Sunnybank South",2014–15,5 years,90.0-92.4,
QLD,False,4110,"Acacia Ridge, Heathwood, Pallara, Willawong, Larapinta",2014–15,5 years,90.0-92.4,
QLD,False,4111,Nathan,2014–15,5 years,NP,
QLD,False,4112,Kuraby,2014–15,5 years,85.0-89.9,
QLD,False,4113,"Runcorn, Eight Mile Plains",2014–15,5 years,85.0-89.9,
QLD,False,4114,"Woodridge, Kingston, Logan Central",2014–15,5 years,85.0-89.9,
QLD,False,4115,"Parkinson, Algester",2014–15,5 years,95.0-100.0,
QLD,False,4116,"Calamvale, Stretton, Drewvale",2014–15,5 years,90.0-92.4,
QLD,False,4117,"Berrinba, Karawatha",2014–15,5 years,90.0-92.4,#
QLD,False,4118,"Regents Park, Browns Plains, Hillcrest, Heritage Park, Forestdale",2014–15,5 years,92.5-94.9,
QLD,False,4119,Underwood,2014–15,5 years,85.0-89.9,#
QLD,False,4120,Greenslopes,2014–15,5 years,92.5-94.9,#
QLD,False,4121,"Tarragindi, Holland Park, Holland Park West, Holland Park East, Wellers Hill",2014–15,5 years,95.0-100.0,
QLD,False,4122,"Mount Gravatt East, Wishart, Upper Mount Gravatt, Mansfield, Mount Gravatt",2014–15,5 years,92.5-94.9,
QLD,False,4123,"Rochedale South, Rochedale",2014–15,5 years,92.5-94.9,
QLD,False,4124,"Boronia Heights, Greenbank, New Beith, Lyons, Silverbark Ridge and 1 other",2014–15,5 years,90.0-92.4,
QLD,False,4125,"Munruben, Park Ridge, Park Ridge South",2014–15,5 years,85.0-89.9,#
QLD,False,4127,"Slacks Creek, Springwood, Daisy Hill, Priestdale",2014–15,5 years,90.0-92.4,
QLD,False,4128,"Shailer Park, Tanah Merah",2014–15,5 years,92.5-94.9,
QLD,False,4129,Loganholme,2014–15,5 years,92.5-94.9,
QLD,False,4130,"Cornubia, Carbrook",2014–15,5 years,92.5-94.9,
QLD,False,4131,"Loganlea, Meadowbrook",2014–15,5 years,95.0-100.0,
QLD,False,4132,"Marsden, Crestmead",2014–15,5 years,90.0-92.4,
QLD,False,4133,"Waterford West, Waterford, Chambers Flat, Logan Reserve",2014–15,5 years,92.5-94.9,
QLD,False,4151,Coorparoo,2014–15,5 years,90.0-92.4,
QLD,False,4152,"Carindale, Camp Hill, Carina, Carina Heights",2014–15,5 years,92.5-94.9,
QLD,False,4153,Belmont,2014–15,5 years,90.0-92.4,#
QLD,False,4154,"Wakerley, Gumdale, Ransome",2014–15,5 years,92.5-94.9,
QLD,False,4155,Chandler,2014–15,5 years,NP,
QLD,False,4156,"Mackenzie, Burbank",2014–15,5 years,95.0-100.0,#
QLD,False,4157,"Capalaba, Sheldon",2014–15,5 years,85.0-89.9,
QLD,False,4158,Thorneside,2014–15,5 years,92.5-94.9,#
QLD,False,4159,Birkdale,2014–15,5 years,92.5-94.9,
QLD,False,4160,"Wellington Point, Ormiston",2014–15,5 years,90.0-92.4,
QLD,False,4161,Alexandra Hills,2014–15,5 years,95.0-100.0,
QLD,False,4163,Cleveland,2014–15,5 years,80.0-84.9,
QLD,False,4164,Thornlands,2014–15,5 years,92.5-94.9,
QLD,False,4165,"Victoria Point, Redland Bay, Mount Cotton",2014–15,5 years,92.5-94.9,
QLD,False,4169,"Kangaroo Point, East Brisbane",2014–15,5 years,85.0-89.9,#
QLD,False,4170,"Morningside, Norman Park, Cannon Hill, Seven Hills",2014–15,5 years,92.5-94.9,
QLD,False,4171,"Bulimba, Hawthorne, Balmoral",2014–15,5 years,90.0-92.4,
QLD,False,4172,Murarrie,2014–15,5 years,92.5-94.9,#
QLD,False,4173,Tingalpa,2014–15,5 years,95.0-100.0,
QLD,False,4174,Hemmant,2014–15,5 years,85.0-89.9,#
QLD,False,4178,"Wynnum, Wynnum West, Lytton, Port of Brisbane, Wynnum North",2014–15,5 years,92.5-94.9,
QLD,False,4179,"Manly West, Manly, Lota",2014–15,5 years,92.5-94.9,
QLD,False,4183,"Dunwich, Point Lookout, Amity, North Stradbroke Island, Amity Point",2014–15,5 years,75.0-79.9,#
QLD,False,4184,"Macleay Island, Russell Island, Coochiemudlo Island, Lamb Island, Karragarra Island and 2 others",2014–15,5 years,85.0-89.9,#
QLD,False,4205,Bethania,2014–15,5 years,92.5-94.9,#
QLD,False,4207,"Eagleby, Beenleigh, Mount Warren Park, Edens Landing, Logan Village and 16 others",2014–15,5 years,92.5-94.9,
QLD,False,4208,"Ormeau, Jacobs Well, Ormeau Hills, Norwell, Kingsholme and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4209,"Upper Coomera, Coomera, Pimpama, Willow Vale",2014–15,5 years,90.0-92.4,
QLD,False,4210,"Oxenford, Maudsland, Wongawallan, Guanaba, Studio Village",2014–15,5 years,90.0-92.4,
QLD,False,4211,"Nerang, Pacific Pines, Carrara, Highland Park, Gaven and 10 others",2014–15,5 years,90.0-92.4,
QLD,False,4212,"Helensvale, Hope Island, Helensvale Town Centre, Sanctuary Cove",2014–15,5 years,90.0-92.4,
QLD,False,4213,"Mudgeeraba, Worongary, Bonogin, Tallai, Springbrook and 2 others",2014–15,5 years,85.0-89.9,
QLD,False,4214,"Ashmore, Arundel, Parkwood, Molendinar, Ashmore City",2014–15,5 years,90.0-92.4,
QLD,False,4215,"Southport, Labrador, Australia Fair, Chirn Park, Southport Park",2014–15,5 years,90.0-92.4,
QLD,False,4216,"Coombabah, Runaway Bay, Biggera Waters, Paradise Point, Hollywell and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4217,"Surfers Paradise, Benowa, Bundall, Main Beach, Chevron Island and 2 others",2014–15,5 years,85.0-89.9,
QLD,False,4218,"Mermaid Waters, Broadbeach Waters, Mermaid Beach, Broadbeach, Nobby Beach",2014–15,5 years,85.0-89.9,
QLD,False,4219,West Burleigh,2014–15,5 years,NP,
QLD,False,4220,"Burleigh Waters, Burleigh Heads, Miami, Burleigh Town",2014–15,5 years,90.0-92.4,
QLD,False,4221,"Palm Beach, Elanora",2014–15,5 years,90.0-92.4,
QLD,False,4223,"Currumbin Waters, Currumbin, Currumbin Valley",2014–15,5 years,90.0-92.4,
QLD,False,4224,Tugun,2014–15,5 years,92.5-94.9,#
QLD,False,4225,"Coolangatta, Bilinga",2014–15,5 years,85.0-89.9,#
QLD,False,4226,"Robina, Merrimac, Clear Island Waters",2014–15,5 years,90.0-92.4,
QLD,False,4227,"Varsity Lakes, Reedy Creek",2014–15,5 years,92.5-94.9,
QLD,False,4228,"Tallebudgera, Tallebudgera Valley",2014–15,5 years,85.0-89.9,#
QLD,False,4230,Robina Town Centre,2014–15,5 years,75.0-79.9,#
QLD,False,4270,Tamborine,2014–15,5 years,90.0-92.4,#
QLD,False,4271,Eagle Heights,2014–15,5 years,85.0-89.9,#
QLD,False,4272,Tamborine Mountain,2014–15,5 years,75.0-79.9,#
QLD,False,4275,"Canungra, Boyland, Biddaddaba, Witheren, Wonglepong and 7 others",2014–15,5 years,80.0-84.9,#
QLD,False,4280,"Jimboomba, North Maclean, South Maclean, Stockleigh, Flagstone",2014–15,5 years,92.5-94.9,
QLD,False,4285,"Beaudesert, Cedar Vale, Cedar Grove, Kooralbyn, Mundoolun and 30 others",2014–15,5 years,90.0-92.4,
QLD,False,4287,"Rathdowney, Palen Creek, Barney View, Mount Barney, Mount Lindesay and 1 other",2014–15,5 years,NP,
QLD,False,4300,"Springfield Lakes, Goodna, Camira, Springfield, Bellbird Park and 5 others",2014–15,5 years,92.5-94.9,
QLD,False,4301,"Redbank Plains, Collingwood Park, Redbank",2014–15,5 years,90.0-92.4,
QLD,False,4303,"Riverview, Dinmore, New Chum",2014–15,5 years,92.5-94.9,#
QLD,False,4304,"Bundamba, Silkstone, Booval, North Booval, Blackstone and 2 others",2014–15,5 years,90.0-92.4,
QLD,False,4305,"Brassall, Raceview, Flinders View, North Ipswich, Yamanto and 18 others",2014–15,5 years,95.0-100.0,
QLD,False,4306,"Karana Downs, Karalee, Fernvale, Chuwar, Pine Mountain and 52 others",2014–15,5 years,95.0-100.0,
QLD,False,4307,"Harrisville, Coleyville, Mutdapilly, Warrill View, Radford and 2 others",2014–15,5 years,NP,
QLD,False,4309,"Kalbar, Aratula, Munbilla, Charlwood, Tarome and 12 others",2014–15,5 years,92.5-94.9,#
QLD,False,4310,"Boonah, Milbong, Roadvale, Dugandan, Mount Alford and 21 others",2014–15,5 years,92.5-94.9,#
QLD,False,4311,"Lowood, Coominya, Minden, Brightview, Mount Tarampa and 12 others",2014–15,5 years,90.0-92.4,
QLD,False,4312,"Esk, Mount Hallen, Redbank Creek, Somerset Dam, Crossdale and 8 others",2014–15,5 years,95.0-100.0,#
QLD,False,4313,"Toogoolawah, Mount Beppo, Braemore, Biarra, Cooeeimbardi and 8 others",2014–15,5 years,95.0-100.0,#
QLD,False,4340,"Rosewood, Tallegalla, Grandchester, Ebenezer, Calvert and 13 others",2014–15,5 years,92.5-94.9,#
QLD,False,4341,"Laidley, Regency Downs, Plainland, Kensington Grove, Laidley Heights and 11 others",2014–15,5 years,95.0-100.0,
QLD,False,4342,"Glenore Grove, Forest Hill, Lockrose, Crowley Vale, Glen Cairn and 1 other",2014–15,5 years,92.5-94.9,#
QLD,False,4343,"Gatton, Placid Hills, Adare, Lake Clarendon, Lower Tenthill and 19 others",2014–15,5 years,92.5-94.9,
QLD,False,4344,"Helidon, Helidon Spa, Carpendale, Flagstone Creek, Rockmount and 7 others",2014–15,5 years,75.0-79.9,#
QLD,False,4346,Marburg,2014–15,5 years,NP,
QLD,False,4347,"Grantham, Ma Ma Creek, Mount Whitestone, Veradilla, Winwill",2014–15,5 years,NP,
QLD,False,4350,"Toowoomba, Newtown, Harristown, Rangeville, Kearneys Spring and 35 others",2014–15,5 years,92.5-94.9,
QLD,False,4352,"Highfields, Meringandan West, Gowrie Junction, Withcott, Hodgson Vale and 66 others",2014–15,5 years,92.5-94.9,
QLD,False,4353,"Haden, Bergen, East Cooyar",2014–15,5 years,NP,
QLD,False,4354,"Goombungee, Douglas, Kilbirnie",2014–15,5 years,NP,
QLD,False,4355,"Crows Nest, Pierces Creek, Emu Creek, Glenaven, Anduramba and 7 others",2014–15,5 years,85.0-89.9,#
QLD,False,4356,"Pittsworth, Mount Tyson, Bongeen, Stoneleigh, Linthorpe and 13 others",2014–15,5 years,95.0-100.0,#
QLD,False,4357,"Millmerran, Millmerran Downs, Captains Mountain, Clontarf, Bringalily and 21 others",2014–15,5 years,90.0-92.4,#
QLD,False,4358,"Cambooya, Ramsay, Felton, Felton South",2014–15,5 years,95.0-100.0,#
QLD,False,4359,"East Greenmount, Greenmount, Hirstglen, Budgee, West Haldon",2014–15,5 years,NP,
QLD,False,4360,Nobby,2014–15,5 years,NP,
QLD,False,4361,"Clifton, Back Plains, Spring Creek, Ellangowan, Elphinstone and 11 others",2014–15,5 years,95.0-100.0,#
QLD,False,4362,"Allora, Goomburra, Deuchar, Hendon, Mount Marshall and 3 others",2014–15,5 years,85.0-89.9,#
QLD,False,4363,Southbrook,2014–15,5 years,NP,
QLD,False,4364,Brookstead,2014–15,5 years,NP,
QLD,False,4365,Leyburn,2014–15,5 years,NP,
QLD,False,4370,"Warwick, Rosenthal Heights, Sladevale, Junabee, Pratten and 41 others",2014–15,5 years,90.0-92.4,
QLD,False,4371,"Yangan, Emu Vale, Swanfels",2014–15,5 years,NP,
QLD,False,4372,Tannymorel,2014–15,5 years,NP,
QLD,False,4373,"Killarney, The Falls, The Head",2014–15,5 years,NP,
QLD,False,4374,Dalveen,2014–15,5 years,NP,
QLD,False,4375,"Cottonvale, Fleurbaix",2014–15,5 years,NP,
QLD,False,4376,Thulimbah,2014–15,5 years,NP,
QLD,False,4377,"The Summit, Maryland, Glen Niven",2014–15,5 years,NP,
QLD,False,4378,Applethorpe,2014–15,5 years,NP,
QLD,False,4380,"Stanthorpe, Eukey, Greenlands, Amiens, Broadwater and 18 others",2014–15,5 years,90.0-92.4,
QLD,False,4381,"Glen Aplin, Fletcher",2014–15,5 years,NP,
QLD,False,4382,"Ballandean, Girraween, Lyra, Somme, Wyberba",2014–15,5 years,NP,
NSW/ QLD,False,4383,"Wallangarra, Jennings",2014–15,5 years,NP,
NSW/ QLD,False,4385,"Texas, Beebo, Bonshaw, Camp Creek, Glenarbon and 5 others",2014–15,5 years,NP,
QLD,False,4387,"Inglewood, Coolmunda, Brush Creek, Bybera, Greenup and 4 others",2014–15,5 years,NP,
QLD,False,4388,"Yelarbon, Kurumbul",2014–15,5 years,NP,
QLD,False,4390,"Goondiwindi, Lundavra, Billa Billa, Calingunee, Callandoon and 5 others",2014–15,5 years,95.0-100.0,
QLD,False,4400,Kingsthorpe,2014–15,5 years,95.0-100.0,#
QLD,False,4401,"Oakey, Aubigny, Biddeston, Acland, Highland Plains and 11 others",2014–15,5 years,95.0-100.0,#
QLD,False,4402,"Cooyar, Kooralgin, Upper Cooyar Creek",2014–15,5 years,NP,
QLD,False,4403,"Quinalow, Jondaryan, Brymaroo, Malu, Mount Moriah and 1 other",2014–15,5 years,NP,
QLD,False,4404,"Bowenville, Formartin, Irvingdale, Wainui",2014–15,5 years,NP,
QLD,False,4405,"Dalby, Ducklo, Weranga, Blaxland, Bunya Mountains and 6 others",2014–15,5 years,92.5-94.9,
QLD,False,4406,"Kaimkillenbun, Macalister, Kogan, Hannaford, Moonie and 6 others",2014–15,5 years,NP,
QLD,False,4407,"Cecil Plains, Cattle Creek, Dunmore, Nangwee",2014–15,5 years,NP,
QLD,False,4408,Bell,2014–15,5 years,NP,
QLD,False,4410,Jandowae,2014–15,5 years,NP,
QLD,False,4411,Warra,2014–15,5 years,NP,
QLD,False,4412,Brigalow,2014–15,5 years,NP,
QLD,False,4413,"Chinchilla, Chances Plain, Montrose, Baking Board, Boonarga and 5 others",2014–15,5 years,92.5-94.9,
QLD,False,4415,"Miles, Columboola, Dalwogon, Gurulmundi, Hookswood and 3 others",2014–15,5 years,NP,
QLD,False,4416,"Condamine, Sunnyside, Barramornie, Moraby, Nangram and 2 others",2014–15,5 years,NP,
QLD,False,4417,"Surat, Noorindoo, Oberina, Parknook, Warkon and 2 others",2014–15,5 years,NP,
QLD,False,4419,"Wandoan, Grosmont, Cockatoo",2014–15,5 years,NP,
QLD,False,4420,"Taroom, Spring Creek, Broadmere, Coorada, Ghinghinda and 3 others",2014–15,5 years,NP,
QLD,False,4421,"Tara, Goranba",2014–15,5 years,95.0-100.0,#
QLD,False,4422,"Meandarra, Inglestone, Coomrith, Flinton, Westmar",2014–15,5 years,NP,
QLD,False,4423,"Glenmorgan, Teelba",2014–15,5 years,NP,
QLD,False,4424,"Drillham, Drillham South, Glenaubyn",2014–15,5 years,NP,
QLD,False,4425,"Dulacca, Bogandilla",2014–15,5 years,NP,
QLD,False,4427,"Yuleba, Clifford, Yuleba North, Yuleba South",2014–15,5 years,NP,
QLD,False,4428,"Wallumbilla North, Wallumbilla, Wallumbilla South, Pickanjinnie",2014–15,5 years,NP,
QLD,False,4454,"Injune, Highland Plains, Baffle West, Beilba, Durham Downs and 6 others",2014–15,5 years,NP,
QLD,False,4455,"Roma, Euthulla, Dargal Road, Mount Abundance, Tingun and 14 others",2014–15,5 years,90.0-92.4,
QLD,False,4461,Muckadilla,2014–15,5 years,NP,
QLD,False,4462,Amby,2014–15,5 years,NP,
QLD,False,4465,"Mitchell, Dunkeld, Forestvale, Womalilla",2014–15,5 years,NP,
QLD,False,4468,"Morven, Clara Creek",2014–15,5 years,NP,
QLD,False,4470,"Charleville, Bakers Bend, Gowrie Station, Langlo, Murweh and 1 other",2014–15,5 years,92.5-94.9,#
QLD,False,4472,"Blackall, Mount Enniskillen",2014–15,5 years,NP,
QLD,False,4477,"Augathella, Upper Warrego",2014–15,5 years,NP,
QLD,False,4478,"Tambo, Bayrick, Caldervale, Lansdowne, Lumeah and 4 others",2014–15,5 years,NP,
QLD,False,4480,"Quilpie, Eromanga",2014–15,5 years,NP,
QLD,False,4481,"Windorah, Farrars Creek, Tanbar",2014–15,5 years,NP,
QLD,False,4482,Birdsville,2014–15,5 years,NP,
QLD,False,4486,"Dirranbandi, Hebel",2014–15,5 years,NP,
QLD,False,4487,"St George, Begonia",2014–15,5 years,95.0-100.0,#
QLD,False,4488,"Bollon, Nebine",2014–15,5 years,NP,
QLD,False,4489,Wyandra,2014–15,5 years,NP,
QLD,False,4490,"Cunnamulla, Yowah, Barringun, Coongoola, Cuttaburra and 6 others",2014–15,5 years,NP,
QLD,False,4492,"Thargomindah, Dynevor, Bullawarra, Bulloo Downs, Nockatunga and 1 other",2014–15,5 years,NP,
QLD,False,4494,"Bungunya, North Bungunya, Tarawera",2014–15,5 years,NP,
QLD,False,4496,"North Talwood, South Talwood, Talwood",2014–15,5 years,NP,
QLD,False,4497,"Thallon, Daymar, Weengallon",2014–15,5 years,NP,
QLD,False,4498,"Toobeah, Kioma",2014–15,5 years,NP,
QLD,False,4500,"Bray Park, Strathpine, Warner, Cashmere, Joyner and 3 others",2014–15,5 years,95.0-100.0,
QLD,False,4501,Lawnton,2014–15,5 years,92.5-94.9,#
QLD,False,4502,Petrie,2014–15,5 years,92.5-94.9,
QLD,False,4503,"Kallangur, Murrumba Downs, Griffin, Dakabin, Kurwongbah and 1 other",2014–15,5 years,92.5-94.9,
QLD,False,4504,Narangba,2014–15,5 years,92.5-94.9,
QLD,False,4505,"Burpengary, Burpengary East",2014–15,5 years,95.0-100.0,
QLD,False,4506,"Morayfield, Moorina",2014–15,5 years,92.5-94.9,
QLD,False,4507,"Bribie Island, Bongaree, Banksia Beach, Bellara, Woorim and 3 others",2014–15,5 years,90.0-92.4,
QLD,False,4508,Deception Bay,2014–15,5 years,92.5-94.9,
QLD,False,4509,"North Lakes, Mango Hill",2014–15,5 years,90.0-92.4,
QLD,False,4510,"Caboolture, Bellmere, Caboolture South, Beachmere, Upper Caboolture and 5 others",2014–15,5 years,92.5-94.9,
QLD,False,4511,"Sandstone Point, Ningi, Godwin Beach",2014–15,5 years,95.0-100.0,#
QLD,False,4512,"Wamuran, Bracalba, Wamuran Basin",2014–15,5 years,90.0-92.4,#
QLD,False,4514,"Woodford, D'Aguilar, Delaneys Creek, Stanmore, Villeneuve and 7 others",2014–15,5 years,95.0-100.0,#
QLD,False,4515,"Kilcoy, Sandy Creek, Royston, Hazeldean, Mount Kilcoy and 7 others",2014–15,5 years,85.0-89.9,#
QLD,False,4516,Elimbah,2014–15,5 years,90.0-92.4,#
QLD,False,4517,Beerburrum,2014–15,5 years,NP,
QLD,False,4518,Glass House Mountains,2014–15,5 years,95.0-100.0,#
QLD,False,4519,"Beerwah, Peachester, Crohamhurst, Coochin Creek",2014–15,5 years,90.0-92.4,
QLD,False,4520,"Samford Valley, Highvale, Camp Mountain, Samford Village, Wights Mountain and 13 others",2014–15,5 years,85.0-89.9,
QLD,False,4521,"Dayboro, Mount Mee, Ocean View, King Scrub, Mount Pleasant and 3 others",2014–15,5 years,90.0-92.4,#
QLD,False,4550,"Landsborough, Mount Mellum",2014–15,5 years,95.0-100.0,#
QLD,False,4551,"Little Mountain, Currimundi, Golden Beach, Pelican Waters, Caloundra West and 9 others",2014–15,5 years,92.5-94.9,
QLD,False,4552,"Maleny, Witta, Conondale, North Maleny, Reesville and 9 others",2014–15,5 years,<70.0,#
QLD,False,4553,"Mooloolah Valley, Glenview, Palmview, Diamond Valley, Mooloolah",2014–15,5 years,85.0-89.9,#
QLD,False,4554,"Eudlo, Ilkley",2014–15,5 years,80.0-84.9,#
QLD,False,4555,"Palmwoods, Hunchy, Chevallum, Landers Shoot",2014–15,5 years,85.0-89.9,#
QLD,False,4556,"Buderim, Sippy Downs, Tanawha, Mons, Forest Glen and 1 other",2014–15,5 years,85.0-89.9,
QLD,False,4557,"Mooloolaba, Mountain Creek",2014–15,5 years,90.0-92.4,
QLD,False,4558,"Maroochydore, Kuluin, Cotton Tree",2014–15,5 years,85.0-89.9,
QLD,False,4559,"Woombye, Diddillibah, West Woombye, Kiels Mountain",2014–15,5 years,85.0-89.9,#
QLD,False,4560,"Nambour, Bli Bli, Burnside, Mapleton, Rosemount and 14 others",2014–15,5 years,85.0-89.9,
QLD,False,4561,"Yandina, Maroochy River, Ninderry, Yandina Creek, North Arm and 2 others",2014–15,5 years,75.0-79.9,#
QLD,False,4562,"Doonan, Eumundi, Verrierdale, Belli Park, Eerwah Vale and 1 other",2014–15,5 years,75.0-79.9,#
QLD,False,4563,"Cooroy, Tinbeerwah, Black Mountain, Lake Macdonald, Ridgewood and 2 others",2014–15,5 years,85.0-89.9,
QLD,False,4564,"Marcoola, Twin Waters, Pacific Paradise, Mudjimba",2014–15,5 years,85.0-89.9,
