"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Year_Dollars","Description1","Description2","Description3","Description4","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Other","Aust"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Total","Per 100000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","57.7","70.1","75.2","35.1","68.3","75.1","50.6","73.6","","63.1"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","579","512","285","286","209","76","45","38","","2030"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","323","566","313","393","213","32","28","33","","1901"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Total ambulance service workforce","","","","Derived from CAA (unpublished)","no.","6246","6106","5385","2047","1956","635","371","350","","23096"
"11A.2","2022-23","Human resources","All ages","Males","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","3627","3218","3114","1147","1230","482","169","285","","13272"
"11A.2","2022-23","Human resources","All ages","Females","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","3619","3620","3426","1411","1496","450","154","280","","14456"
"11A.2","2022-23","Human resources","All ages","Other","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","5","4","7","3","2","2","2","6","","31"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","7251","6842","6547","2561","2728","934","325","571","","27759"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","45","891","116","2975","1050","384","0","0","","5461"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Operational / corporate support","","","","CAA (unpublished)","no.","45","0","29","364","153","0","0","0","","591"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Total","","","","Derived from CAA (unpublished)","no.","90","891","145","3339","1203","384","0","0","","6052"
"11A.2","2022-23","Human resources","All ages","Males","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","231","158","147","73","461","183","0","6","","1259"
"11A.2","2022-23","Human resources","All ages","Females","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","197","257","152","113","791","218","0","5","","1733"
"11A.2","2022-23","Human resources","All ages","Other","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","0","0","0","0","0","0","0","0","","0"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","428","415","299","186","1252","401","0","11","","2992"
"11A.2","2022-23","Human resources","All ages","All people","All people","All areas","","Community first responders","","","","","CAA (unpublished)","no.","312","257","154","194","41","16","0","0","","974"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Patient transport officers","","","CAA (unpublished)","no.","0","54","223","219","84","20","19","20","","640"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","","","CAA (unpublished)","no.","646","648","53","242","159","50","37","43","","1878"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","","","CAA (unpublished)","no.","3642","3840","3856","688","976","390","207","133","","13731"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Clinical other","","","CAA (unpublished)","no.","62","28","4","9","62","19","0","0","","185"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Communications operatives","","","CAA (unpublished)","no.","452","210","499","137","139","53","50","44","","1584"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Total","","","Derived from CAA (unpublished)","no.","4802","4781","4635","1294","1421","531","313","240","","18017"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Proportion of total salaried personnel","","","Derived from CAA (unpublished)","%","84.7","82.5","89.2","67.1","78.3","81.6","83.1","78.5","","82.9"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Students and base level ambulance officers","Per 100000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","8.0","9.9","1.0","8.8","8.8","8.7","8.2","17.2","","7.3"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Qualified ambulance officers","Per 100000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","45.0","58.5","73.2","24.9","54.0","68.4","45.7","53.2","","53.3"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Ambulance operatives","Total","Per 100000 people","","Derived from CAA (unpublished); ABS National state and territory population - December","rate","53.0","68.4","74.2","33.7","62.8","77.1","53.8","70.4","","60.6"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Operational support personnel","","","","CAA (unpublished)","no.","554","527","269","260","198","85","39","35","","1966"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Corporate support personnel","","","","CAA (unpublished)","no.","315","487","292","376","195","35","25","31","","1756"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel (FTE)","Total ambulance service workforce","","","","Derived from CAA (unpublished)","no.","5672","5795","5196","1929","1814","652","377","305","","21740"
"11A.2","2021-22","Human resources","All ages","Males","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","Females","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","Other","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Salaried personnel by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Ambulance operatives","","","","Derived from CAA (unpublished)","no.","48","1590","117","2730","1068","448","0","0","","6001"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Operational / corporate support","","","","CAA (unpublished)","no.","57","0","4","233","160","0","0","0","","454"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Volunteers (headcount)","Total","","","","Derived from CAA (unpublished)","no.","105","1590","121","2963","1228","448","0","0","","6455"
"11A.2","2021-22","Human resources","All ages","Males","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","Females","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","Other","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Volunteers by gender (headcount)","Total","","","","CAA (unpublished)","no.","na","na","na","na","na","na","na","na","","na"
"11A.2","2021-22","Human resources","All ages","All people","All people","All areas","","Community first responders","","","","","CAA (unpublished)","no.","296","257","149","145","45","20","0","0","","912"
