corporate_group_name,sector,corporate_group_employee_count,employer_name,employer_abn,is_parent_organisation,employer_employee_count
Mastermyne Group Limited,Private,882,Wilson Mining Services Pty. Limited,20003948605,No,86
Masterton Corporation Holding Company Pty Limited,Private,182,Masterton Homes Pty Limited,52002873047,No,154
Mater Misericordiae Ltd,Private,10413,Mater Misericordiae Ltd,83096708922,Yes,10074
Mater Misericordiae Ltd,Private,10413,Mater Research Ltd,28109834719,No,257
Mater Misericordiae Ltd,Private,10413,The Trustee For Mater Foundation,96723184640,No,82
Max Solutions Pty Ltd,Private,1076,Injurynet Australia Pty Ltd,37105352501,No,91
Max Solutions Pty Ltd,Private,1076,Max Solutions Pty Ltd,51067092737,Yes,959
MaxiPARTS Limited,Private,377,MaxiPARTS Operations Pty Ltd,76110786215,No,303
MAYFIELD CHILDCARE,Private,1130,MAYFIELD CHILDCARE,53604970390,Yes,513
MAYFIELD CHILDCARE,Private,1130,MAYFIELD EARLY EDUCATION PTY LTD,39653437935,No,617
Mayfield Group Holdings Limited,Private,228,Mayfield Industries Pty Ltd,36158862830,No,176
Mayflower Brighton,Private,685,Mayflower Brighton,57004507644,Yes,379
Mayflower Brighton,Private,685,Mayflower Reservoir Limited,73130299544,No,306
Mayflower Enterprises Pty Ltd,Private,796,Hyne & Son Pty. Limited,67009660995,No,583
Mayflower Enterprises Pty Ltd,Private,796,HYNE PALLETS PTY LTD,26159554962,No,85
Mayflower Enterprises Pty Ltd,Private,796,ROCKY POINT PTY LTD,84104542323,No,82
Mayne Pharma Group Limited,Private,252,Mayne Pharma International Pty Ltd,88007870984,No,250
MC Labour Services Pty. Ltd.,Private,1822,MC Labour Services Pty. Ltd.,14078417133,Yes,1811
McArthur (SA) Pty Ltd,Private,1912,McArthur (NSW) Pty Ltd,26078078298,No,345
McArthur (SA) Pty Ltd,Private,1912,McArthur (QLD) Pty Ltd,51078078341,No,224
McArthur (SA) Pty Ltd,Private,1912,McArthur (SA) Pty Ltd,97007895703,Yes,412
McArthur (SA) Pty Ltd,Private,1912,Mcarthur (Vic) Pty Ltd,75008186383,No,931
MCC Adelaide,Private,348,MCC Adelaide,68007514856,Yes,193
MCC Adelaide,Private,348,MCC Melbourne,27005280697,No,155
Mccormick Foods Australia Pty. Ltd.,Private,395,Botanical Food Company Pty Ltd,47085074282,No,129
Mccormick Foods Australia Pty. Ltd.,Private,395,Mccormick Foods Australia Pty. Ltd.,62004763259,Yes,266
McGregor Gourlay Pty Ltd,Private,171,McGregor Gourlay Pty Ltd,80619661988,Yes,124
Mcilwain Civil Engineering Pty. Ltd.,Private,211,Mcilwain Civil Engineering Pty. Ltd.,90053214707,Yes,210
McMullen Nolan Group Pty Ltd,Private,276,Landpartners Pty Ltd,19118146008,No,108
McMullen Nolan Group Pty Ltd,Private,276,McMullen Nolan Group Pty Ltd,90009363311,Yes,168
Mcnab Employee Holdings Pty Ltd,Private,595,McNab Developments (QLD) Pty Ltd,63118748548,No,309
Mcnab Employee Holdings Pty Ltd,Private,595,Mcnab Employee Holdings Pty Ltd,50127407309,Yes,90
Mcnab Employee Holdings Pty Ltd,Private,595,McNab NQ Pty Ltd,83126974561,No,150
McPherson Newspapers Proprietary Limited,Private,153,Shepparton Newspapers Proprietary Limited,85004406946,No,88
McPherson's Limited,Private,214,McPherson's Consumer Products Pty Ltd,36000020495,No,208
MCT Automotive Group Pty Ltd,Private,128,MCT Automotive Group Pty Ltd,59636285017,Yes,99
Meat & Livestock Australia Limited,Private,245,Meat & Livestock Australia Limited,39081678364,Yes,191
Medenterprises International Limited,Private,1210,MEDRECRUIT AU TRADING PTY LIMITED,81619730773,No,1097
Medenterprises International Limited,Private,1210,Medrecruit International LP,44911819528,No,113
Medhealth Pty Limited,Private,3670,Ability Action Australia Pty Ltd,97642913844,No,746
Medhealth Pty Limited,Private,3670,Atwork Australia Pty Ltd,29009452153,No,1049
Medhealth Pty Limited,Private,3670,Cogent Advisory Pty Ltd,21615546800,No,120
Medhealth Pty Limited,Private,3670,Ipar Rehabilitation Pty Ltd,37104234317,No,463
Medhealth Pty Limited,Private,3670,Medhealth Pty Limited,32141219785,Yes,782
Medhealth Pty Limited,Private,3670,Unified Healthcare Group Pty. Ltd.,40073271735,No,162
Medhealth Pty Limited,Private,3670,Workfocus Australia Pty Ltd,87085105657,No,225
Medibank Private Limited,Private,3990,AMPLAR HEALTH HOME HOSPITAL PTY LTD,56644702081,No,152
Medibank Private Limited,Private,3990,Amplar Home Health,59008193100,No,306
Medibank Private Limited,Private,3990,Australian Health Management Group Pty Limited,96003683298,No,349
Medibank Private Limited,Private,3990,Healthstrong Pty. Ltd.,61155277919,No,126
Medibank Private Limited,Private,3990,Medibank Health Solutions Telehealth Pty Limited,40069396792,No,371
Medibank Private Limited,Private,3990,Medibank Private Limited,47080890259,Yes,2686
Medline Assembly Australia Pty Ltd,Private,287,Medline Assembly Australia Pty Ltd,37082143646,Yes,95
Medline Assembly Australia Pty Ltd,Private,287,Medline International Two Australia Pty Ltd,32099911449,No,180
MEDLOG Oceania Pty Ltd,Private,497,MEDLOG AUSTRALIA PTY LTD,62128976803,No,154
MEDLOG Oceania Pty Ltd,Private,497,MEDLOG NSW PTY LTD,86056313387,No,87
MEDLOG Oceania Pty Ltd,Private,497,MEDLOG PORTLINK PTY LTD,80072506891,No,111
MEDLOG Oceania Pty Ltd,Private,497,MEDLOG WA PTY LTD,84067417690,No,145
Melba Support Services Limited,Private,1724,MELBA SUPPORT SERVICES AUSTRALIA LTD,98627972605,No,853
Melba Support Services Limited,Private,1724,Melba Support Services Limited,39848842276,Yes,871
Melbourne City Mission,Private,861,Hester Hornbrook Academy Ltd,38612529674,No,126
Melbourne City Mission,Private,861,Melbourne City Mission,56161846149,Yes,517
Melbourne City Mission,Private,861,Quantum Support Services Inc,18274439046,No,215
Menzies Aviation Holdings (Australia) Pty Ltd,Private,2658,Australian Airsupport Pty Ltd,96110143569,No,471
Menzies Aviation Holdings (Australia) Pty Ltd,Private,2658,Menzies Aviation (Australia) Pty Ltd,70076623213,No,379
Menzies Aviation Holdings (Australia) Pty Ltd,Private,2658,Menzies Aviation (Ground Services) Australia Pty Ltd,63085693269,No,1231
Menzies Aviation Holdings (Australia) Pty Ltd,Private,2658,Skystar Airport Services Pty Ltd,13009074248,No,500
Menzies Hold Co 4 Pty Ltd,Private,1229,Glenn-Craig Villages Pty. Ltd.,70008863910,No,1070
Menzies Hold Co 4 Pty Ltd,Private,1229,WOLTEN PTY. LTD.,97105340663,No,159
Menzies International (Aust.) Pty. Ltd.,Private,3132,Allcorp Riverina Pty Ltd,92080548625,No,122
Menzies International (Aust.) Pty. Ltd.,Private,3132,Allcorp Services (Queensland) Pty. Limited,62010879580,No,186
Menzies International (Aust.) Pty. Ltd.,Private,3132,Executive Payroll Commercial (Nsw) Pty Ltd,16077858765,No,107
Menzies International (Aust.) Pty. Ltd.,Private,3132,Industrial & Infrastructure Services (Vic) Pty. Ltd.,66083159586,No,1143
Menzies International (Aust.) Pty. Ltd.,Private,3132,Industrial Contractor Services (Vic) Pty. Ltd.,83083159657,No,599
Menzies International (Aust.) Pty. Ltd.,Private,3132,Menzies International (Aust.) Pty. Ltd.,44004967757,Yes,346
Menzies International (Aust.) Pty. Ltd.,Private,3132,Menzies Property Services Pty. Ltd.,99005585197,No,450
Mercedes-Benz  Group Australia/Pacific Pty Ltd,Private,410,Mercedes-Benz Australia/Pacific Pty Ltd,23004411410,No,279
Mercedes-Benz  Group Australia/Pacific Pty Ltd,Private,410,Mercedes-Benz Financial Services Australia Pty Ltd,73074134517,No,131
MERCK LIFE SCIENCE PTY LTD,Private,217,Merck Healthcare Pty Ltd,72006900830,No,90
MERCK LIFE SCIENCE PTY LTD,Private,217,MERCK LIFE SCIENCE PTY LTD,66051627831,Yes,127
Merck Sharp & Dohme (Australia) Pty Ltd,Private,617,ALLFLEX AUSTRALIA PTY. LTD.,61005237472,No,131
Merck Sharp & Dohme (Australia) Pty Ltd,Private,617,Intervet Australia Pty Limited,79008467034,No,182
Merck Sharp & Dohme (Australia) Pty Ltd,Private,617,Merck Sharp & Dohme (Australia) Pty Ltd,14000173508,Yes,304
Mercy Health Australia Ltd,Private,11505,Mercy Aged And Community Care Ltd,77191901062,No,5622
Mercy Health Australia Ltd,Private,11505,Mercy Hospitals Victoria Ltd,74762230429,No,5883
Mercycare Limited,Private,1646,Mercy Community Services Limited,96487116582,No,1002
Mercycare Limited,Private,1646,Mercy Human Services Limited,21612759654,No,644
Meriton Property Services Pty Limited,Private,1700,Meriton Property Services Pty Limited,69115511281,Yes,1695
Merlin Entertainments (Australia) Pty Ltd,Private,743,Legoland Discovery Centre Melbourne Pty Ltd,28601100869,No,82
Merlin Entertainments (Australia) Pty Ltd,Private,743,MELBOURNE UNDERWATER WORLD PTY LTD,19070549236,No,131
Merlin Entertainments (Australia) Pty Ltd,Private,743,The Sydney Aquarium Company Pty. Limited,98008631981,No,396
Merrill Lynch (Australia) Pty Ltd,Private,420,Bank Of America National Association,51064874531,No,103
Merrill Lynch (Australia) Pty Ltd,Private,420,Merrill Lynch (Australia) Pty Ltd,31000890451,Yes,317
Metal Manufactures Pty Limited,Private,4269,Building & Industrial Supplies Group Pty Limited,32665642115,No,154
Metal Manufactures Pty Limited,Private,4269,Metal Manufactures Pty Limited,13003762641,Yes,3313
Metal Manufactures Pty Limited,Private,4269,Mm Plastics Pty Limited,98115022592,No,281
Metal Manufactures Pty Limited,Private,4269,Rushmore Distributors Pty Limited,19663882817,No,133
Metal Manufactures Pty Limited,Private,4269,Synergy Business Systems Pty Limited,98142397886,No,310
METRICS CREDIT HOLDINGS PTY LTD,Private,215,MCH Corporate Services Pty Limited,55656989954,No,173
Metro Mining Limited,Private,263,Metro Bauxite Hills Operations Pty Ltd,25101655298,No,242
MHPL Investments Pty Ltd,Private,678,Motorama Automotive Pty Ltd,12101332790,No,233
MHPL Investments Pty Ltd,Private,678,Motorama Springwood Pty Ltd,90009698300,No,108
Microsoft Pty Ltd,Private,3288,Linkedin Singapore Pte. Ltd.,73615253408,No,304
Microsoft Pty Ltd,Private,3288,Microsoft Datacenter (Australia) Pty Limited,31163792078,No,359
Microsoft Pty Ltd,Private,3288,Microsoft Pty Ltd,29002589460,Yes,2594
Midfield Meat International Pty. Ltd.,Private,1695,Midfield Meat International Pty. Ltd.,78065864904,Yes,1618
Midway Ltd,Private,124,No relevant subsidiary employers,,,
MIDWAY METALS PTY LTD,Private,256,MIDWAY METALS PTY LTD,88001831090,Yes,168
MIDWAY METALS PTY LTD,Private,256,Prochem Pipeline Products Pty Ltd,74000337824,No,88
Millennium Services Group Limited,Private,3562,Millennium Cleaning (NSW) Pty Ltd,84620963153,No,554
Millennium Services Group Limited,Private,3562,Millennium Cleaning (Qld) Pty Ltd,47145748590,No,483
Millennium Services Group Limited,Private,3562,Millennium Cleaning (Vic) Pty Ltd,54145748616,No,438
Millennium Services Group Limited,Private,3562,Millennium Cleaning (WA) Unit Trust,56441862723,No,805
Millennium Services Group Limited,Private,3562,Millennium Hi-Tech (SA) Pty Ltd,37146139764,No,419
Millennium Services Group Limited,Private,3562,Millennium Hi-Tech Group Pty Ltd,94103423374,No,421
Millennium Services Group Limited,Private,3562,Millennium Management Services (Aust) Pty Ltd,90620317151,No,114
Millennium Services Group Limited,Private,3562,Millennium Security Specialist Services Pty Ltd,26620314892,No,269
Mind Australia Limited,Private,1440,Mind Australia Limited,22005063589,Yes,1221
Mind Australia Limited,Private,1440,SCHIZOPHRENIA FELLOWSHIP OF NEW SOUTH WALES LTD,58903786913,No,219
Mineral Resources Limited,Private,6860,Crushing Services International Pty Ltd,88069303377,No,1869
Mineral Resources Limited,Private,6860,Mineral Resources Limited,33118549910,Yes,1401
Mineral Resources Limited,Private,6860,Mrl Asset Management Pty Ltd,74169725964,No,824
Mineral Resources Limited,Private,6860,P.I.H.A. Pty Ltd,83061356812,No,421
Mineral Resources Limited,Private,6860,Polaris Metals Pty Ltd,18085223570,No,799
Mineral Resources Limited,Private,6860,Process Minerals International Pty Ltd,49063988894,No,1499
Minglecliff (Qld) Pty Ltd & Tupman Pty. Ltd.,Private,386,Concierge Group Holdings Pty Ltd,95105230046,No,104
Minglecliff (Qld) Pty Ltd & Tupman Pty. Ltd.,Private,386,Minglecliff (Qld) Pty Ltd & Tupman Pty. Ltd.,21464496649,Yes,246
Mini-Tankers Australia Pty Ltd,Private,323,Maxi-Tankers Pty Ltd,22117406934,No,94
Mini-Tankers Australia Pty Ltd,Private,323,Mini-Tankers Australia Pty Ltd,81050220016,Yes,141
Mini-Tankers Australia Pty Ltd,Private,323,Mini-Tankers Management Pty Limited,89083467047,No,87
Minor DKL Food Group Pty Ltd,Private,483,Minor DKL Management Pty Ltd,39600187255,No,89
Minor DKL Food Group Pty Ltd,Private,483,Nomad Coffee Management Pty Ltd,67600033832,No,104
Minor DKL Food Group Pty Ltd,Private,483,Tcc Operations Pty Ltd,30600187657,No,290
Minor Hotels Australasia Limited,Private,2559,MH Management (NSW) Pty Ltd,75114193065,No,490
Minor Hotels Australasia Limited,Private,2559,MH Management (QLD) Pty Ltd,47107331813,No,978
Minor Hotels Australasia Limited,Private,2559,MH Management (SA) Pty Ltd,63108230164,No,276
Minor Hotels Australasia Limited,Private,2559,MH Management (VIC) Pty Ltd,93113881744,No,624
Minor Hotels Australasia Limited,Private,2559,Minor Hotels Australasia Limited,70113972366,Yes,107
Minor Hotels Australasia Limited,Private,2559,Oaks Hotels & Resorts (NT) Pty Ltd,73606364916,No,84
MINPROVISE INTERNATIONAL PTY LTD,Private,975,MINPROVISE INTERNATIONAL PTY LTD,65167931768,Yes,974
Mintego Pty. Limited,Private,291,Mintego Pty. Limited,98054957587,Yes,187
Mintego Pty. Limited,Private,291,The Trustee For 3rd Generation Trust,73114275881,No,102
MinterEllison,Private,2289,MinterEllison Consulting Pty Ltd,50077613828,No,91
MinterEllison,Private,2289,The Trustee For Minter Ellison Services Trust,55971237295,No,2181
MITCHELL WATER AUSTRALIA PTY LTD,Private,176,MITCHELL WATER AUSTRALIA PTY LTD,16097612149,Yes,159
Mitsubishi Corporation,Private,430,Cape Flattery Silica Mines Pty Ltd,66000586096,No,111
Mitsubishi Corporation,Private,430,Isuzu Ute Australia Pty Ltd,80129563739,No,161
Mitsui & Co Ltd,Private,369,Mitsui & Co. (Australia) Ltd.,64004349795,No,120
Mitsui & Co Ltd,Private,369,Onslow Salt Pty Ltd.,26050159558,No,85
MMA Offshore Pty Ltd,Private,500,Mma Offshore Vessel Operations Pty Ltd,34009200686,No,397
MMA Offshore Pty Ltd,Private,500,Mma Subsea Services Pty Ltd,78153607759,No,103
Mmg Management Pty Ltd,Private,965,Mmg Australia Limited,23004074962,No,483
Mmg Management Pty Ltd,Private,965,Mmg Dugald River Pty Ltd,19083405556,No,482
Modern Star Pty Limited,Private,499,Modern Star Pty Limited,31101306950,Yes,472
Moderna Australia Pty Ltd,Private,133,Moderna Manufacturing Australia Pty Ltd,27657936206,No,99
Moduplay Group Pty Ltd,Private,135,Moduplay Group Pty Ltd,40131937669,Yes,114
Monadelphous Group Limited,Private,6426,M Maintenance Services Pty Ltd,82605643678,No,1284
Monadelphous Group Limited,Private,6426,M&ISS Pty Ltd,90600471341,No,201
Monadelphous Group Limited,Private,6426,Melchor Contracting Pty Ltd,90615704660,No,469
Monadelphous Group Limited,Private,6426,MMW Projects Pty Ltd,96653199289,No,181
Monadelphous Group Limited,Private,6426,Moag Pty Ltd,78615255493,No,804
Monadelphous Group Limited,Private,6426,Monadelphous Electrical & Instrumentation Pty Ltd,33092951043,No,111
Monadelphous Group Limited,Private,6426,Monadelphous Engineering Associates Pty Limited,52008861836,No,2044
Monadelphous Group Limited,Private,6426,Monadelphous Engineering Pty Ltd,43010305923,No,788
Monadelphous Group Limited,Private,6426,Monadelphous Workforce Pty. Ltd.,74089259754,No,110
Monadelphous Group Limited,Private,6426,MWOG PTY LTD,67614889351,No,201
Monash Ivf Group Limited,Private,1194,Adelaide Fertility Centre Pty Ltd,23116453126,No,183
Monash Ivf Group Limited,Private,1194,Monash Ivf Pty Ltd,63006942990,No,504
Monash Ivf Group Limited,Private,1194,Palantrou Pty Limited,21111795692,No,124
Monash Ivf Group Limited,Private,1194,Sydney Ultrasound for Women,31604384661,No,118
Monash University,Private,14958,Monash College Pty Ltd,64064031714,No,538
Monash University,Private,14958,Monash University,12377614012,Yes,14420
Montrose Environmental Group Inc,Private,100,Epic Environmental Pty Ltd,54169579275,No,83
Moody's (MCO),Private,130,No relevant subsidiary employers,,,
Moore Australia (Qld/NNSW) Pty Ltd,Private,183,Moore Australia (Qld/NNSW) Pty Ltd,14625254677,Yes,180
MOORE AUSTRALIA ACCOUNTING (VIC) PARTNERSHIP,Private,195,MOORE AUSTRALIA ACCOUNTING (VIC) PARTNERSHIP,17386983833,Yes,188
Moorilla Estate Pty Ltd,Private,573,Moorilla Estate Pty Ltd,34120281656,Yes,419
Moorilla Estate Pty Ltd,Private,573,The Trustee for Art Processors Unit Trust,90883533077,No,87
Moran Holdings (No.2) Pty Limited,Private,1239,MORAN AUSTRALIA (RESIDENTIAL AGED CARE) PTY LIMITED,29127791619,No,1204
Morgan Stanley Australia Limited,Private,498,Morgan Stanley Australia Limited,67003734576,Yes,257
Morgan Stanley Australia Limited,Private,498,Morgan Stanley Wealth Management Australia Pty Ltd,19009145555,No,231
Moriah War Memorial College Association,Private,361,Moriah War Memorial College Association,98077604961,Yes,328
Mort & Co Ltd,Private,270,Mort & Co Lot Feeders Pty Ltd,60096338206,No,132
Motor Traders' Association Of New South Wales,Private,96,Motor Traders' Association Of New South Wales,63000008088,Yes,85
Motus Australia Pty Ltd,Private,685,Australian Automotive Group Pty Limited,84088817912,No,390
Motus Australia Pty Ltd,Private,685,Gippsland Motor Group Pty Ltd,20118504475,No,98
Mount Gibson Iron Limited,Private,362,Koolan Iron Ore Pty Ltd,87099455277,No,315
Mount Pritchard & District Community Club Ltd,Private,928,Mount Pritchard & District Community Club Ltd,98000458622,Yes,734
Mount Pritchard & District Community Club Ltd,Private,928,OZCOTT PTY. LTD.,51110609517,No,154
Movigo Pty Ltd,Private,265,Right2Drive Pty Ltd,13159590986,No,165
Mpc Kinetic Holdings Limited,Private,855,Mpc Group Labour Pty Ltd,78168268344,No,495
Mpc Kinetic Holdings Limited,Private,855,Mpc Group Pty Ltd,81122452662,No,238
MSI Reproductive Choices,Private,199,MSI Reproductive Choices,63093595192,Yes,180
Mss Security Pty Limited,Private,6560,Mss Security Pty Limited,29100573966,Yes,6320
Mss Security Pty Limited,Private,6560,Mss Strategic Medical And Rescue Pty Ltd,48155387152,No,240
"MUFG Bank, Ltd.",Private,400,"MUFG Bank, Ltd.",75103418882,Yes,379
MUFG Pension & Market Services Holdings Pty Limited,Private,3298,Australian Administration Services Pty. Limited,62003429114,No,83
MUFG Pension & Market Services Holdings Pty Limited,Private,3298,MUFG Corporate Markets Service Co Pty Limited,59108557035,No,497
MUFG Pension & Market Services Holdings Pty Limited,Private,3298,MUFG PMS Service Company Pty Limited,75121425107,No,127
MUFG Pension & Market Services Holdings Pty Limited,Private,3298,MUFG Retirement Solutions Business Services Pty Limited,47136882767,No,2066
MUFG Pension & Market Services Holdings Pty Limited,Private,3298,Superpartners Pty Ltd,57078907883,No,264
Mulawa Holdings Pty Ltd,Private,2377,Australian National Hotels Pty. Limited,79009477552,No,572
Mulawa Holdings Pty Ltd,Private,2377,Federal East Coast Holdings Pty Limited,23099918715,No,99
Mulawa Holdings Pty Ltd,Private,2377,Federal Holdings Tasmania Pty Limited,30097627677,No,146
Mulawa Holdings Pty Ltd,Private,2377,Fh&R Support Services Pty Ltd,57100541606,No,116
Mulawa Holdings Pty Ltd,Private,2377,Halsata Pty Ltd,65120619123,No,90
Mulawa Holdings Pty Ltd,Private,2377,Janala Pty. Limited,24003672839,No,503
Mulawa Holdings Pty Ltd,Private,2377,Odyssey Gaming Services Pty Limited,49061363139,No,103
Mulawa Holdings Pty Ltd,Private,2377,Tasmanian Country Club-Casino Proprietary Limited,25009516189,No,382
Mulawa Holdings Pty Ltd,Private,2377,Vantage Hotel Group Pty. Ltd.,95087546245,No,263
Mulgowie Fresh Pty Ltd,Private,318,Vitalish Pty Ltd,12108880851,No,291
Mulpha Australia Limited,Private,1454,BIMBADGEN ESTATE PTY LIMITED,11076232981,No,105
Mulpha Australia Limited,Private,1454,CALDISC PTY. LIMITED,80058559523,No,103
Mulpha Australia Limited,Private,1454,Mulpha Hotel Operations Pty Limited,44155176971,No,437
Mulpha Australia Limited,Private,1454,Mulpha Hotel Pty Ltd,17070662627,No,317
Mulpha Australia Limited,Private,1454,Mulpha Sanctuary Cove (Developments) Pty Ltd,20098660318,No,266
Mulpha Australia Limited,Private,1454,SWING CITY PTY LIMITED,11163883092,No,90
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,Private,1810,ATOMIC SEARCH PTY LTD,73133006041,No,172
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,Private,1810,CITRUS INTERNATIONAL PTY LTD,58614763307,No,83
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,Private,1810,Publicis Communications Australia Pty Ltd,86001720921,No,551
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,Private,1810,Publicis Media Australia Pty Ltd,40001786858,No,751
MULTI MARKET SERVICES AUSTRALIA HOLDINGS PTY LTD,Private,1810,Publicis Sapient Australia Pty Ltd,80082145891,No,126
MULTI SERVICES SOLUTIONS GROUP PTY. LTD.,Private,254,No relevant subsidiary employers,,,
Multicap Limited,Private,1645,Multicap Limited,40120240686,Yes,1200
Multicap Limited,Private,1645,Open Minds Australia Limited,19009687030,No,445
Munro Footwear Group Pty Ltd,Private,2001,Australian Footwear Pty Ltd,40168259210,No,1614
Munro Footwear Group Pty Ltd,Private,2001,MFG Shared Services Pty Ltd,31603935548,No,387
Murdoch Childrens Research Institute,Private,1834,Murdoch Childrens Research Institute,21006566972,Yes,1503
Murdoch Childrens Research Institute,Private,1834,Victorian Clinical Genetics Services Limited,51007032760,No,331
Murrays Australia Pty Limited,Private,357,Murrays Australia Pty Limited,65008468666,Yes,210
Murrays Australia Pty Limited,Private,357,MURRAYS TRAVEL PTY LIMITED,11105891941,No,147
Myer Holdings Limited,Private,14868,JUST GROUP LIMITED,97096911410,No,378
Myer Holdings Limited,Private,14868,JUST JEANS GROUP PTY LIMITED,49004947460,No,4320
Myer Holdings Limited,Private,14868,Marcs David Lawrence Pty Limited,71168166247,No,507
Myer Holdings Limited,Private,14868,Myer Pty Ltd,83004143239,No,9458
Myer Holdings Limited,Private,14868,Sass & Bide Pty Ltd,56094549783,No,88
Myer Holdings Limited,Private,14868,Warehouse Solutions Pty Ltd,27118730939,No,117
Mylan N.V.,Private,780,Alphapharm Pty Ltd,93002359739,No,685
MYOB Group Pty Ltd,Private,1311,FLARE HR PTY LTD,46607120892,No,115
MYOB Group Pty Ltd,Private,1311,MYOB Australia Pty Ltd,13086760198,No,1163
Mystate Limited,Private,698,Auswide Bank Ltd,40087652060,No,321
Mystate Limited,Private,698,Mystate Bank Limited,89067729195,No,320
N G P Investments (No 2) Pty Ltd,Private,1354,Castlereagh Automotive Pty Ltd,84136581970,No,94
N G P Investments (No 2) Pty Ltd,Private,1354,East Automotive Pty Ltd,78604088833,No,82
N G P Investments (No 2) Pty Ltd,Private,1354,Inchurch Automotive Pty Limited,74137048474,No,195
N G P Investments (No 2) Pty Ltd,Private,1354,NST Investment Pty Ltd,26112693562,No,80
N G P Investments (No 2) Pty Ltd,Private,1354,Penrith City Automotive Pty Ltd,31091198631,No,144
N G P Investments (No 2) Pty Ltd,Private,1354,Prestige Cars Pty. Ltd.,59068818020,No,101
N G P Investments (No 2) Pty Ltd,Private,1354,South East Automotive Pty. Limited,16117048450,No,93
N G P Investments (No 2) Pty Ltd,Private,1354,Terry Shields Pty Ltd,73000678473,No,177
N G P Investments (No 2) Pty Ltd,Private,1354,Western Region Automotive Pty Limited,72112718420,No,137
N.A Ackroyd & Others,Private,414,JUSTICE SERVICES PTY LIMITED,15005249874,No,209
N.A Ackroyd & Others,Private,414,N.a Ackroyd & Others,15364527724,No,205
N.a Bramley-Moore & C.a Drayton & A Kohn & N.s Regener & S.j Roberts,Private,182,N.a Bramley-Moore & C.a Drayton & A Kohn & N.s Regener & S.j Roberts,83586046478,Yes,120
Namoi Cotton Limited,Private,237,Namoi Cotton Limited,76010485588,Yes,191
National Association Of Testing Authorities Australia,Private,202,National Association Of Testing Authorities Australia,59004379748,Yes,191
National Australia Bank Limited,Private,29557,86 400 Holdings Ltd,36621802097,No,398
National Australia Bank Limited,Private,29557,National Australia Bank Limited,12004044937,Yes,29159
NATIONAL JET EXPRESS PTY LTD,Private,541,NATIONAL JET EXPRESS PTY LTD,46063561482,Yes,426
NATIONAL JET EXPRESS PTY LTD,Private,541,NJE Aviation Services Engineering PTY LTD,74099287117,No,115
National Roads And Motorists' Association Limited,Private,3282,Australian Tourist Park Management Pty Limited,85061270513,No,773
National Roads And Motorists' Association Limited,Private,3282,CPC SERVICES (NQ) PTY. LTD.,84067603105,No,314
National Roads And Motorists' Association Limited,Private,3282,Kingmill Pty Ltd,58003966649,No,535
National Roads And Motorists' Association Limited,Private,3282,Noorton Pty Ltd,82070125478,No,98
National Roads And Motorists' Association Limited,Private,3282,NRMA Limited,65090839197,No,1292
National Roads And Motorists' Association Limited,Private,3282,NRMA Tasmania Pty Ltd,52648516876,No,218
National Rugby League Limited,Private,1045,National Rugby League Limited,23082088962,Yes,984
National Storage Holdings Limited,Private,584,National Storage (Operations) Pty Ltd,65095053179,No,574
NATIONAL TIMBER & HARDWARE ASSOCIATION LTD,Private,96,NTHA TRAINEES & APPRENTICES PTY LTD,15003968465,No,87
National Tyre & Wheel Limited,Private,511,Black Rubber Pty Ltd,36162283427,No,159
National Tyre & Wheel Limited,Private,511,Exclusive Tyre Distributors Pty Ltd,51159029357,No,242
Navitas Pty Limited,Private,2869,Navitas Australia Pty Ltd,88070919327,No,115
Navitas Pty Limited,Private,2869,Navitas English Services Pty Limited,13002069730,No,139
Navitas Pty Limited,Private,2869,Navitas Professional Institute Pty Ltd,94057495299,No,448
Navitas Pty Limited,Private,2869,Navitas Pty Limited,69109613309,Yes,1349
Navitas Pty Limited,Private,2869,Navitas Skilled Futures Pty Ltd,51003916701,No,226
Navitas Pty Limited,Private,2869,Sae Institute Pty Limited,21093057973,No,281
Navitas Pty Limited,Private,2869,University Of Canberra College Pty Limited,51080888231,No,99
NEC CORPORATION,Private,863,NEC Australia Pty Ltd,86001217527,No,540
NEC CORPORATION,Private,863,NEC IT Solutions Australia Pty Ltd,58009378643,No,277
Nepean No1 Pty Ltd,Private,1255,Nepean Building & Infrastructure Pty Ltd,54125224302,No,113
Nepean No1 Pty Ltd,Private,1255,Nepean Conveyors Pty Ltd,47003794885,No,332
Nepean No1 Pty Ltd,Private,1255,Nepean Engineering & Innovation Pty Ltd,27001375239,No,97
Nepean No1 Pty Ltd,Private,1255,Nepean Longwall Pty Ltd,94081123211,No,109
Nepean No1 Pty Ltd,Private,1255,Nepean Power Pty Ltd,31066028680,No,237
Nepean No1 Pty Ltd,Private,1255,PROK Conveyor Components Pty Ltd,70614547965,No,155
Nepean No1 Pty Ltd,Private,1255,Weldlok Industries Pty Ltd,58000175379,No,99
NES UK Limited,Private,1597,Evolve Scientific Recruitment Pty Ltd,59142104783,No,404
NES UK Limited,Private,1597,NES FIRCROFT AUSTRALIA PTY LTD,58100091245,No,1193
NETA TIRE SERVICE AND SALES PTY. LTD.,Private,121,NETA TIRE SERVICE AND SALES PTY. LTD.,28010610858,Yes,108
