year,state,sex,measure,value,unit,obs_status_flag
1986,Australian Capital Territory,Males,Median age - population,27.7,NUM,
1987,Australian Capital Territory,Males,Median age - population,28.1,NUM,
1988,Australian Capital Territory,Males,Median age - population,28.4,NUM,
1989,Australian Capital Territory,Males,Median age - population,28.7,NUM,
1990,Australian Capital Territory,Males,Median age - population,29,NUM,
1991,Australian Capital Territory,Males,Median age - population,29.1,NUM,
1992,Australian Capital Territory,Males,Median age - population,29.4,NUM,
1993,Australian Capital Territory,Males,Median age - population,29.7,NUM,
1994,Australian Capital Territory,Males,Median age - population,30.1,NUM,
1995,Australian Capital Territory,Males,Median age - population,30.4,NUM,
1996,Australian Capital Territory,Males,Median age - population,30.7,NUM,
1997,Australian Capital Territory,Males,Median age - population,31.1,NUM,
1998,Australian Capital Territory,Males,Median age - population,31.5,NUM,
1999,Australian Capital Territory,Males,Median age - population,32,NUM,
2000,Australian Capital Territory,Males,Median age - population,32.4,NUM,
2001,Australian Capital Territory,Males,Median age - population,32.6,NUM,
2002,Australian Capital Territory,Males,Median age - population,32.8,NUM,
2003,Australian Capital Territory,Males,Median age - population,33,NUM,
2004,Australian Capital Territory,Males,Median age - population,33.2,NUM,
2005,Australian Capital Territory,Males,Median age - population,33.4,NUM,
2006,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2007,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2008,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2009,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2010,Australian Capital Territory,Males,Median age - population,33.5,NUM,
2011,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2012,Australian Capital Territory,Males,Median age - population,33.6,NUM,
2013,Australian Capital Territory,Males,Median age - population,33.8,NUM,
2014,Australian Capital Territory,Males,Median age - population,33.9,NUM,
2015,Australian Capital Territory,Males,Median age - population,34.1,NUM,
2016,Australian Capital Territory,Males,Median age - population,34.2,NUM,
2017,Australian Capital Territory,Males,Median age - population,34.2,NUM,
2018,Australian Capital Territory,Males,Median age - population,34.2,NUM,
2019,Australian Capital Territory,Males,Median age - population,34.4,NUM,
2020,Australian Capital Territory,Males,Median age - population,34.6,NUM,
2021,Australian Capital Territory,Males,Median age - population,34.7,NUM,
2022,Australian Capital Territory,Males,Median age - population,34.6,NUM,
2023,Australian Capital Territory,Males,Median age - population,34.6,NUM,
2024,Australian Capital Territory,Males,Median age - population,34.8,NUM,
1971,Queensland,Females,Median age - population,27.4,NUM,
1972,Queensland,Females,Median age - population,27.5,NUM,
1973,Queensland,Females,Median age - population,27.5,NUM,
1974,Queensland,Females,Median age - population,27.7,NUM,
1975,Queensland,Females,Median age - population,27.9,NUM,
1976,Queensland,Females,Median age - population,28.2,NUM,
1977,Queensland,Females,Median age - population,28.4,NUM,
1978,Queensland,Females,Median age - population,28.7,NUM,
1979,Queensland,Females,Median age - population,28.9,NUM,
1980,Queensland,Females,Median age - population,29.2,NUM,
1981,Queensland,Females,Median age - population,29.3,NUM,
1982,Queensland,Females,Median age - population,29.6,NUM,
1983,Queensland,Females,Median age - population,29.8,NUM,
1984,Queensland,Females,Median age - population,30.2,NUM,
1985,Queensland,Females,Median age - population,30.5,NUM,
1986,Queensland,Females,Median age - population,30.9,NUM,
1987,Queensland,Females,Median age - population,31.2,NUM,
1988,Queensland,Females,Median age - population,31.5,NUM,
1989,Queensland,Females,Median age - population,31.8,NUM,
1990,Queensland,Females,Median age - population,32,NUM,
1991,Queensland,Females,Median age - population,32.3,NUM,
1992,Queensland,Females,Median age - population,32.6,NUM,
1993,Queensland,Females,Median age - population,32.9,NUM,
1994,Queensland,Females,Median age - population,33.2,NUM,
1995,Queensland,Females,Median age - population,33.5,NUM,
1996,Queensland,Females,Median age - population,33.8,NUM,
1997,Queensland,Females,Median age - population,34.2,NUM,
1998,Queensland,Females,Median age - population,34.6,NUM,
1999,Queensland,Females,Median age - population,34.9,NUM,
2000,Queensland,Females,Median age - population,35.3,NUM,
2001,Queensland,Females,Median age - population,35.6,NUM,
2002,Queensland,Females,Median age - population,35.9,NUM,
2003,Queensland,Females,Median age - population,36.1,NUM,
2004,Queensland,Females,Median age - population,36.3,NUM,
2005,Queensland,Females,Median age - population,36.5,NUM,
2006,Queensland,Females,Median age - population,36.7,NUM,
2007,Queensland,Females,Median age - population,36.8,NUM,
2008,Queensland,Females,Median age - population,36.8,NUM,
2009,Queensland,Females,Median age - population,36.9,NUM,
2010,Queensland,Females,Median age - population,37,NUM,
2011,Queensland,Females,Median age - population,37.2,NUM,
2012,Queensland,Females,Median age - population,37.3,NUM,
2013,Queensland,Females,Median age - population,37.4,NUM,
2014,Queensland,Females,Median age - population,37.5,NUM,
2015,Queensland,Females,Median age - population,37.7,NUM,
2016,Queensland,Females,Median age - population,37.8,NUM,
2017,Queensland,Females,Median age - population,37.9,NUM,
2018,Queensland,Females,Median age - population,38.1,NUM,
2019,Queensland,Females,Median age - population,38.3,NUM,
2020,Queensland,Females,Median age - population,38.7,NUM,
2021,Queensland,Females,Median age - population,39.2,NUM,
2022,Queensland,Females,Median age - population,39.3,NUM,
2023,Queensland,Females,Median age - population,39.2,NUM,
2024,Queensland,Females,Median age - population,39.3,NUM,
1971,Western Australia,Persons,Births,24276,NUM,
1972,Western Australia,Persons,Births,22211,NUM,
1973,Western Australia,Persons,Births,20531,NUM,
1974,Western Australia,Persons,Births,20243,NUM,
1975,Western Australia,Persons,Births,20365,NUM,
1976,Western Australia,Persons,Births,20700,NUM,
1977,Western Australia,Persons,Births,20688,NUM,
1978,Western Australia,Persons,Births,20662,NUM,
1979,Western Australia,Persons,Births,20515,NUM,
1980,Western Australia,Persons,Births,20652,NUM,
1981,Western Australia,Persons,Births,21900,NUM,
1982,Western Australia,Persons,Births,22261,NUM,
1983,Western Australia,Persons,Births,23087,NUM,
1984,Western Australia,Persons,Births,21625,NUM,
1985,Western Australia,Persons,Births,23109,NUM,
1986,Western Australia,Persons,Births,24236,NUM,
1987,Western Australia,Persons,Births,23332,NUM,
1988,Western Australia,Persons,Births,25143,NUM,
1989,Western Australia,Persons,Births,25051,NUM,
1990,Western Australia,Persons,Births,25356,NUM,
1991,Western Australia,Persons,Births,25417,NUM,
1992,Western Australia,Persons,Births,25073,NUM,
1993,Western Australia,Persons,Births,25081,NUM,
1994,Western Australia,Persons,Births,25138,NUM,
1995,Western Australia,Persons,Births,25139,NUM,
1996,Western Australia,Persons,Births,24793,NUM,
1997,Western Australia,Persons,Births,24776,NUM,
1998,Western Australia,Persons,Births,24717,NUM,
1999,Western Australia,Persons,Births,24849,NUM,
2000,Western Australia,Persons,Births,25093,NUM,
2001,Western Australia,Persons,Births,24002,NUM,
2002,Western Australia,Persons,Births,23601,NUM,
2003,Western Australia,Persons,Births,24273,NUM,
2004,Western Australia,Persons,Births,25295,NUM,
2005,Western Australia,Persons,Births,26253,NUM,
2006,Western Australia,Persons,Births,27777,NUM,
2007,Western Australia,Persons,Births,29165,NUM,
2008,Western Australia,Persons,Births,31851,NUM,
2009,Western Australia,Persons,Births,30879,NUM,
2010,Western Australia,Persons,Births,31424,NUM,
2011,Western Australia,Persons,Births,32259,NUM,
2012,Western Australia,Persons,Births,33627,NUM,
2013,Western Australia,Persons,Births,34516,NUM,
2014,Western Australia,Persons,Births,35403,NUM,
2015,Western Australia,Persons,Births,35135,NUM,
2016,Western Australia,Persons,Births,35429,NUM,
2017,Western Australia,Persons,Births,34498,NUM,
2018,Western Australia,Persons,Births,33257,NUM,
2019,Western Australia,Persons,Births,33539,NUM,
2020,Western Australia,Persons,Births,32426,NUM,
2021,Western Australia,Persons,Births,34039,NUM,
2022,Western Australia,Persons,Births,31460,NUM,
2023,Western Australia,Persons,Births,32031,NUM,
2024,Western Australia,Persons,Births,30541,NUM,
1974,Australia,Males,Births,126295,NUM,
1975,Australia,Males,Births,119850,NUM,
1976,Australia,Males,Births,116838,NUM,
1977,Australia,Males,Births,116551,NUM,
1978,Australia,Males,Births,114964,NUM,
1979,Australia,Males,Births,114613,NUM,
1980,Australia,Males,Births,115948,NUM,
1981,Australia,Males,Births,121170,NUM,
1982,Australia,Males,Births,123254,NUM,
1983,Australia,Males,Births,124558,NUM,
1984,Australia,Males,Births,119816,NUM,
1985,Australia,Males,Births,126813,NUM,
1986,Australia,Males,Births,124914,NUM,
1987,Australia,Males,Births,125265,NUM,
1988,Australia,Males,Births,126223,NUM,
1989,Australia,Males,Births,128510,NUM,
1990,Australia,Males,Births,135194,NUM,
1991,Australia,Males,Births,131965,NUM,
1992,Australia,Males,Births,135601,NUM,
1993,Australia,Males,Births,133572,NUM,
1994,Australia,Males,Births,132625,NUM,
1995,Australia,Males,Births,131432,NUM,
1996,Australia,Males,Births,130572,NUM,
1997,Australia,Males,Births,129179,NUM,
1998,Australia,Males,Births,128016,NUM,
1999,Australia,Males,Births,127357,NUM,
2000,Australia,Males,Births,128190,NUM,
2001,Australia,Males,Births,126298,NUM,
2002,Australia,Males,Births,128623,NUM,
2003,Australia,Males,Births,129193,NUM,
2004,Australia,Males,Births,130600,NUM,
2005,Australia,Males,Births,135847,NUM,
2006,Australia,Males,Births,139395,NUM,
2007,Australia,Males,Births,150029,NUM,
2008,Australia,Males,Births,155204,NUM,
2009,Australia,Males,Births,154875,NUM,
2010,Australia,Males,Births,155591,NUM,
2011,Australia,Males,Births,154996,NUM,
2012,Australia,Males,Births,158988,NUM,
2013,Australia,Males,Births,158706,NUM,
2014,Australia,Males,Births,153592,NUM,
2015,Australia,Males,Births,157088,NUM,
2016,Australia,Males,Births,159537,NUM,
2017,Australia,Males,Births,159221,NUM,
2018,Australia,Males,Births,162088,NUM,
2019,Australia,Males,Births,157476,NUM,
2020,Australia,Males,Births,150943,NUM,
2021,Australia,Males,Births,158917,NUM,
2022,Australia,Males,Births,154281,NUM,
2023,Australia,Males,Births,147422,NUM,
2024,Australia,Males,Births,150299,NUM,
1974,Australian Capital Territory,Females,Births,2039,NUM,
1975,Australian Capital Territory,Females,Births,2031,NUM,
1976,Australian Capital Territory,Females,Births,2030,NUM,
1977,Australian Capital Territory,Females,Births,2147,NUM,
1978,Australian Capital Territory,Females,Births,2025,NUM,
1979,Australian Capital Territory,Females,Births,2076,NUM,
1980,Australian Capital Territory,Females,Births,2099,NUM,
1981,Australian Capital Territory,Females,Births,2060,NUM,
1982,Australian Capital Territory,Females,Births,1997,NUM,
1983,Australian Capital Territory,Females,Births,2049,NUM,
1984,Australian Capital Territory,Females,Births,2061,NUM,
1985,Australian Capital Territory,Females,Births,1963,NUM,
1986,Australian Capital Territory,Females,Births,1987,NUM,
1987,Australian Capital Territory,Females,Births,2018,NUM,
1988,Australian Capital Territory,Females,Births,2142,NUM,
1989,Australian Capital Territory,Females,Births,2025,NUM,
1990,Australian Capital Territory,Females,Births,2124,NUM,
1991,Australian Capital Territory,Females,Births,2320,NUM,
1992,Australian Capital Territory,Females,Births,2191,NUM,
1993,Australian Capital Territory,Females,Births,2181,NUM,
1994,Australian Capital Territory,Females,Births,2229,NUM,
1995,Australian Capital Territory,Females,Births,2124,NUM,
1996,Australian Capital Territory,Females,Births,2155,NUM,
1997,Australian Capital Territory,Females,Births,2076,NUM,
1998,Australian Capital Territory,Females,Births,1976,NUM,
1999,Australian Capital Territory,Females,Births,2124,NUM,
2000,Australian Capital Territory,Females,Births,1991,NUM,
2001,Australian Capital Territory,Females,Births,1943,NUM,
2002,Australian Capital Territory,Females,Births,2030,NUM,
2003,Australian Capital Territory,Females,Births,2000,NUM,
2004,Australian Capital Territory,Females,Births,2018,NUM,
2005,Australian Capital Territory,Females,Births,2082,NUM,
2006,Australian Capital Territory,Females,Births,2181,NUM,
2007,Australian Capital Territory,Females,Births,2328,NUM,
2008,Australian Capital Territory,Females,Births,2337,NUM,
2009,Australian Capital Territory,Females,Births,2286,NUM,
2010,Australian Capital Territory,Females,Births,2490,NUM,
2011,Australian Capital Territory,Females,Births,2413,NUM,
2012,Australian Capital Territory,Females,Births,2658,NUM,
2013,Australian Capital Territory,Females,Births,2714,NUM,
2014,Australian Capital Territory,Females,Births,2669,NUM,
2015,Australian Capital Territory,Females,Births,2632,NUM,
2016,Australian Capital Territory,Females,Births,2505,NUM,
2017,Australian Capital Territory,Females,Births,2999,NUM,
2018,Australian Capital Territory,Females,Births,2642,NUM,
2019,Australian Capital Territory,Females,Births,2654,NUM,
2020,Australian Capital Territory,Females,Births,2616,NUM,
2021,Australian Capital Territory,Females,Births,2649,NUM,
2022,Australian Capital Territory,Females,Births,2638,NUM,
2023,Australian Capital Territory,Females,Births,2593,NUM,
2024,Australian Capital Territory,Females,Births,2557,NUM,
1971,Western Australia,Males,Deaths,4534,NUM,
1972,Western Australia,Males,Deaths,4307,NUM,
1973,Western Australia,Males,Deaths,4578,NUM,
1974,Western Australia,Males,Deaths,4529,NUM,
1975,Western Australia,Males,Deaths,4686,NUM,
1976,Western Australia,Males,Deaths,4475,NUM,
1977,Western Australia,Males,Deaths,4519,NUM,
1978,Western Australia,Males,Deaths,4466,NUM,
1979,Western Australia,Males,Deaths,4595,NUM,
1980,Western Australia,Males,Deaths,4655,NUM,
1981,Western Australia,Males,Deaths,4658,NUM,
1982,Western Australia,Males,Deaths,4719,NUM,
1983,Western Australia,Males,Deaths,4796,NUM,
1984,Western Australia,Males,Deaths,4817,NUM,
1985,Western Australia,Males,Deaths,4921,NUM,
1986,Western Australia,Males,Deaths,5250,NUM,
1987,Western Australia,Males,Deaths,5058,NUM,
1988,Western Australia,Males,Deaths,5363,NUM,
1989,Western Australia,Males,Deaths,5271,NUM,
1990,Western Australia,Males,Deaths,5152,NUM,
1991,Western Australia,Males,Deaths,5226,NUM,
1992,Western Australia,Males,Deaths,5352,NUM,
1993,Western Australia,Males,Deaths,5632,NUM,
1994,Western Australia,Males,Deaths,5598,NUM,
1995,Western Australia,Males,Deaths,5617,NUM,
1996,Western Australia,Males,Deaths,5978,NUM,
1997,Western Australia,Males,Deaths,5774,NUM,
1998,Western Australia,Males,Deaths,5750,NUM,
1999,Western Australia,Males,Deaths,5843,NUM,
2000,Western Australia,Males,Deaths,5718,NUM,
