year,state,measure,value,unit,obs_status_flag
2005,Australian Capital Territory,Population,331399,PSNS,
2006,Australian Capital Territory,Population,335170,PSNS,
2007,Australian Capital Territory,Population,342644,PSNS,
2008,Australian Capital Territory,Population,348368,PSNS,
2009,Australian Capital Territory,Population,354785,PSNS,
2010,Australian Capital Territory,Population,361766,PSNS,
2011,Australian Capital Territory,Population,367985,PSNS,
2012,Australian Capital Territory,Population,376539,PSNS,
2013,Australian Capital Territory,Population,383257,PSNS,
2014,Australian Capital Territory,Population,388799,PSNS,
2015,Australian Capital Territory,Population,395813,PSNS,
2016,Australian Capital Territory,Population,403104,PSNS,
2017,Australian Capital Territory,Population,415046,PSNS,
2018,Australian Capital Territory,Population,426081,PSNS,
2019,Australian Capital Territory,Population,435730,PSNS,
2020,Australian Capital Territory,Population,444903,PSNS,
2021,Australian Capital Territory,Population,452508,PSNS,
2022,Australian Capital Territory,Population,456844,PSNS,
2023,Australian Capital Territory,Population,466813,PSNS,
2024,Australian Capital Territory,Population,474132,PSNS,
1975,New South Wales,Crude birth rate,16.5,NUM,
1976,New South Wales,Crude birth rate,15.9,NUM,
1977,New South Wales,Crude birth rate,15.7,NUM,
1978,New South Wales,Crude birth rate,15.4,NUM,
1979,New South Wales,Crude birth rate,15.2,NUM,
1980,New South Wales,Crude birth rate,15.4,NUM,
1981,New South Wales,Crude birth rate,15.7,NUM,
1982,New South Wales,Crude birth rate,15.8,NUM,
1983,New South Wales,Crude birth rate,15.6,NUM,
1984,New South Wales,Crude birth rate,14.4,NUM,
1985,New South Wales,Crude birth rate,16.1,NUM,
1986,New South Wales,Crude birth rate,15.3,NUM,
1987,New South Wales,Crude birth rate,15.3,NUM,
1988,New South Wales,Crude birth rate,14.8,NUM,
1989,New South Wales,Crude birth rate,14.9,NUM,
1990,New South Wales,Crude birth rate,15.5,NUM,
1991,New South Wales,Crude birth rate,14.8,NUM,
1992,New South Wales,Crude birth rate,15.5,NUM,
1993,New South Wales,Crude birth rate,14.9,NUM,
1994,New South Wales,Crude birth rate,14.6,NUM,
1995,New South Wales,Crude birth rate,14.4,NUM,
1996,New South Wales,Crude birth rate,14,NUM,
1997,New South Wales,Crude birth rate,14,NUM,
1998,New South Wales,Crude birth rate,13.6,NUM,
1999,New South Wales,Crude birth rate,13.6,NUM,
2000,New South Wales,Crude birth rate,13.5,NUM,
2001,New South Wales,Crude birth rate,13,NUM,
2002,New South Wales,Crude birth rate,13.2,NUM,
2003,New South Wales,Crude birth rate,13,NUM,
2004,New South Wales,Crude birth rate,12.9,NUM,
2005,New South Wales,Crude birth rate,13.6,NUM,
2006,New South Wales,Crude birth rate,13.7,NUM,
2007,New South Wales,Crude birth rate,14.1,NUM,
2008,New South Wales,Crude birth rate,14.4,NUM,
2009,New South Wales,Crude birth rate,13.9,NUM,
2010,New South Wales,Crude birth rate,14.2,NUM,
2011,New South Wales,Crude birth rate,13.7,NUM,
2012,New South Wales,Crude birth rate,13.5,NUM,
2013,New South Wales,Crude birth rate,13.6,NUM,
2014,New South Wales,Crude birth rate,12.1,NUM,
2015,New South Wales,Crude birth rate,13.1,NUM,
2016,New South Wales,Crude birth rate,12.4,NUM,
2017,New South Wales,Crude birth rate,12.3,NUM,
2018,New South Wales,Crude birth rate,13.5,NUM,
2019,New South Wales,Crude birth rate,12.3,NUM,
2020,New South Wales,Crude birth rate,11.8,NUM,
2021,New South Wales,Crude birth rate,12.5,NUM,
2022,New South Wales,Crude birth rate,12,NUM,
2023,New South Wales,Crude birth rate,11,NUM,
2024,New South Wales,Crude birth rate,10.5,NUM,
1975,Western Australia,Sex ratio,106,NUM,
1976,Western Australia,Sex ratio,106.4,NUM,
1977,Western Australia,Sex ratio,107.8,NUM,
1978,Western Australia,Sex ratio,107.3,NUM,
1979,Western Australia,Sex ratio,103.3,NUM,
1980,Western Australia,Sex ratio,104.3,NUM,
1981,Western Australia,Sex ratio,107.7,NUM,
1982,Western Australia,Sex ratio,105,NUM,
1983,Western Australia,Sex ratio,106.6,NUM,
1984,Western Australia,Sex ratio,106.5,NUM,
1985,Western Australia,Sex ratio,103.9,NUM,
1986,Western Australia,Sex ratio,105.6,NUM,
1987,Western Australia,Sex ratio,106.7,NUM,
1988,Western Australia,Sex ratio,104.9,NUM,
1989,Western Australia,Sex ratio,104.2,NUM,
1990,Western Australia,Sex ratio,106.6,NUM,
1991,Western Australia,Sex ratio,104,NUM,
1992,Western Australia,Sex ratio,105.6,NUM,
1993,Western Australia,Sex ratio,106.3,NUM,
1994,Western Australia,Sex ratio,104.9,NUM,
1995,Western Australia,Sex ratio,106.1,NUM,
1996,Western Australia,Sex ratio,107,NUM,
1997,Western Australia,Sex ratio,107.1,NUM,
1998,Western Australia,Sex ratio,104.9,NUM,
1999,Western Australia,Sex ratio,104.3,NUM,
2000,Western Australia,Sex ratio,103.5,NUM,
2001,Western Australia,Sex ratio,105.6,NUM,
2002,Western Australia,Sex ratio,105.2,NUM,
2003,Western Australia,Sex ratio,105.3,NUM,
2004,Western Australia,Sex ratio,105.2,NUM,
2005,Western Australia,Sex ratio,106.3,NUM,
2006,Western Australia,Sex ratio,102.2,NUM,
2007,Western Australia,Sex ratio,106.2,NUM,
2008,Western Australia,Sex ratio,105.1,NUM,
2009,Western Australia,Sex ratio,106.1,NUM,
2010,Western Australia,Sex ratio,104.6,NUM,
2011,Western Australia,Sex ratio,105.4,NUM,
2012,Western Australia,Sex ratio,105.4,NUM,
2013,Western Australia,Sex ratio,104.9,NUM,
2014,Western Australia,Sex ratio,105.6,NUM,
2015,Western Australia,Sex ratio,106,NUM,
2016,Western Australia,Sex ratio,108,NUM,
2017,Western Australia,Sex ratio,105.9,NUM,
2018,Western Australia,Sex ratio,106,NUM,
2019,Western Australia,Sex ratio,106.8,NUM,
2020,Western Australia,Sex ratio,105.4,NUM,
2021,Western Australia,Sex ratio,105.4,NUM,
2022,Western Australia,Sex ratio,104.4,NUM,
2023,Western Australia,Sex ratio,104.9,NUM,
2024,Western Australia,Sex ratio,106.8,NUM,
1975,Tasmania,Nuptial births,6246,NUM,
1976,Tasmania,Nuptial births,6019,NUM,
1977,Tasmania,Nuptial births,5966,NUM,
1978,Tasmania,Nuptial births,5942,NUM,
1979,Tasmania,Nuptial births,5852,NUM,
1980,Tasmania,Nuptial births,5816,NUM,
1981,Tasmania,Nuptial births,6157,NUM,
1982,Tasmania,Nuptial births,5964,NUM,
1983,Tasmania,Nuptial births,5948,NUM,
1984,Tasmania,Nuptial births,6046,NUM,
1985,Tasmania,Nuptial births,6073,NUM,
1986,Tasmania,Nuptial births,5753,NUM,
1987,Tasmania,Nuptial births,5466,NUM,
1988,Tasmania,Nuptial births,5352,NUM,
1989,Tasmania,Nuptial births,5308,NUM,
1990,Tasmania,Nuptial births,5282,NUM,
1991,Tasmania,Nuptial births,4977,NUM,
1992,Tasmania,Nuptial births,5003,NUM,
1993,Tasmania,Nuptial births,4680,NUM,
1994,Tasmania,Nuptial births,4725,NUM,
1995,Tasmania,Nuptial births,4381,NUM,
1996,Tasmania,Nuptial births,4242,NUM,
1997,Tasmania,Nuptial births,3866,NUM,
1998,Tasmania,Nuptial births,3661,NUM,
1999,Tasmania,Nuptial births,3616,NUM,
2000,Tasmania,Nuptial births,3393,NUM,
2001,Tasmania,Nuptial births,3675,NUM,
2002,Tasmania,Nuptial births,3192,NUM,
2003,Tasmania,Nuptial births,3105,NUM,
2004,Tasmania,Nuptial births,3118,NUM,
2005,Tasmania,Nuptial births,3249,NUM,
2006,Tasmania,Nuptial births,3288,NUM,
2007,Tasmania,Nuptial births,3358,NUM,
2008,Tasmania,Nuptial births,3400,NUM,
2009,Tasmania,Nuptial births,3140,NUM,
2010,Tasmania,Nuptial births,3084,NUM,
2011,Tasmania,Nuptial births,3319,NUM,
2012,Tasmania,Nuptial births,3024,NUM,
2013,Tasmania,Nuptial births,3000,NUM,
2014,Tasmania,Nuptial births,2983,NUM,
2015,Tasmania,Nuptial births,2802,NUM,
2016,Tasmania,Nuptial births,2940,NUM,
2017,Tasmania,Nuptial births,2805,NUM,
2018,Tasmania,Nuptial births,2733,NUM,
2019,Tasmania,Nuptial births,2909,NUM,
2020,Tasmania,Nuptial births,2923,NUM,
2021,Tasmania,Nuptial births,3009,NUM,
2022,Tasmania,Nuptial births,2830,NUM,
2023,Tasmania,Nuptial births,2842,NUM,
2024,Tasmania,Nuptial births,2773,NUM,
1975,Queensland,Ex-nuptial births,5013,NUM,
1976,Queensland,Ex-nuptial births,4667,NUM,
1977,Queensland,Ex-nuptial births,4670,NUM,
1978,Queensland,Ex-nuptial births,4839,NUM,
1979,Queensland,Ex-nuptial births,5139,NUM,
1980,Queensland,Ex-nuptial births,5457,NUM,
1981,Queensland,Ex-nuptial births,6390,NUM,
1982,Queensland,Ex-nuptial births,6766,NUM,
1983,Queensland,Ex-nuptial births,7551,NUM,
1984,Queensland,Ex-nuptial births,6937,NUM,
1985,Queensland,Ex-nuptial births,7536,NUM,
1986,Queensland,Ex-nuptial births,7923,NUM,
1987,Queensland,Ex-nuptial births,8129,NUM,
1988,Queensland,Ex-nuptial births,8850,NUM,
1989,Queensland,Ex-nuptial births,9886,NUM,
1990,Queensland,Ex-nuptial births,11397,NUM,
1991,Queensland,Ex-nuptial births,11662,NUM,
1992,Queensland,Ex-nuptial births,12897,NUM,
1993,Queensland,Ex-nuptial births,13644,NUM,
1994,Queensland,Ex-nuptial births,13851,NUM,
1995,Queensland,Ex-nuptial births,14255,NUM,
1996,Queensland,Ex-nuptial births,15578,NUM,
1997,Queensland,Ex-nuptial births,15620,NUM,
1998,Queensland,Ex-nuptial births,15831,NUM,
1999,Queensland,Ex-nuptial births,15626,NUM,
2000,Queensland,Ex-nuptial births,16034,NUM,
2001,Queensland,Ex-nuptial births,16894,NUM,
2002,Queensland,Ex-nuptial births,17477,NUM,
2003,Queensland,Ex-nuptial births,17972,NUM,
2004,Queensland,Ex-nuptial births,18896,NUM,
2005,Queensland,Ex-nuptial births,19771,NUM,
2006,Queensland,Ex-nuptial births,20461,NUM,
2007,Queensland,Ex-nuptial births,24423,NUM,
2008,Queensland,Ex-nuptial births,26735,NUM,
2009,Queensland,Ex-nuptial births,28475,NUM,
2010,Queensland,Ex-nuptial births,27366,NUM,
2011,Queensland,Ex-nuptial births,26261,NUM,
2012,Queensland,Ex-nuptial births,26971,NUM,
2013,Queensland,Ex-nuptial births,26523,NUM,
2014,Queensland,Ex-nuptial births,26501,NUM,
2015,Queensland,Ex-nuptial births,25969,NUM,
2016,Queensland,Ex-nuptial births,24888,NUM,
2017,Queensland,Ex-nuptial births,25875,NUM,
2018,Queensland,Ex-nuptial births,26757,NUM,
2019,Queensland,Ex-nuptial births,27187,NUM,
2020,Queensland,Ex-nuptial births,26229,NUM,
2021,Queensland,Ex-nuptial births,29749,NUM,
2022,Queensland,Ex-nuptial births,29406,NUM,
2023,Queensland,Ex-nuptial births,27837,NUM,
2024,Queensland,Ex-nuptial births,28049,NUM,
1975,Australia,"Ex-nuptial, paternity acknowledged births",6126,NUM,
1976,Australia,"Ex-nuptial, paternity acknowledged births",10848,NUM,
1977,Australia,"Ex-nuptial, paternity acknowledged births",11119,NUM,
1978,Australia,"Ex-nuptial, paternity acknowledged births",12090,NUM,
1979,Australia,"Ex-nuptial, paternity acknowledged births",14818,NUM,
1980,Australia,"Ex-nuptial, paternity acknowledged births",16165,NUM,
1981,Australia,"Ex-nuptial, paternity acknowledged births",18885,NUM,
1982,Australia,"Ex-nuptial, paternity acknowledged births",20435,NUM,
1983,Australia,"Ex-nuptial, paternity acknowledged births",22983,NUM,
1984,Australia,"Ex-nuptial, paternity acknowledged births",23200,NUM,
1985,Australia,"Ex-nuptial, paternity acknowledged births",26121,NUM,
1986,Australia,"Ex-nuptial, paternity acknowledged births",28893,NUM,
1987,Australia,"Ex-nuptial, paternity acknowledged births",31972,NUM,
1988,Australia,"Ex-nuptial, paternity acknowledged births",34773,NUM,
1989,Australia,"Ex-nuptial, paternity acknowledged births",38572,NUM,
1990,Australia,"Ex-nuptial, paternity acknowledged births",44257,NUM,
1991,Australia,"Ex-nuptial, paternity acknowledged births",47064,NUM,
1992,Australia,"Ex-nuptial, paternity acknowledged births",51349,NUM,
1993,Australia,"Ex-nuptial, paternity acknowledged births",53016,NUM,
1994,Australia,"Ex-nuptial, paternity acknowledged births",54333,NUM,
1995,Australia,"Ex-nuptial, paternity acknowledged births",56688,NUM,
1996,Australia,"Ex-nuptial, paternity acknowledged births",58549,NUM,
1997,Australia,"Ex-nuptial, paternity acknowledged births",60452,NUM,
1998,Australia,"Ex-nuptial, paternity acknowledged births",62345,NUM,
1999,Australia,"Ex-nuptial, paternity acknowledged births",64144,NUM,
2000,Australia,"Ex-nuptial, paternity acknowledged births",64396,NUM,
2001,Australia,"Ex-nuptial, paternity acknowledged births",66539,NUM,
2002,Australia,"Ex-nuptial, paternity acknowledged births",69048,NUM,
2003,Australia,"Ex-nuptial, paternity acknowledged births",69952,NUM,
2004,Australia,"Ex-nuptial, paternity acknowledged births",72915,NUM,
2005,Australia,"Ex-nuptial, paternity acknowledged births",77148,NUM,
2006,Australia,"Ex-nuptial, paternity acknowledged births",80516,NUM,
2007,Australia,"Ex-nuptial, paternity acknowledged births",89668,NUM,
2008,Australia,"Ex-nuptial, paternity acknowledged births",95232,NUM,
2009,Australia,"Ex-nuptial, paternity acknowledged births",94617,NUM,
2010,Australia,"Ex-nuptial, paternity acknowledged births",94065,NUM,
2011,Australia,"Ex-nuptial, paternity acknowledged births",93044,NUM,
2012,Australia,"Ex-nuptial, paternity acknowledged births",96654,NUM,
2013,Australia,"Ex-nuptial, paternity acknowledged births",96075,NUM,
2014,Australia,"Ex-nuptial, paternity acknowledged births",93210,NUM,
2015,Australia,"Ex-nuptial, paternity acknowledged births",95005,NUM,
2016,Australia,"Ex-nuptial, paternity acknowledged births",95418,NUM,
2017,Australia,"Ex-nuptial, paternity acknowledged births",96645,NUM,
2018,Australia,"Ex-nuptial, paternity acknowledged births",98763,NUM,
2019,Australia,"Ex-nuptial, paternity acknowledged births",96705,NUM,
2020,Australia,"Ex-nuptial, paternity acknowledged births",96103,NUM,
2021,Australia,"Ex-nuptial, paternity acknowledged births",107195,NUM,
2022,Australia,"Ex-nuptial, paternity acknowledged births",108607,NUM,
2023,Australia,"Ex-nuptial, paternity acknowledged births",102562,NUM,
2024,Australia,"Ex-nuptial, paternity acknowledged births",102704,NUM,
1975,Australian Capital Territory,Births,4178,NUM,
1976,Australian Capital Territory,Births,4272,NUM,
1977,Australian Capital Territory,Births,4405,NUM,
1978,Australian Capital Territory,Births,4191,NUM,
1979,Australian Capital Territory,Births,4247,NUM,
1980,Australian Capital Territory,Births,4243,NUM,
1981,Australian Capital Territory,Births,4142,NUM,
1982,Australian Capital Territory,Births,4107,NUM,
1983,Australian Capital Territory,Births,4144,NUM,
1984,Australian Capital Territory,Births,4109,NUM,
1985,Australian Capital Territory,Births,4107,NUM,
1986,Australian Capital Territory,Births,4102,NUM,
1987,Australian Capital Territory,Births,4108,NUM,
1988,Australian Capital Territory,Births,4335,NUM,
1989,Australian Capital Territory,Births,4137,NUM,
1990,Australian Capital Territory,Births,4457,NUM,
1991,Australian Capital Territory,Births,4756,NUM,
1992,Australian Capital Territory,Births,4447,NUM,
1993,Australian Capital Territory,Births,4416,NUM,
1994,Australian Capital Territory,Births,4461,NUM,
1995,Australian Capital Territory,Births,4415,NUM,
1996,Australian Capital Territory,Births,4396,NUM,
1997,Australian Capital Territory,Births,4208,NUM,
1998,Australian Capital Territory,Births,3982,NUM,
1999,Australian Capital Territory,Births,4253,NUM,
2000,Australian Capital Territory,Births,4065,NUM,
2001,Australian Capital Territory,Births,3938,NUM,
2002,Australian Capital Territory,Births,4112,NUM,
2003,Australian Capital Territory,Births,4128,NUM,
2004,Australian Capital Territory,Births,4174,NUM,
2005,Australian Capital Territory,Births,4210,NUM,
2006,Australian Capital Territory,Births,4484,NUM,
2007,Australian Capital Territory,Births,4757,NUM,
2008,Australian Capital Territory,Births,4808,NUM,
2009,Australian Capital Territory,Births,4860,NUM,
2010,Australian Capital Territory,Births,5152,NUM,
2011,Australian Capital Territory,Births,5121,NUM,
